file,sentence,cited_keys,survey_arxiv_id,survey_title,sentence_id,drop_reason
035_qa_dialogue.tex,"On the other hand, the simulation might only reward the generation of questions similar to a given template \citep{D16-1127}, which constrains the diversity of questions.",D16-1127,1905.04071,Survey on Evaluation Methods for Dialogue Systems,s0017,single_cite_key
035_qa_dialogue.tex,"However, \cite{galley2015dbleu} included all the synthetic responses (no matter the rate given by crowd workers) and used the data for testing a new metric called Discriminative BLEU.",galley2015dbleu,1905.04071,Survey on Evaluation Methods for Dialogue Systems,s0018,single_cite_key
review_preprint.tex,"Unsupervised lifelong learning, on the other hand, has been proposed mostly through the use of self-organizing neural networks (e.g., \cite{Parisi2018b, Parisi2017a, Richardson2008}).","Parisi2018b, Parisi2017a, Richardson2008",1802.07569,Continual Lifelong Learning with Neural Networks: A Review,s0019,all_keys_unresolved
review_preprint.tex,"On the other hand, other studies suggest that hippocampal neurogenesis sustains human-specific cognitive function throughout life~\citep{Boldrini2018}.",Boldrini2018,1802.07569,Continual Lifelong Learning with Neural Networks: A Review,s0020,single_cite_key
review_preprint.tex,"In contrast to previously introduced approaches that do not consider multi-task scenarios, \cite{Xiao2014} proposed a training algorithm with a network that incrementally grows in capacity and also in hierarchical fashion.",Xiao2014,1802.07569,Continual Lifelong Learning with Neural Networks: A Review,s0021,single_cite_key
main.tex,"\citet{di2022goal} draw attention to the fundamental disparity between capability generalization and goal generalization, emphasizing how the inductive biases inherent in the model and its training algorithm may inadvertently prime the model to learn a proxy objective that diverges from the intended initial objective when faced with the testing distribution.",di2022goal,2310.19852,AI Alignment: A Comprehensive Survey,s0025,single_cite_key
main.tex,"On the other hand, ordinal preferences entail a graded assessment of a fixed set of items as either preferred, less preferred, or intermediary, \textit{etc.}, enabling the depiction of user preferences without including specific numerical measurements \citep{cheng2010graded}.",cheng2010graded,2310.19852,AI Alignment: A Comprehensive Survey,s0029,single_cite_key
main.tex,"A general example of PbRL is the \textit{weighted pairwise disagreement loss} \citep{duchi2010consistency} balancing multiple potentially conflicting preferences to identify a singular optimal policy: \begin{align*} \mathcal{L}(\pi,\zeta) = \sum_{i=1}^N\alpha_iL(\pi,\zeta_i), \end{align*} where $\mathcal{L}(\pi,\zeta)$ is the aggregated loss for policy $\pi$ over all preferences $\zeta$, $\alpha_i$ is the weight of the $i$th preference, and $L(\pi,\zeta_i)$ is the loss associated with the policy",duchi2010consistency,2310.19852,AI Alignment: A Comprehensive Survey,s0030,single_cite_key
main.tex,"Conversely, \citet{findeis2024inverse} explored the inverse problem of CAI: \textit{given a dataset of feedback, how can one extract a constitution that best enables a LLM to reconstruct the original annotations?} This problem not only converts AI feedback from preferences into a corresponding constitution but also offers a method for synthesizing new preference data for AI feedback.",findeis2024inverse,2310.19852,AI Alignment: A Comprehensive Survey,s0031,single_cite_key
main.tex,"However, \citet{krueger2020hidden} posited that, in reality, agents could influence the environment during the decision-making and execution process, thus altering the distribution of the data generated by the environment.",krueger2020hidden,2310.19852,AI Alignment: A Comprehensive Survey,s0032,single_cite_key
main.tex,"On the other hand, there is a limited understanding of how jailbreaking functions and the susceptibility of language models to poisoning and backdoors \citep{anwar2024foundational}.",anwar2024foundational,2310.19852,AI Alignment: A Comprehensive Survey,s0038,single_cite_key
main.tex,"However, this assumption is unrealistic due to widespread disagreements on contentious issues globally, which frequently result in conflicting judgments about AI system outputs \citep{santurkar2023whose}.",santurkar2023whose,2310.19852,AI Alignment: A Comprehensive Survey,s0039,single_cite_key
