sentence_id,file,sentence,cited_keys,survey_arxiv_id,survey_title,cited_keys_split,n_cited_keys,n_resolved,resolved_titles,resolved_authors,resolved_years,resolved_abstracts,resolved_context,resolution_source
s0092,main.tex,\citet{new_fairness_4} and \citet{new_fairness_5} applied unlearning techniques to remove knowledge from DMs that contradict social norms.,new_fairness_4;new_fairness_5,2307.16680,On the Trustworthiness Landscape of State-of-the-art Generative Models: A Survey and Outlook,new_fairness_4new_fairness_5,2,2,,,,,"Fan C, Liu J, Zhang Y, Wei D, Wong E, Liu S (2024{\natexlab{a}}) SalUn: Empowering Machine Unlearning via Gradient-based Weight Saliency in Both Image Classification and Generation. In: Proc. of ICLRGandikota R, Materzynska J, Fiotto-Kaufman J, Bau D (2023) Erasing concepts from diffusion models. In: Proc. of ICCV, pp 2426--2436",bblbbl
s0094,main.tex,"However, \citet{respons_level1_dm_18,respons_level1_dm_22} and \citep{respons_level1_dm_23} empirically demonstrated that existing detection methods suffer from poor generalization.","respons_level1_dm_18,respons_level1_dm_22;respons_level1_dm_23",2307.16680,On the Trustworthiness Landscape of State-of-the-art Generative Models: A Survey and Outlook,respons_level1_dm_18respons_level1_dm_22respons_level1_dm_23,3,3,,,,,"Gragnaniello D, Cozzolino D, Marra F, Poggi G, Verdoliva L (2021) Are GAN generated images easy to detect? A critical analysis of the state-of-the-art. In: Proc. of ICME, IEEE, pp 1--6Ricker J, Damm S, Holz T, Fischer A (2024) Towards the detection of diffusion model deepfakes. In: Proc. of VISIGRAPP, pp 446--457Corvi R, Cozzolino D, Zingarini G, Poggi G, Nagano K, Verdoliva L (2023) On the detection of synthetic images generated by diffusion models. In: Proc. of ICASSP, IEEE, pp 1--5",bblbblbbl
s0097,main_tmlr_rebuttal.tex,"Previous studies~\citep{oota2022joint,kauf2023lexical} on brain alignment with language models have shown mixed results, with some finding that syntactic tasks are more responsible and others emphasizing lexical semantic content.","oota2022joint,kauf2023lexical",2307.10246,Deep Neural Networks and Brain Alignment: Brain Encoding and Decoding (Survey),oota2022jointkauf2023lexical,2,2,"Joint processing of linguistic properties in brains and language models.Lexical-semantic content, not syntactic structure, is the main contributor to ann-brain similarity of fmri responses in the language network.",,,,"SubbaReddy Oota, Manish Gupta, and Mariya Toneva. Joint processing of linguistic properties in brains and language models. Advances in Neural Information Processing Systems, 36, 2024{\natexlab{b}}.Carina Kauf, Greta Tuckute, Roger Levy, Jacob Andreas, and Evelina Fedorenko. Lexical-semantic content, not syntactic structure, is the main contributor to ann-brain similarity of fmri responses in the language network. Neurobiology of Language, 5\penalty0 (1):\penalty0 7--42, 2024{\natexlab{b}}.",bblbbl
s0102,ijcai23.tex,"% i.e., ""features located at the head of the long-tailed training distribution"" \citep{du-etal-2021-towards} For example, when NLI annotators create a majority of contradictory hypotheses by negating premises, models learn the spurious correlation between negation words (`no', `never') and labels (\textit{hypothesis-only reliance} \citep{gururangan2018annotation}).",du-etal-2021-towards;gururangan2018annotation,2306.15261,A Survey on Out-of-Distribution Evaluation of Neural NLP Models,du-etal-2021-towardsgururangan2018annotation,2,2,Towards Interpreting and Mitigating Shortcut Learning Behavior of {NLU} modelsAnnotation artifacts in natural language inference data.,"Du, Mengnan and Manjunatha, Varun and Jain, Rajiv and Deshpande, Ruchi and Dernoncourt, Franck and Gu, Jiuxiang and Sun, Tong and Hu, Xia",2021,,"du-etal-2021-towards, title = ""Towards Interpreting and Mitigating Shortcut Learning Behavior of {NLU} models"", author = ""Du, Mengnan and Manjunatha, Varun and Jain, Rajiv and Deshpande, Ruchi and Dernoncourt, Franck and Gu, Jiuxiang and Sun, Tong and Hu, Xia"", booktitle = ""NAACL-HLT"", month = jun, year = ""2021"", url = ""https://aclanthology.org/2021.naacl-main.71"", doi = ""10.18653/v1/2021.naacl-main.71"", pages = ""915--929"",Suchin Gururangan, Swabha Swayamdipta, Omer Levy, Roy Schwartz, Samuel R. Bowman, and Noah A. Smith. Annotation artifacts in natural language inference data. In {\em NAACL-HLT}, pages 107--112, 2018.",bibbbl
s0113,3_categorization_of_diffusion_models_in_nlp.tex,"In contrast to DiffuSeq \cite{https://doi.org/10.48550/arxiv.2210.08933}, SeqDiffuSeq \cite{https://doi.org/10.48550/arxiv.2212.10325} explores different model structures and investigates the impact of noise scheduling in sequence-to-sequence tasks.",https://doi.org/10.48550/arxiv.2210.08933;https://doi.org/10.48550/arxiv.2212.10325,2305.14671,A Survey of Diffusion Models in Natural Language Processing,https://doi.org/10.48550/arxiv.2210.08933https://doi.org/10.48550/arxiv.2212.10325,2,2,Diffuseq: Sequence to sequence text generation with diffusion modelsSeqdiffuseq: Text diffusion with encoder-decoder transformers,,,,"Shansan Gong, Mukai Li, Jiangtao Feng, Zhiyong Wu, and Lingpeng Kong. 2022. Diffuseq: Sequence to sequence text generation with diffusion models.Hongyi Yuan, Zheng Yuan, Chuanqi Tan, Fei Huang, and Songfang Huang. 2022. Seqdiffuseq: Text diffusion with encoder-decoder transformers.",bblbbl
s0114,5_algorithms_and_techniques.tex,"In contrast to Diffusion-LM's approach \citep{https://doi.org/10.48550/arxiv.2205.14217} of classifier-guided diffusion, DiffuSeq \citep{https://doi.org/10.48550/arxiv.2210.08933} employs a method of classifier-free diffusion that is directed by spatial points.",https://doi.org/10.48550/arxiv.2205.14217;https://doi.org/10.48550/arxiv.2210.08933,2305.14671,A Survey of Diffusion Models in Natural Language Processing,https://doi.org/10.48550/arxiv.2205.14217https://doi.org/10.48550/arxiv.2210.08933,2,2,Diffusion-lm improves controllable text generationDiffuseq: Sequence to sequence text generation with diffusion models,,,,"Xiang Lisa Li, John Thickstun, Ishaan Gulrajani, Percy Liang, and Tatsunori B. Hashimoto. 2022. Diffusion-lm improves controllable text generation.Shansan Gong, Mukai Li, Jiangtao Feng, Zhiyong Wu, and Lingpeng Kong. 2022. Diffuseq: Sequence to sequence text generation with diffusion models.",bblbbl
s0118,acl2023.tex,"\citet{case-augmented-positives} propose randomly flipping the case of some tokens, while \citet{liu-etal-2021-fast} mask spans of tokens to get positive instances, and \citet{wu-etal-2022-esimcse} suggest to repeat certain words or subwords.",case-augmented-positives;liu-etal-2021-fast;wu-etal-2022-esimcse,2305.12641,A Comprehensive Survey of Sentence Representations: From the BERT Epoch to the ChatGPT Era and Beyond,case-augmented-positivesliu-etal-2021-fastwu-etal-2022-esimcse,3,3,"Improving Contrastive Learning of Sentence Embeddings with Case-Augmented Positives and Retrieved NegativesFast, Effective, and Self-Supervised: Transforming Masked Language Models into Universal Lexical and Sentence Encoders{ES}im{CSE}: Enhanced Sample Building Method for Contrastive Learning of Unsupervised Sentence Embedding","Wang, Wei and Ge, Liangzhu and Zhang, Jingqiao and Yang, ChengLiu, Fangyu and Vuli{\'c}, Ivan and Korhonen, Anna and Collier, NigelWu, Xing and Gao, Chaochen and Zang, Liangjun and Han, Jizhong and Wang, Zhongyuan and Hu, Songlin",202220212022,"Following SimCSE, contrastive learning based methods have achieved the state-of-the-art (SOTA) performance in learning sentence embeddings. However, the unsupervised contrastive learning methods still lag far behind the supervised counterparts. We attribute this to the quality of positive and negative samples, and aim to improve both. Specifically, for positive samples, we propose switch-case augmentation to flip the case of the first letter of randomly selected words in a sentence. This is to counteract the intrinsic bias of pre-trained token embeddings to frequency, word cases and subwords. For negative samples, we sample hard negatives from the whole dataset based on a pre-trained language model. Combining the above two methods with SimCSE, our proposed Contrastive learning with AugmentPrevious work has indicated that pretrained Masked Language Models (MLMs) are not effective as universal lexical and sentence encoders off-the-shelf, i.e., without further task-specific fine-tuning on NLI, sentence similarity, or paraphrasing tasks using annotated task data. In this work, we demonstrate that it is possible to turn MLMs into effective lexical and sentence encoders even without any additional data, relying simply on self-supervision. We propose an extremely simple, fast, and effective contrastive learning technique, termed Mirror-BERT, which converts MLMs (e.g., BERT and RoBERTa) into such encoders in 20-30 seconds with no access to additional external knowledge. Mirror-BERT relies on identical and slightly modified string pairs as positive (i.e., synonymous) fine-tuning exaContrastive learning has been attracting much attention for learning unsupervised sentence embeddings. The current state-of-the-art unsupervised method is the unsupervised SimCSE (unsup-SimCSE). Unsup-SimCSE takes dropout as a minimal data augmentation method, and passes the same input sentence to a pre-trained Transformer encoder (with dropout turned on) twice to obtain the two corresponding embeddings to build a positive pair. As the length information of a sentence will generally be encoded into the sentence embeddings due to the usage of position embedding in Transformer, each positive pair in unsup-SimCSE actually contains the same length information. And thus unsup-SimCSE trained with these positive pairs is probably biased, which would tend to consider that sentences of the same or ","case-augmented-positives, author = {Wang, Wei and Ge, Liangzhu and Zhang, Jingqiao and Yang, Cheng}, title = {Improving Contrastive Learning of Sentence Embeddings with Case-Augmented Positives and Retrieved Negatives}, year = {2022}, isbn = {9781450387323}, publisher = {Association for Computing Machinery}, address = {New York, NY, USA}, url = {https://doi.org/10.1145/3477495.3531823}, doi = {10.1145/3477495.3531823}, abstract = {Following SimCSE, contrastive learning based methods have achieved the state-of-the-art (SOTA) performance in learning sentence embeddings. However, the unsupervised contrastive learning methods still lag far behind the supervised counterparts. We attribute this to the quality of positive and negative samples, and aim to improve both. Specifically, for positive sliu-etal-2021-fast, title = ""Fast, Effective, and Self-Supervised: Transforming Masked Language Models into Universal Lexical and Sentence Encoders"", author = ""Liu, Fangyu and Vuli{\'c}, Ivan and Korhonen, Anna and Collier, Nigel"", booktitle = ""Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing"", month = nov, year = ""2021"", address = ""Online and Punta Cana, Dominican Republic"", publisher = ""Association for Computational Linguistics"", url = ""https://aclanthology.org/2021.emnlp-main.109"", doi = ""10.18653/v1/2021.emnlp-main.109"", pages = ""1442--1459"", abstract = ""Previous work has indicated that pretrained Masked Language Models (MLMs) are not effective as universal lexical and sentence encoders off-the-shelf, i.e., without further task-specific fine-tuningwu-etal-2022-esimcse, title = ""{ES}im{CSE}: Enhanced Sample Building Method for Contrastive Learning of Unsupervised Sentence Embedding"", author = ""Wu, Xing and Gao, Chaochen and Zang, Liangjun and Han, Jizhong and Wang, Zhongyuan and Hu, Songlin"", booktitle = ""Proceedings of the 29th International Conference on Computational Linguistics"", month = oct, year = ""2022"", address = ""Gyeongju, Republic of Korea"", publisher = ""International Committee on Computational Linguistics"", url = ""https://aclanthology.org/2022.coling-1.342"", pages = ""3898--3907"", abstract = ""Contrastive learning has been attracting much attention for learning unsupervised sentence embeddings. The current state-of-the-art unsupervised method is the unsupervised SimCSE (unsup-SimCSE). Unsup-SimCSE takes dropout as a minimal ",bibbibbib
s0119,acl2023.tex,"Recently, \abhinav{In contrast to the approach taken by \citet{kim-etal-2021-self}, \cite{chen-etal-2023-alleviating} employ representations from various layers as negatives, recognizing that similarities across these layers render them less discriminative.",kim-etal-2021-self;chen-etal-2023-alleviating,2305.12641,A Comprehensive Survey of Sentence Representations: From the BERT Epoch to the ChatGPT Era and Beyond,kim-etal-2021-selfchen-etal-2023-alleviating,2,2,Self-Guided Contrastive Learning for {BERT} Sentence RepresentationsAlleviating Over-smoothing for Unsupervised Sentence Representation,"Kim, Taeuk and Yoo, Kang Min and Lee, Sang-gooChen, Nuo and Shou, Linjun and Pei, Jian and Gong, Ming and Cao, Bowen and Chang, Jianhui and Li, Jia and Jiang, Daxin",20212023,"Although BERT and its variants have reshaped the NLP landscape, it still remains unclear how best to derive sentence embeddings from such pre-trained Transformers. In this work, we propose a contrastive learning method that utilizes self-guidance for improving the quality of BERT sentence representations. Our method fine-tunes BERT in a self-supervised fashion, does not rely on data augmentation, and enables the usual [CLS] token embeddings to function as sentence vectors. Moreover, we redesign the contrastive learning objective (NT-Xent) and apply it to sentence representation learning. We demonstrate with extensive experiments that our approach is more effective than competitive baselines on diverse sentence-related tasks. We also show it is efficient at inference and robust to domain shCurrently, learning better unsupervised sentence representations is the pursuit of many natural language processing communities. Lots of approaches based on pre-trained language models (PLMs) and contrastive learning have achieved promising results on this task. Experimentally, we observe that the over-smoothing problem reduces the capacity of these powerful PLMs, leading to sub-optimal sentence representations. In this paper, we present a Simple method named Self-Contrastive Learning (SSCL) to alleviate this issue, which samples negatives from PLMs intermediate layers, improving the quality of the sentence representation. Our proposed method is quite simple and can be easily extended to various state-of-the-art models for performance boosting, which can be seen as a plug-and-play contrast","kim-etal-2021-self, title = ""Self-Guided Contrastive Learning for {BERT} Sentence Representations"", author = ""Kim, Taeuk and Yoo, Kang Min and Lee, Sang-goo"", booktitle = ""Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers)"", month = aug, year = ""2021"", address = ""Online"", publisher = ""Association for Computational Linguistics"", url = ""https://aclanthology.org/2021.acl-long.197"", doi = ""10.18653/v1/2021.acl-long.197"", pages = ""2528--2540"", abstract = ""Although BERT and its variants have reshaped the NLP landscape, it still remains unclear how best to derive sentence embeddings from such pre-trained Transformers. In this work, we propose a contrastive learnichen-etal-2023-alleviating, title = ""Alleviating Over-smoothing for Unsupervised Sentence Representation"", author = ""Chen, Nuo and Shou, Linjun and Pei, Jian and Gong, Ming and Cao, Bowen and Chang, Jianhui and Li, Jia and Jiang, Daxin"", editor = ""Rogers, Anna and Boyd-Graber, Jordan and Okazaki, Naoaki"", booktitle = ""Proceedings of the 61st Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)"", month = jul, year = ""2023"", address = ""Toronto, Canada"", publisher = ""Association for Computational Linguistics"", url = ""https://aclanthology.org/2023.acl-long.197"", doi = ""10.18653/v1/2023.acl-long.197"", pages = ""3552--3566"", abstract = ""Currently, learning better unsupervised sentence representations is the pursuit of many natural language processing communities",bibbib
s0122,template.tex,"Annotators with different demographic or political backgrounds may disagree on what qualifies as toxic content (\cite{sap2022annotators}, \cite{dingetal2022impact}).",sap2022annotators;dingetal2022impact,2305.00955,Bridging the Gap: A Survey on Integrating (Human) Feedback for Natural Language Generation,sap2022annotatorsdingetal2022impact,2,2,Annotators with attitudes: How annotator beliefs and identities bias toxic language detectionImpact of Annotator Demographics on Sentiment Dataset Labeling,"Ding, Yi and You, Jacob and Machulla, Tonja-Katrin and Jacobs, Jennifer and Sen, Pradeep and H\""{o}llerer, Tobias",2022,"As machine learning methods become more powerful and capture more nuances of human behavior, biases in the dataset can shape what the model learns and is evaluated on. This paper explores and attempts to quantify the uncertainties and biases due to annotator demographics when creating sentiment analysis datasets. We ask &gt;1000 crowdworkers to provide their demographic information and annotations for multimodal sentiment data and its component modalities. We show that demographic differences among annotators impute a significant effect on their ratings, and that these effects also occur in each component modality. We compare predictions of different state-of-the-art multimodal machine learning algorithms against annotations provided by different demographic groups, and find that changing ","Maarten Sap, Swabha Swayamdipta, Laura Vianna, Xuhui Zhou, Yejin Choi, and Noah A. Smith. 2022. Annotators with attitudes: How annotator beliefs and identities bias toxic language detection.dingetal2022impact, author = {Ding, Yi and You, Jacob and Machulla, Tonja-Katrin and Jacobs, Jennifer and Sen, Pradeep and H\""{o}llerer, Tobias}, title = {Impact of Annotator Demographics on Sentiment Dataset Labeling}, year = {2022}, issue_date = {November 2022}, publisher = {Association for Computing Machinery}, address = {New York, NY, USA}, volume = {6}, number = {CSCW2}, url = {https://doi.org/10.1145/3555632}, doi = {10.1145/3555632}, abstract = {As machine learning methods become more powerful and capture more nuances of human behavior, biases in the dataset can shape what the model learns and is evaluated on. This paper explores and attempts to quantify the uncertainties and biases due to annotator demographics when creating sentiment analysis datasets. We ask &gt;1000 crowdworkers",bblbib
s0123,400_directly_human_feedback.tex,"For instance, \citet{kreutzer-etal-2018-neural} proposed using task-based implicit feedback from user queries as a reward signal to train a machine translation model using a word-level variant of minimum risk training \citep{shen-etal-2016-minimum}, while \citet{jaques2019feedback} used implicit human reactions in chat to improve open-domain dialog systems through off-policy Q-learning~\citep{watkins1992q}.",kreutzer-etal-2018-neural;shen-etal-2016-minimum;jaques2019feedback;watkins1992q,2305.00955,Bridging the Gap: A Survey on Integrating (Human) Feedback for Natural Language Generation,kreutzer-etal-2018-neuralshen-etal-2016-minimumjaques2019feedbackwatkins1992q,4,4,Can Neural Machine Translation be Improved with User Feedback?Minimum risk training for neural machine translationWay off-policy batch deep reinforcement learning of implicit human preferences in dialogQ-learning.,"Kreutzer, Julia and Khadivi, Shahram and Matusov, Evgeny and Riezler, Stefan",2018,"We present the first real-world application of methods for improving neural machine translation (NMT) with human reinforcement, based on explicit and implicit user feedback collected on the eBay e-commerce platform. Previous work has been confined to simulation experiments, whereas in this paper we work with real logged feedback for offline bandit learning of NMT parameters. We conduct a thorough analysis of the available explicit user judgments{---}five-star ratings of translation quality{---}and show that they are not reliable enough to yield significant improvements in bandit learning. In contrast, we successfully utilize implicit task-based feedback collected in a cross-lingual search task to improve task-specific and machine translation quality metrics.","kreutzer-etal-2018-neural, title = ""Can Neural Machine Translation be Improved with User Feedback?"", author = ""Kreutzer, Julia and Khadivi, Shahram and Matusov, Evgeny and Riezler, Stefan"", booktitle = ""Proceedings of the 2018 Conference of the North {A}merican Chapter of the Association for Computational Linguistics: Human Language Technologies, Volume 3 (Industry Papers)"", month = jun, year = ""2018"", address = ""New Orleans - Louisiana"", publisher = ""Association for Computational Linguistics"", url = ""https://aclanthology.org/N18-3012"", doi = ""10.18653/v1/N18-3012"", pages = ""92--105"", abstract = ""We present the first real-world application of methods for improving neural machine translation (NMT) with human reinforcement, based on explicit and implicit user feedback collected on the eBay eShiqi Shen, Yong Cheng, Zhongjun He, Wei He, Hua Wu, Maosong Sun, and Yang Liu. 2016. Minimum risk training for neural machine translation. In Proceedings of the 54th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers), pages 1683--1692, Berlin, Germany. Association for Computational Linguistics.Natasha Jaques, Asma Ghandeharioun, Judy Hanwen Shen, Craig Ferguson, {\`{A}}gata Lapedriza, Noah Jones, Shixiang Gu, and Rosalind W. Picard. 2019. Way off-policy batch deep reinforcement learning of implicit human preferences in dialog. CoRR, abs/1907.00456.Christopher JCH Watkins and Peter Dayan. 1992. Q-learning. Machine learning, 8:279--292.",bibbblbblbbl
s0124,600_collecting_feedback.tex,"Annotators with different demographic or political backgrounds may disagree on what qualifies as toxic content (\citet{sap2022annotators}, \citet{dingetal2022impact}).",sap2022annotators;dingetal2022impact,2305.00955,Bridging the Gap: A Survey on Integrating (Human) Feedback for Natural Language Generation,sap2022annotatorsdingetal2022impact,2,2,Annotators with attitudes: How annotator beliefs and identities bias toxic language detectionImpact of Annotator Demographics on Sentiment Dataset Labeling,"Ding, Yi and You, Jacob and Machulla, Tonja-Katrin and Jacobs, Jennifer and Sen, Pradeep and H\""{o}llerer, Tobias",2022,"As machine learning methods become more powerful and capture more nuances of human behavior, biases in the dataset can shape what the model learns and is evaluated on. This paper explores and attempts to quantify the uncertainties and biases due to annotator demographics when creating sentiment analysis datasets. We ask &gt;1000 crowdworkers to provide their demographic information and annotations for multimodal sentiment data and its component modalities. We show that demographic differences among annotators impute a significant effect on their ratings, and that these effects also occur in each component modality. We compare predictions of different state-of-the-art multimodal machine learning algorithms against annotations provided by different demographic groups, and find that changing ","Maarten Sap, Swabha Swayamdipta, Laura Vianna, Xuhui Zhou, Yejin Choi, and Noah A. Smith. 2022. Annotators with attitudes: How annotator beliefs and identities bias toxic language detection.dingetal2022impact, author = {Ding, Yi and You, Jacob and Machulla, Tonja-Katrin and Jacobs, Jennifer and Sen, Pradeep and H\""{o}llerer, Tobias}, title = {Impact of Annotator Demographics on Sentiment Dataset Labeling}, year = {2022}, issue_date = {November 2022}, publisher = {Association for Computing Machinery}, address = {New York, NY, USA}, volume = {6}, number = {CSCW2}, url = {https://doi.org/10.1145/3555632}, doi = {10.1145/3555632}, abstract = {As machine learning methods become more powerful and capture more nuances of human behavior, biases in the dataset can shape what the model learns and is evaluated on. This paper explores and attempts to quantify the uncertainties and biases due to annotator demographics when creating sentiment analysis datasets. We ask &gt;1000 crowdworkers",bblbib
s0126,main.tex,"In contrast to the assessment of severity in mental health triaging, MI enables more interpersonal relationships for cure with a possible extension of MI for mental illness domain~\cite{westra2011extending}.~\cite{wu2020towards} suggest human-like empathetic response generation in MI with support for \textit{UsEx} and \textit{contextualization} with clinical knowledge.",westra2011extending;wu2020towards,2304.13191,Towards Explainable and Safe Conversational Agents for Mental Health: A Survey,westra2011extendingwu2020towards,2,2,Extending motivational interviewing to the treatment of major mental health problems: current directions and evidence.Towards detecting need for empathetic response in motivational interviewing.,,,,"Henny A Westra, Adi Aviram, and Faye K Doell. Extending motivational interviewing to the treatment of major mental health problems: current directions and evidence. {\em The Canadian Journal of Psychiatry}, 2011.Zixiu Wu et. al. Towards detecting need for empathetic response in motivational interviewing. In {\em Companion Publication of the 2020 ICMI}, pages 497--502, 2020.",bblbbl
s0127,template.tex,"As a confirmation, in contrast to the widespread belief that the larger the models the higher the performance, the best result for SemEval English is obtained by exploiting contextualised embeddings extracted from a BERT-tiny model~\citep{turc2019well,rosin2022temporal}.","turc2019well,rosin2022temporal",2304.01666,A Survey on Contextualised Semantic Shift Detection,turc2019wellrosin2022temporal,2,2,{Well-Read Students Learn Better: The Impact of Student Initialization on Knowledge Distillation}.{Temporal Attention for Language Models}.,,,,"Iulia Turc, Ming{-}Wei Chang, Kenton Lee, and Kristina Toutanova. {Well-Read Students Learn Better: The Impact of Student Initialization on Knowledge Distillation}. 2019.Guy D. Rosin and Kira Radinsky. {Temporal Attention for Language Models}. In Findings of the Association for Computational Linguistics (NAACL 2022), pages 1498--1508, Seattle, United States, July 2022. Association for Computational Linguistics (ACL).",bblbbl
s0128,template.tex,"However, contrary to this trend, we argue that the use of small-size models, such as those introduced in~\cite{rosin2022temporal,rosin2021time}, needs to be further explored since they are competitive in terms of performance.\\ \textbf{Word meaning representation.} In Section~\ref{sec:comparison}, we show that form-based approaches outperform sense-based approaches in the Grade Change Detection assessment.","rosin2022temporal,rosin2021time",2304.01666,A Survey on Contextualised Semantic Shift Detection,rosin2022temporalrosin2021time,2,2,{Temporal Attention for Language Models}.{Time Masking for Temporal Language Models}.,,,,"Guy D. Rosin and Kira Radinsky. {Temporal Attention for Language Models}. In Findings of the Association for Computational Linguistics (NAACL 2022), pages 1498--1508, Seattle, United States, July 2022. Association for Computational Linguistics (ACL).Guy D. Rosin, Ido Guy, and Kira Radinsky. {Time Masking for Temporal Language Models}. In Proc. of the ACM International Conference on Web Search and Data Mining (WSDM), page 833–841, (online), 2022. Association for Computing Machinery (ACM).",bblbbl
s0129,template.tex,"The attention gained by diachronic semantic shift detection through the use of word embeddings paved the way for modeling other linguistics issues such as the identification of diatopic lexical variation~\citep{Seifart2019contact}, the detection of semantic shifts of grammatical constructions~\citep{fonteyn2020grammar}, or the comparison of how speakers who disagree on a subject use the same words~\citep{garisolerone2022}.",Seifart2019contact;fonteyn2020grammar;garisolerone2022,2304.01666,A Survey on Contextualised Semantic Shift Detection,Seifart2019contactfonteyn2020grammargarisolerone2022,3,3,"Contact-induced change, pages 13--23.{What About Grammar? Using BERT Embeddings to Explore Functional-Semantic Shifts of Semi-Lexical and Grammatical Constructions}.{One Word, Two Sides: Traces of Stance in Contextualized Word Representations}.",,,,"Frank Seifart. Contact-induced change, pages 13--23. De Gruyter Mouton, Berlin, Boston, 2019.Lauren Fonteyn, F Karsdorp, B McGillivray, A Nerghens, and M Wevers. {What About Grammar? Using BERT Embeddings to Explore Functional-Semantic Shifts of Semi-Lexical and Grammatical Constructions}. In Proc. of the Workshop on Computational Humanities Research (CHR), pages 257--268, Amsterdam, the Netherlands, 2020. CEUR-WS.Aina Garí Soler, Matthieu Labeau, and Chloé Clavel. {One Word, Two Sides: Traces of Stance in Contextualized Word Representations}. In Proc. of the International Conference on Computational Linguistics ({COLING)}, pages 3950--3959, Gyeongju, Republic of Korea, October 2022. International Committee on Computational Linguistics (ICCL).",bblbblbbl
s0131,application.tex,"(confusing, somehow contradictory) % Nonetheless, they can act as helpful assistants to law professors and litigators~\cite{Iu-2023-ssrn-ChatGPT,MaceyDar-2023-ssrn-ChatGPT,PettinatoOltz-2023-ssrn-ChatGPT}.","Iu-2023-ssrn-ChatGPT,MaceyDar-2023-ssrn-ChatGPT,PettinatoOltz-2023-ssrn-ChatGPT",2303.18223,A Survey of Large Language Models,Iu-2023-ssrn-ChatGPTMaceyDar-2023-ssrn-ChatGPTPettinatoOltz-2023-ssrn-ChatGPT,3,3,"ChatGPT by OpenAI: The End of Litigation Lawyers?ChatGPT \& Generative AI Systems as Quasi-Expert Legal Advice Lawyers - Case Study Considering Potential Appeal Against Conviction of Tom HayesChatGPT, Professor of Law",Kwansai Iu and Vanessa Man-Yi WongRupert Macey-DareTammy Pettinato Oltz,202320232023,,"Iu-2023-ssrn-ChatGPT, title={ChatGPT by OpenAI: The End of Litigation Lawyers?}, author={Kwansai Iu and Vanessa Man-Yi Wong}, journal={SSRN Electronic Journal}, year={2023}MaceyDar-2023-ssrn-ChatGPT, title={ChatGPT \& Generative AI Systems as Quasi-Expert Legal Advice Lawyers - Case Study Considering Potential Appeal Against Conviction of Tom Hayes}, author={Rupert Macey-Dare}, journal={SSRN Electronic Journal}, year={2023}PettinatoOltz-2023-ssrn-ChatGPT, title={ChatGPT, Professor of Law}, author={Tammy Pettinato Oltz}, journal={SSRN Electronic Journal}, year={2023}",bibbibbib
s0135,3_objectives.tex,"MCN \cite{Chen2021MultimodalCN} performs clustering on the joint multimodal representation space (in contrast to XDC \cite{Alwassel2019SelfSupervisedLB} that clusters on the separate representation space), and also calculates a contrastive loss pairwise across audio, video, and text.",Chen2021MultimodalCN;Alwassel2019SelfSupervisedLB,2304.01008,Self-Supervised Multimodal Learning: A Survey,Chen2021MultimodalCNAlwassel2019SelfSupervisedLB,2,2,"Multimodal clustering networks for self-supervised learning from unlabeled videos,Self-supervised learning by cross-modal audio-video clustering,",,,,"B. Chen, A. Rouditchenko, K. Duarte, H. Kuehne, S. Thomas, A. Boggust, R. Panda, B. Kingsbury, R. S. Feris, D. F. Harwath, J. R. Glass, M. Picheny, and S.-F. Chang, ``Multimodal clustering networks for self-supervised learning from unlabeled videos,'' ICCV, 2021.H. Alwassel, D. K. Mahajan, L. Torresani, B. Ghanem, and D. Tran, ``Self-supervised learning by cross-modal audio-video clustering,'' NeurIPS, 2020.",bblbbl
s0137,main.tex,"article-noun disagreement between ``a'' and ``days'' in ``a cold five days''), GPT-3 acceptability predictions roughly mirror human judgments \citep{mahowald-2023-a}.\footnote{Acceptability predictions in \citet{mahowald-2023-a} are elicited from GPT-3 using few-shot prompting (Section\autoref{sec:downstream}).} When prompted with examples, GPT-3 can answer questions directly about a sentence's syntactic structure \citep{zhang-etal-2022-probing-gpt3s}.",mahowald-2023-a;mahowald-2023-a;zhang-etal-2022-probing-gpt3s,2303.11504,Language Model Behavior: A Comprehensive Survey,mahowald-2023-azhang-etal-2022-probing-gpt3s,2,2,A discerning several thousand judgments: {GPT-3} rates the article + adjective + numeral + noun construction.Probing {GPT}-3{'}s linguistic knowledge on semantic tasks.,,,,"Mahowald, Kyle. 2023. A discerning several thousand judgments: {GPT-3} rates the article + adjective + numeral + noun construction. In Proceedings of the 17th Conference of the European Chapter of the Association for Computational Linguistics, pages 265--273.Zhang, Lining, Mengchen Wang, Liben Chen, and Wenxin Zhang. 2022{\natexlab{a}}. Probing {GPT}-3{'}s linguistic knowledge on semantic tasks. In Proceedings of the Fifth BlackboxNLP Workshop on Analyzing and Interpreting Neural Networks for NLP, pages 297--304.",bblbbl
