sentence_id,status,skip_reason,topic,hypothesis_a,source_a,hypothesis_b,source_b,reject_reason
s0127,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0128,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0129,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0131,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0137,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0138,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0139,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0140,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0142,skipped,insufficient_context,,,,,,skipped_by_annotator
s0147,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0150,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0151,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0154,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0155,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0158,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0160,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0162,skipped,insufficient_context,,,,,,skipped_by_annotator
s0164,skipped,insufficient_context,,,,,,skipped_by_annotator
s0169,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0170,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0171,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0172,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0180,skipped,same_finding_different_wording,,,,,,skipped_by_annotator
s0181,skipped,same_finding_different_wording,,,,,,skipped_by_annotator
s0182,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0184,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0192,skipped,insufficient_context,,,,,,skipped_by_annotator
s0196,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0199,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0212,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0232,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0243,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0246,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0247,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0248,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0256,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0257,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0258,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0267,skipped,insufficient_context,,,,,,skipped_by_annotator
s0268,skipped,insufficient_context,,,,,,skipped_by_annotator
s0269,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0275,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0276,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0277,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0284,skipped,insufficient_context,,,,,,skipped_by_annotator
s0299,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0300,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0304,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0315,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0316,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0317,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0318,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0323,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0326,skipped,insufficient_context,,,,,,skipped_by_annotator
s0332,skipped,insufficient_context,,,,,,skipped_by_annotator
s0333,skipped,insufficient_context,,,,,,skipped_by_annotator
s0335,skipped,insufficient_context,,,,,,skipped_by_annotator
s0338,skipped,insufficient_context,,,,,,skipped_by_annotator
s0340,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0343,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0345,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0346,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0355,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0363,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0365,skipped,same_finding_different_wording,,,,,,skipped_by_annotator
s0368,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0370,skipped,same_finding_different_wording,,,,,,skipped_by_annotator
s0375,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0380,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0384,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
,,,attention as explanation debate,"Attention weights do not constitute genuine explanations of model predictions, because only interpretability methods that are faithful to the model's actual reasoning process can be considered truly interpretable.",jain2019attention,Attention can be considered a valid form of explanation if explanations are held to a standard of plausibility rather than strict faithfulness to the model's internal reasoning process.,wiegreffe2019attention,duplicate_of_r7_004_same_real_dispute
