sentence_id,file,sentence,cited_keys,survey_arxiv_id,survey_title,cited_keys_split,n_cited_keys,n_resolved,resolved_titles,resolved_authors,resolved_years,resolved_abstracts,resolved_context,resolution_source
s0471,NRLSurvey.R1.tex,"On the other hand, random walk based methods (i.e., DeepWalk~\cite{perozzi2014deepwalk}, node2vec~\cite{grover2016node2vec}, APP~\cite{zhou2017scalable}) exploits random walk to preserve local structure and they are easy to parallelize.",perozzi2014deepwalk;grover2016node2vec;zhou2017scalable,1801.05852,Network Representation Learning: A Survey,perozzi2014deepwalkgrover2016node2veczhou2017scalable,3,3,"{DeepWalk}: Online learning of social representations,node2vec: Scalable feature learning for networks,Scalable graph embedding for asymmetric proximity,",,,,"B. Perozzi, R. Al-Rfou, and S. Skiena, ``{DeepWalk}: Online learning of social representations,'' in Proceedings of the 20th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining, 2014, pp. 701--710.A. Grover and J. Leskovec, ``node2vec: Scalable feature learning for networks,'' in Proceedings of the 22nd ACM SIGKDD International Conference on Knowledge Discovery and Data Mining, 2016, pp. 855--864.C. Zhou, Y. Liu, X. Liu, Z. Liu, and J. Gao, ``Scalable graph embedding for asymmetric proximity,'' in Proceedings of the 31st AAAI Conference on Artificial Intelligence, 2017, pp. 2942--2948.",bblbblbbl
s0473,manuscript.tex,"However, different from \cite{gadaleta2017d}, the authors in~\cite{mao2017neural} adopt the Asynchronous Advantage Actor- Critic (A3C) method~\cite{mnih2016asynchronous} for the DQL to further enhance and speed up the training.",gadaleta2017d;mao2017neural;mnih2016asynchronous,1810.07862,Applications of Deep Reinforcement Learning in Communications and Networking: A Survey,gadaleta2017dmao2017neuralmnih2016asynchronous,3,3,"D-dash: A deep q-learning framework for dash video streaming,Neural adaptive video streaming with pensieve,Asynchronous methods for deep reinforcement learning,",,,,"M. Gadaleta, F. Chiariotti, M. Rossi, and A. Zanella, ``D-dash: A deep q-learning framework for dash video streaming,'' IEEE Transactions on Cognitive Communications and Networking, vol. 3, no. 4, pp. 703--718, 2017.H. Mao, R. Netravali, and M. Alizadeh, ``Neural adaptive video streaming with pensieve,'' in Proceedings of the Conference of the ACM Special Interest Group on Data Communication.\hskip 1em plus 0.5em minus 0.4em\relax ACM, 2017, pp. 197--210.V. Mnih, A. P. Badia, M. Mirza, A. Graves, T. Lillicrap, T. Harley, D. Silver, and K. Kavukcuoglu, ``Asynchronous methods for deep reinforcement learning,'' in International Conference on Machine Learning, New York City, New York, Jun. 2016, pp. 1928--1937.",bblbblbbl
s0474,manuscript.tex,"To limit the size of action space, a pre-classification step is proposed to check the mobile users' feasible set of actions.} In contrast to \cite{Ji2018deep}, multiple BSs in an ultra-dense network is considered in~\cite{chen2018performance} and~\cite{chen2018optimized}, as shown in Fig.~\ref{fig_caching_networking}(c), with the objective of minimizing the long-term cost of delay in computation offloading.",Ji2018deep;chen2018performance;chen2018optimized,1810.07862,Applications of Deep Reinforcement Learning in Communications and Networking: A Survey,Ji2018deepchen2018performancechen2018optimized,3,3,"Deep reinforcement learning based computation offloading and resource allocation for mec,Performance optimization in mobile-edge computing via deep reinforcement learning,Optimized computation offloading performance in virtual edge computing systems via deep reinforcement learning,",,,,"L. Ji, G. Hui, L. Tiejun, and L. Yueming, ``Deep reinforcement learning based computation offloading and resource allocation for mec,'' in IEEE WCNC, 2018, pp. 1--5.X. Chen, H. Zhang, C. Wu, S. Mao, Y. Ji, and M. Bennis, ``Performance optimization in mobile-edge computing via deep reinforcement learning,'' arXiv preprint arXiv:1804.00514, 2018.X. Chen, H. Zhang, C. Wu, S. Mao, Y. Ji, and M. Bennis, ``Optimized computation offloading performance in virtual edge computing systems via deep reinforcement learning,'' arXiv preprint arXiv:1805.06146, 2018.",bblbblbbl
s0477,main.tex,"FastSAM \cite{zhao2023fast}, on the other hand, achieves comparable performance to the SAM method but at 50 times faster run-time speed by replacing the Transformer architecture with YOLOv8-seg \cite{JocherYOLObyUltralytics2023}, significantly expanding the utility of such models in real-world scenarios.",zhao2023fast;JocherYOLObyUltralytics2023,2310.18689,Foundational Models in Medical Imaging: A Comprehensive Survey and Future Vision,zhao2023fastJocherYOLObyUltralytics2023,2,2,"Fast segment anything.{YOLO by Ultralytics}, January 2023.",,,,"Xu Zhao, Wenchao Ding, Yongqi An, Yinglong Du, Tao Yu, Min Li, Ming Tang, and Jinqiao Wang. Fast segment anything. {\em arXiv preprint arXiv:2306.12156}, 2023.Glenn Jocher, Ayush Chaurasia, and Jing Qiu. {YOLO by Ultralytics}, January 2023.",bblbbl
s0483,Baselines.tex,"On the other hand, some other works focus on utilizing external tools for sentiment score extraction from the reviews, and leveraging them to collaborative filtering method for rating prediction \cite{musto2017multi,osman2021integrating,al2020unsupervised,huang2020personalized}.","musto2017multi,osman2021integrating,al2020unsupervised,huang2020personalized",2405.05562,"Review-based Recommender Systems: A Survey of Approaches, Challenges and Future Perspectives",musto2017multiosman2021integratingal2020unsupervisedhuang2020personalized,4,4,A multi-criteria recommender system exploiting aspect-based sentiment analysis of users' reviewsIntegrating contextual sentiment analysis in collaborative recommender systemsUnsupervised Semantic Approach of Aspect-based Sentiment Analysis for Large-scale User ReviewsPersonalized Review Recommendation based on Users’ Aspect Sentiment,"Musto, Cataldo and De Gemmis, Marco and Semeraro, Giovanni and Lops, PasqualeOsman, Nurul Aida and Mohd Noah, Shahrul Azman and Darwich, Mohammad and Mohd, MasnizahAl-Ghuribi, Sumaia Mohammed and Noah, Shahrul Azman Mohd and Tiun, SabrinaHuang, Chunli and Jiang, Wenjun and Wu, Jie and Wang, Guojun",2017202120202020,,"musto2017multi, title={A multi-criteria recommender system exploiting aspect-based sentiment analysis of users' reviews}, author={Musto, Cataldo and De Gemmis, Marco and Semeraro, Giovanni and Lops, Pasquale}, booktitle={Proceedings of the 11th ACM Conference on Recommender Systems (RecSys)}, pages={321--325}, year={2017}osman2021integrating, title={Integrating contextual sentiment analysis in collaborative recommender systems}, author={Osman, Nurul Aida and Mohd Noah, Shahrul Azman and Darwich, Mohammad and Mohd, Masnizah}, journal={Plos one}, volume={16}, number={3}, pages={e0248695}, year={2021}, publisher={Public Library of Science San Francisco, CA USA}al2020unsupervised, title={Unsupervised Semantic Approach of Aspect-based Sentiment Analysis for Large-scale User Reviews}, author={Al-Ghuribi, Sumaia Mohammed and Noah, Shahrul Azman Mohd and Tiun, Sabrina}, journal={IEEE Access}, volume={8}, pages={218592--218613}, year={2020}, publisher={IEEE}huang2020personalized, title={Personalized Review Recommendation based on Users’ Aspect Sentiment}, author={Huang, Chunli and Jiang, Wenjun and Wu, Jie and Wang, Guojun}, journal={ACM Transactions on Internet Technology (TOIT)}, volume={20}, number={4}, pages={1--26}, year={2020}, publisher={ACM New York, NY, USA}",bibbibbibbib
s0493,other-issues.tex,"In contrast to the batch based static environments, sequential decision-making requires the operating model processes each new individual at each time step while making an irrevocable decision based on observations made so far~\cite{zhang2020feat,zhang2019faht}.","zhang2020feat,zhang2019faht",2110.00530,A survey on datasets for fairness-aware machine learning,zhang2020featzhang2019faht,2,2,Feat: A fairness-enhancing and concept-adapting decision tree classifier{FAHT}: an adaptive fairness-aware decision tree classifier,"Zhang, Wenbin and Bifet, AlbertZhang, Wenbin and Ntoutsi, Eirini",20202019,,"zhang2020feat, title={Feat: A fairness-enhancing and concept-adapting decision tree classifier}, author={Zhang, Wenbin and Bifet, Albert}, booktitle={International Conference on Discovery Science}, pages={175--189}, year={2020}, organization={Springer}, doi = {https://doi.org/10.1007/978-3-030-61527-7_12}zhang2019faht, title={{FAHT}: an adaptive fairness-aware decision tree classifier}, author={Zhang, Wenbin and Ntoutsi, Eirini}, booktitle={Proceedings of the 28th {I}nternational {J}oint {C}onference on {A}rtificial {I}ntelligence ({IJCAI}-19)}, year={2019}",bibbib
s0495,LVLM_Safety_Survey.tex,"Conversely, training-phase defenses employ methodologies like adversarial fine-tuning~\cite{zong2024safety, zhang2024spa, liu2024safetyalignment} to fortify the models during their development, thereby augmenting their robustness against potential adversarial manipulations.","zong2024safety, zhang2024spa, liu2024safetyalignment",2502.14881,"A Survey of Safety on Large Vision-Language Models: Attacks, Defenses and Evaluations",zong2024safetyzhang2024spaliu2024safetyalignment,3,3,"Safety fine-tuning at (almost) no cost: A baseline for vision large language models,Spa-vl: A comprehensive safety preference alignment dataset for vision language model,Safety alignment for vision language models,",,,,"Y. Zong, O. Bohdal, T. Yu, Y. Yang, and T. Hospedales, ``Safety fine-tuning at (almost) no cost: A baseline for vision large language models,'' arXiv preprint arXiv:2402.02207, 2024.Y. Zhang, L. Chen, G. Zheng, Y. Gao, R. Zheng, J. Fu, Z. Yin, S. Jin, Y. Qiao, X. Huang et al., ``Spa-vl: A comprehensive safety preference alignment dataset for vision language model,'' arXiv preprint arXiv:2406.12030, 2024.Z. Liu, Y. Nie, Y. Tan, X. Yue, Q. Cui, C. Wang, X. Zhu, and B. Zheng, ``Safety alignment for vision language models,'' arXiv preprint arXiv:2405.13581, 2024.",bblbblbbl
s0499,current-soln-tnnls-survey.tex,"However, unlike \cite{qcd}, \cite{cql} carries out change detection on state-reward samples obtained during simulation and not on the transition probability functions.",qcd;cql,2005.10619,A Survey of Reinforcement Learning Algorithms for Dynamically Varying Environments,qcdcql,2,2,"{Quickest change detection approach to optimal control in Markov decision processes with model changes},{Reinforcement Learning in Non-Stationary Environments},",,,,"T. Banerjee, M. Liu, and J. P. How, ``{Quickest change detection approach to optimal control in Markov decision processes with model changes},'' in 2017 American Control Conference, {ACC 2017, Seattle, WA, USA, May 24-26, 2017}, 2017, pp. 399--405.\BIBentryALTinterwordspacing {Sindhu Padakandla}, {Prabuchandran K. J}, and S. Bhatnagar, ``{Reinforcement Learning in Non-Stationary Environments},'' CoRR, 2019. [Online]. Available: \url{http://arxiv.org/abs/1905.03970} \BIBentrySTDinterwordspacing",bblbbl
s0500,elsarticle-template.tex,"Conversely, Fast AA \cite{107} and Faster AA \cite{108} leverage density matching, aligning the densities of the training and augmented training datasets, instead of Proximal Policy Optimization \cite{schulman2017proximal}, to optimize the controller in AutoAugment.",107;108;schulman2017proximal,2205.01491,A Comprehensive Survey of Image Augmentation Techniques for Deep Learning,107108schulman2017proximal,3,3,,,,,"S. Lim, I. Kim, T. Kim, C. Kim, S. Kim, Fast autoaugment, Advances in Neural Information Processing Systems 32.R. Hataya, J. Zdenek, K. Yoshizoe, H. Nakayama, Faster autoaugment: Learning augmentation strategies using backpropagation, in: European Conference on Computer Vision, Springer, 2020, pp. 1--16.J. Schulman, F. Wolski, P. Dhariwal, A. Radford, O. Klimov, Proximal policy optimization algorithms, arXiv preprint arXiv:1707.06347.",bblbblbbl
s0501,elsarticle-template.tex,"Conversely, class- and sample-level image augmentation methods were considered in \cite{112} and \cite{113}, respectively, wherein each class or sample utilizes a specific policy.",112;113,2205.01491,A Comprehensive Survey of Image Augmentation Techniques for Deep Learning,112113,2,2,,,,,"J. Lemley, S. Bazrafkan, P. Corcoran, Smart augmentation learning an optimal data augmentation strategy, Ieee Access 5 (2017) 5858--5869.P. Li, X. Liu, X. Xie, Learning sample-specific policies for sequential image augmentation, in: Proceedings of the 29th ACM International Conference on Multimedia, 2021, pp. 4491--4500.",bblbbl
s0509,sec_intro.tex,"On the other hand, GIS software like ArcGIS~\cite{url:ArcGIS} and QGIS~\cite{QGIS_software} are leading tools to collect, store, process, and visualize spatial data.",url:ArcGIS;QGIS_software,2103.09883,A Survey on Spatio-temporal Data Analytics Systems,url:ArcGISQGIS_software,2,2,{ArcGIS}QGIS: A Free and Open Source Geographic Information System,ESRI{QGIS Development Team},20202020,,"url:ArcGIS, key=""ArcGIS"", author=""ESRI"", title = ""{ArcGIS}"", year=""2020"", note = {Accessed on June, 2020}, howpublished = ""{https://www.arcgis.com/index.html}"",QGIS_software, title = {QGIS: A Free and Open Source Geographic Information System}, author = {{QGIS Development Team}}, organization = {QGIS Association}, year = {2020}, url = {https://www.qgis.org}",bibbib
s0511,sec_st_big_data_sys.tex,"On the other hand, Simba~\cite{Xie2016_Simba} extends Spark SQL~\cite{Armbrust2015_SparkSQL} and DataFrame API to make spatial support for Spark.",Xie2016_Simba;Armbrust2015_SparkSQL,2103.09883,A Survey on Spatio-temporal Data Analytics Systems,Xie2016_SimbaArmbrust2015_SparkSQL,2,2,{Simba: Efficient In-Memory Spatial Analytics}{Spark SQL: Relational Data Processing in Spark},"Xie, Dong and Li, Feifei and Yao, Bin and Li, Gefei and Zhou, Liang and Guo, MinyiArmbrust, Michael and Xin, Reynold S. and Lian, Cheng and Huai, Yin and Liu, Davies and Bradley, Joseph K. and Meng, Xiangrui and Kaftan, Tomer and Franklin, Michael J. and Ghodsi, Ali and Zaharia, Matei",20162015,,"Xie2016_Simba, author = {Xie, Dong and Li, Feifei and Yao, Bin and Li, Gefei and Zhou, Liang and Guo, Minyi}, title = ""{Simba: Efficient In-Memory Spatial Analytics}"", year = {2016}, isbn = {9781450335317}, publisher = {Association for Computing Machinery}, address = {New York, NY, USA}, url = {https://doi.org/10.1145/2882903.2915237}, doi = {10.1145/2882903.2915237}, booktitle = {Proceedings of the 2016 International Conference on Management of Data}, pages = {1071–1085}, numpages = {15}, keywords = {spark, spatial queries, in-memory computing, spark SQL, big spatial data, spatial analytics, main-memory DBMS}, location = {San Francisco, California, USA}, series = {SIGMOD'16}Armbrust2015_SparkSQL, author = {Armbrust, Michael and Xin, Reynold S. and Lian, Cheng and Huai, Yin and Liu, Davies and Bradley, Joseph K. and Meng, Xiangrui and Kaftan, Tomer and Franklin, Michael J. and Ghodsi, Ali and Zaharia, Matei}, title = ""{Spark SQL: Relational Data Processing in Spark}"", year = {2015}, isbn = {9781450327589}, publisher = {Association for Computing Machinery}, address = {New York, NY, USA}, url = {https://doi.org/10.1145/2723372.2742797}, doi = {10.1145/2723372.2742797}, booktitle = {Proceedings of the 2015 ACM SIGMOD International Conference on Management of Data}, pages = {1383–1394}, numpages = {12}, keywords = {spark, hadoop, databases, data warehouse, machine learning}, location = {Melbourne, Victoria, Australia}, series = {SIGMOD ’15}",bibbib
s0512,sec_st_big_data_sys.tex,"On the other hand, if we split and store the trajectories of the same moving object (MO) into different partitions on different nodes of a cluster, the query processing efficiency of trajectory processing systems~\cite{Zhang2017_TrajSpark, Ding2018_UITraMan} will be impacted negatively.","Zhang2017_TrajSpark, Ding2018_UITraMan",2103.09883,A Survey on Spatio-temporal Data Analytics Systems,Zhang2017_TrajSparkDing2018_UITraMan,2,2,TrajSpark: A Scalable and Efficient In-Memory Management System for Big Trajectory Data{UlTraMan: A Unified Platform for Big Trajectory Data Management and Analytics},"Zhang, Zhigang and Jin, Cheqing and Mao, Jiali and Yang, Xiaolin and Zhou, AoyingDing, Xin and Chen, Lu and Gao, Yunjun and Jensen, Christian S. and Bao, Hujun",20172018,,"Zhang2017_TrajSpark, author=""Zhang, Zhigang and Jin, Cheqing and Mao, Jiali and Yang, Xiaolin and Zhou, Aoying"", editor=""Chen, Lei and Jensen, Christian S. and Shahabi, Cyrus and Yang, Xiaochun and Lian, Xiang"", title=""TrajSpark: A Scalable and Efficient In-Memory Management System for Big Trajectory Data"", booktitle=""Web and Big Data"", year=""2017"", publisher=""Springer International Publishing"", address=""Cham"", pages=""11--26"", isbn=""978-3-319-63579-8""Ding2018_UITraMan, author = {Ding, Xin and Chen, Lu and Gao, Yunjun and Jensen, Christian S. and Bao, Hujun}, title = ""{UlTraMan: A Unified Platform for Big Trajectory Data Management and Analytics}"", year = {2018}, issue_date = {March 2018}, publisher = {VLDB Endowment}, volume = {11}, number = {7}, issn = {2150-8097}, url = {https://doi.org/10.14778/3192965.3192970}, doi = {10.14778/3192965.3192970}, month = mar, pages = {787–799}, numpages = {13}",bibbib
s0513,sec_st_applications.tex,"On the other hand, researchers also started utilizing data generated from urban areas (such as sensors, vehicles, and humans) for \textbf{urban design and planning}~\cite{Yuan2012_Urban, Yuan2015_Urban}, which is another domain to watch-out.","Yuan2012_Urban, Yuan2015_Urban",2103.09883,A Survey on Spatio-temporal Data Analytics Systems,Yuan2012_UrbanYuan2015_Urban,2,2,{Discovering Regions of Different Functions in a City Using Human Mobility and POIs}{Discovering Urban Functional Zones Using Latent Activity Trajectories},"Yuan, Jing and Zheng, Yu and Xie, XingN. J. {Yuan} and Y. {Zheng} and X. {Xie} and Y. {Wang} and K. {Zheng} and H. {Xiong}",20122015,,"Yuan2012_Urban, author = {Yuan, Jing and Zheng, Yu and Xie, Xing}, title = ""{Discovering Regions of Different Functions in a City Using Human Mobility and POIs}"", year = {2012}, isbn = {9781450314626}, publisher = {Association for Computing Machinery}, address = {New York, NY, USA}, url = {https://doi.org/10.1145/2339530.2339561}, doi = {10.1145/2339530.2339561}, booktitle = {Proceedings of the 18th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining}, pages = {186–194}, numpages = {9}, keywords = {human mobility, urban computing, taxi trajectories, functional regions}, location = {Beijing, China}, series = {KDD’12}Yuan2015_Urban, author={N. J. {Yuan} and Y. {Zheng} and X. {Xie} and Y. {Wang} and K. {Zheng} and H. {Xiong}}, journal={IEEE Transactions on Knowledge and Data Engineering}, title=""{Discovering Urban Functional Zones Using Latent Activity Trajectories}"", year={2015}, volume={27}, number={3}, pages={712-725},",bibbib
s0519,Patent_Retrieval_A_Literature_Review.tex,"On the other hand, statistical and visual analytics of previous court decisions have shown some degree of success in helping lawyers to better understand possible outcomes and better plan on defense strategies \cite{harbert2013law,allison2014understanding,osbeck2015using}.","harbert2013law,allison2014understanding,osbeck2015using",1701.00324,Patent Retrieval: A Literature Review,harbert2013lawallison2014understandingosbeck2015using,3,3,,,,,"Harbert T (2013) The law machine. Spectrum, IEEE 50(11):31--54Allison JR, Lemley MA, Schwartz DL (2014) Understanding the realities of modern patent litigationOsbeck MK (2015) Using data analytics tools to supplement traditional research and analysis in forecasting case outcomes. U of Michigan Public Law Research Paper Series (446)",bblbblbbl
s0525,STDM.tex,"\subsection{Spatiotemporal Outlier Detection} In contrast to pattern mining, STDM outlier detection aims to find unusual patterns that do not follow the common path, using a set of whole trajectories \cite{RN20} or parts of trajectories \cite{RN21}.",RN20;RN21,2103.17128,Spatiotemporal Data Mining: A Survey on Challenges and Open Problems,RN20RN21,2,2,"In: Proceedings of the 13th international conference on Ubiquitous computing, pp. 99--108. ACM (2011)International Journal of Geographical Information Science \textbf{26}(10), 1789--1810 (2012)",,,,"Zhang, D., Li, N., Zhou, Z.H., Chen, C., Sun, L., Li, S.: ibat detecting anomalous taxi trajectories from gps traces. In: Proceedings of the 13th international conference on Ubiquitous computing, pp. 99--108. ACM (2011)Liu, L., Qiao, S., Zhang, Y., Hu, J.: An efficient outlying trajectories mining approach based on relative distance. International Journal of Geographical Information Science \textbf{26}(10), 1789--1810 (2012)",bblbbl
s0526,sample-manuscript.tex,"However, \cite{romandini2024federated} lacks an investigation into FL-tailored optimization and the limitations of existing approaches, while \cite{jeong2024sok} lacks a formal definition of federated unlearning.",romandini2024federated;jeong2024sok,2310.20448,"A Survey on Federated Unlearning: Challenges, Methods, and Future Directions",romandini2024federatedjeong2024sok,2,2,"Federated Unlearning: A Survey on Methods, Design Guidelines, and Evaluation MetricsSoK: Challenges and Opportunities in Federated Unlearning","Romandini, Nicol{\`o} and Mora, Alessio and Mazzocca, Carlo and Montanari, Rebecca and Bellavista, PaoloJeong, Hyejun and Ma, Shiqing and Houmansadr, Amir",20242024,,"romandini2024federated, title={Federated Unlearning: A Survey on Methods, Design Guidelines, and Evaluation Metrics}, author={Romandini, Nicol{\`o} and Mora, Alessio and Mazzocca, Carlo and Montanari, Rebecca and Bellavista, Paolo}, journal={arXiv preprint arXiv:2401.05146}, year={2024}jeong2024sok, title={SoK: Challenges and Opportunities in Federated Unlearning}, author={Jeong, Hyejun and Ma, Shiqing and Houmansadr, Amir}, journal={arXiv preprint arXiv:2403.02437}, year={2024}",bibbib
s0528,kt_future.tex,"Self-supervised learning (SSL)~\cite{Zhai_2019_ICCV, Misra_2020_CVPR}, on the other hand, has proved to be effective in several areas (e.g., natural language processing~\cite{BERT_19} and computer vision~\cite{SSL_CV}) learning from unlabeled data.","Zhai_2019_ICCV, Misra_2020_CVPR;BERT_19;SSL_CV",2201.06953,Knowledge Tracing: A Survey,Zhai_2019_ICCVMisra_2020_CVPRBERT_19SSL_CV,4,4,S4L: Self-Supervised Semi-Supervised LearningSelf-Supervised Learning of Pretext-Invariant Representations{BERT:} Pre-training of Deep Bidirectional Transformers for Language UnderstandingSelf-supervised Pretraining of Visual Features in the Wild,"Zhai, Xiaohua and Oliver, Avital and Kolesnikov, Alexander and Beyer, LucasMisra, Ishan and Maaten, Laurens van derJacob Devlin and Ming{-}Wei Chang and Kenton Lee and Kristina ToutanovaPriya Goyal and Mathilde Caron and Benjamin Lefaudeux and Min Xu and Pengchao Wang and Vivek Pai and Mannat Singh and Vitaliy Liptchinsky and Ishan Misra and Armand Joulin and Piotr Bojanowski",2019202020192021,,"Zhai_2019_ICCV, author = {Zhai, Xiaohua and Oliver, Avital and Kolesnikov, Alexander and Beyer, Lucas}, title = {S4L: Self-Supervised Semi-Supervised Learning}, booktitle = {Proceedings of the IEEE/CVF International Conference on Computer Vision (ICCV)}, year = {2019}Misra_2020_CVPR, author = {Misra, Ishan and Maaten, Laurens van der}, title = {Self-Supervised Learning of Pretext-Invariant Representations}, booktitle = {Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)}, year = {2020}BERT_19, author = {Jacob Devlin and Ming{-}Wei Chang and Kenton Lee and Kristina Toutanova}, editor = {Jill Burstein and Christy Doran and Thamar Solorio}, title = {{BERT:} Pre-training of Deep Bidirectional Transformers for Language Understanding}, booktitle = {Proceedings of the 2019 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies, {NAACL-HLT} , Minneapolis, MN, USA, Volume 1 (Long and Short Papers)}, pages = {4171--4186}, publisher = {Association for Computational Linguistics}, year = {2019}SSL_CV, author = {Priya Goyal and Mathilde Caron and Benjamin Lefaudeux and Min Xu and Pengchao Wang and Vivek Pai and Mannat Singh and Vitaliy Liptchinsky and Ishan Misra and Armand Joulin and Piotr Bojanowski}, title = {Self-supervised Pretraining of Visual Features in the Wild}, journal = {CoRR}, volume = {abs/2103.01988}, year = {2021}, url = {https://arxiv.org/abs/2103.01988}, archivePrefix = {arXiv}, eprint = {2103.01988}",bibbibbibbib
s0529,bare_jrnl.tex,"On the other hand, human decision-making is deeply rooted in sensory perceptions, constrained by both the memories of these perceptions and direct observations \cite{chang2017code,quiroga2005invariant}.","chang2017code,quiroga2005invariant",2403.02622,World Models for Autonomous Driving: An Initial Survey,chang2017codequiroga2005invariant,2,2,The code for facial identity in the primate brainInvariant visual representation by single neurons in the human brain,"Chang, Le and Tsao, Doris YQuiroga, R Quian and Reddy, Leila and Kreiman, Gabriel and Koch, Christof and Fried, Itzhak",20172005,,"chang2017code, title={The code for facial identity in the primate brain}, author={Chang, Le and Tsao, Doris Y}, journal={Cell}, volume={169}, number={6}, pages={1013--1028}, year={2017}, publisher={Elsevier}quiroga2005invariant, title={Invariant visual representation by single neurons in the human brain}, author={Quiroga, R Quian and Reddy, Leila and Kreiman, Gabriel and Koch, Christof and Fried, Itzhak}, journal={Nature}, volume={435}, number={7045}, pages={1102--1107}, year={2005}, publisher={Nature Publishing Group UK London}",bibbib
s0532,trends_and_opportunities.tex,"Their conclusion is that changing attention weights does not significantly affect the model's prediction, contrary to research by Rudin~\cite{rudin2018please} and Riedl~\cite{riedl2019human} (Section~\ref{sec:applications_interpretability}).",rudin2018please;riedl2019human,2103.16775,"Attention, please! A survey of Neural Attention Models in Deep Learning",rudin2018pleaseriedl2019human,2,2,Please stop explaining black box models for high stakes decisions.Human-centered artificial intelligence and machine learning.,,,,"Cynthia Rudin. Please stop explaining black box models for high stakes decisions. {\em arXiv preprint arXiv:1811.10154}, 1, 2018.Mark O Riedl. Human-centered artificial intelligence and machine learning. {\em Human Behavior and Emerging Technologies}, 1(1):33--36, 2019.",bblbbl
s0533,trends_and_opportunities.tex,"On the other hand, some studies have found how attention in neural models captures various notions of syntax and co-reference~\cite{vig2019analyzing}~\cite{clark2019does}~\cite{tenney2019bert}.",vig2019analyzing;clark2019does;tenney2019bert,2103.16775,"Attention, please! A survey of Neural Attention Models in Deep Learning",vig2019analyzingclark2019doestenney2019bert,3,3,Analyzing the structure of attention in a transformer language model.What does bert look at? an analysis of bert's attention.Bert rediscovers the classical nlp pipeline.,,,,"Jesse Vig and Yonatan Belinkov. Analyzing the structure of attention in a transformer language model. {\em arXiv preprint arXiv:1906.04284}, 2019.Kevin Clark, Urvashi Khandelwal, Omer Levy, and Christopher D Manning. What does bert look at? an analysis of bert's attention. {\em arXiv preprint arXiv:1906.04341}, 2019.Ian Tenney, Dipanjan Das, and Ellie Pavlick. Bert rediscovers the classical nlp pipeline. {\em arXiv preprint arXiv:1905.05950}, 2019.",bblbblbbl
s0539,main.tex,"Once an RSM $\Sm \in \Real^{D\times D}$ has been computed, \citet{lange_clustering_2022} constructed the adjacency matrix $\bm{A}$ of $\mathcal{G}(\R)$ via $\bm{A}_{i,j} = \Sm_{i,j} \cdot (1-\bbone\{i=j\}).$ Unlike \citet{lu_understanding_2022}, they did not allocate nodes to clusters based on ground-truth labels, but determined an optimal soft assignment of $n$ clusters that maximizes modularity.",lange_clustering_2022;lu_understanding_2022,2305.06329,Similarity of Neural Network Models: A Survey of Functional and Representational Measures,lange_clustering_2022lu_understanding_2022,2,2,Clustering units in neural networks: upstream vs downstream informationUnderstanding the {Dynamics} of {DNNs} {Using} {Graph} {Modularity},"Lange, Richard D. and Rolnick, David S. and Kording, Konrad P.Lu, Yao and Yang, Wen and Zhang, Yunzhe and Chen, Zuohui and Chen, Jinyin and Xuan, Qi and Wang, Zhen and Yang, Xiaoniu",20222022,"There are good arguments to support the claim that deep neural networks (DNNs) capture better feature representations than the previous hand-crafted feature engineering, which leads to a significant performance improvement. In this paper, we move a tiny step towards understanding the dynamics of feature representations over layers. Specifically, we model the process of class separation of intermediate representations in pre-trained DNNs as the evolution of communities in dynamic graphs. Then, we introduce modularity, a generic metric in graph theory, to quantify the evolution of communities. In the preliminary experiment, we find that modularity roughly tends to increase as the layer goes deeper and the degradation and plateau arise when the model complexity is great relative to the datase","lange_clustering_2022, author = {Lange, Richard D. and Rolnick, David S. and Kording, Konrad P.}, journal = {TMLR}, title = {Clustering units in neural networks: upstream vs downstream information}, year = {2022}lu_understanding_2022, abstract = {There are good arguments to support the claim that deep neural networks (DNNs) capture better feature representations than the previous hand-crafted feature engineering, which leads to a significant performance improvement. In this paper, we move a tiny step towards understanding the dynamics of feature representations over layers. Specifically, we model the process of class separation of intermediate representations in pre-trained DNNs as the evolution of communities in dynamic graphs. Then, we introduce modularity, a generic metric in graph theory, to quantify the evolution of communities. In the preliminary experiment, we find that modularity roughly tends to increase as the layer goes deeper and the degradation and plateau arise when the model complex",bibbib
