file,sentence,cited_keys,survey_arxiv_id,survey_title
acl_latex.tex,"% \vspace{-2mm} \paragraph{Absence Indicators:} Words like ‘sleep’ or ‘naked’ indicate the absence of an object in the sentence, and therefore are associated primarily with the contradiction class \cite{gururangan2018annotation}.",gururangan2018annotation,2210.07566,A Survey of Parameters Associated with the Quality of Benchmarks in NLP
acl_latex.tex,"However, not all patterns picked up by the model will necessarily show up on the correlation test- a scenario where the number of samples with disagreement is too low \cite{reidsma2008reliability}.",reidsma2008reliability,2210.07566,A Survey of Parameters Associated with the Quality of Benchmarks in NLP
main.tex,"However, \citet{golobokov2022deepgen} noted that the extractive approach is more suitable for generating ad titles than ad descriptions.",golobokov2022deepgen,2306.12719,Natural Language Generation for Advertising: A Survey
6nlg.tex,"\noindent\textbf{Unsupervised segmentation}: Different from \citet{abe-etal-2011-example} who focus on characters, ~\citet{al-mannai-etal-2014-unsupervised,salloum2022unsupervised} work on Arabic \redtext{dialectal} translation\orangetext{,} which shows that unsupervised word segmentation \redtext{is just as effective if not better} for translation into English.","abe-etal-2011-example;al-mannai-etal-2014-unsupervised,salloum2022unsupervised",2401.05632,Natural Language Processing for Dialects of a Language: A Survey
acl_latex.tex,\\ \cite{davani2024d3code} & Subjective cultural disagreement in offense.,davani2024d3code,2604.18423,"BhashaSutra: A Task-Centric Unified Survey of Indian NLP Datasets, Corpora, and Resources"
acl_latex.tex,"Preliminary post-training works~\citep{xuan2025mmlu} show that they yield mixed results across languages, with effectiveness depending on the base model and required degree of linguistic diversity, highlighting the need for language inclusive training approaches.",xuan2025mmlu,2502.09457,A Survey of Multilingual Reasoning in Language Models
acl_latex.tex,"\textcolor{blue}{However, recent study \citep{xuan2025mmlu} shows that reasoning-enhanced post-training methods yield mixed results across languages, with effectiveness depending on the base model and the degree of linguistic diversity considered, highlighting the need for more linguistically inclusive training approaches.",xuan2025mmlu,2502.09457,A Survey of Multilingual Reasoning in Language Models
main.tex,"However, ESL and MAVEN-ERE also have inherent limitations: In ESL, some event causal relationships form directed cycles, which contradicts the basic logic of causality \cite{Pearl2009}.",Pearl2009,2411.10371,"A Survey of Event Causality Identification: Taxonomy, Challenges, Assessment, and Prospects"
sn-article.tex,"In contrast to C4, mC4 \citep{bib13} , CC100 \citep{bib14}, OSCAR 22.01 \citep{bib15}, and RedPajama-V2 \citep{bib16} retain multilingual data during the cleaning process, utilizing different cleaning pipelines.",bib13;bib14;bib15;bib16,2402.18041,Datasets for Large Language Models: A Comprehensive Survey
sn-article.tex,"If \textit{P} logically entails \textit{H}, it is categorized as “Entailment”; if \textit{P} and \textit{H} are logically contradictory, it is categorized as “Contradiction”; if there is no discernible logical connection or contradiction between \textit{P} and \textit{H}, it is categorized as “Neutral.” In some instances, the latter two scenarios are combined into “Non-Entailment.” For example, RTE \citep{bib321,bib322,bib323,bib324} integrates a portion of the Recognizing Textual Entailment cha","bib321,bib322,bib323,bib324;bib327;bib330",2402.18041,Datasets for Large Language Models: A Comprehensive Survey
sn-article.tex,"In contrast to sentence-level datasets, DocRED \citep{bib396} is constructed for RE tasks at the document level.",bib396,2402.18041,Datasets for Large Language Models: A Comprehensive Survey
sn-article.tex,"SuperGLUE has designated CommitmentBank as the assessment standard for the English RTE task, categorizing the veracity between the initial dataset pairs as “Entailment,” “Neutral,” and “Contradiction.” \item \textbf{MedNLI} \citep{bib326}.",bib326,2402.18041,Datasets for Large Language Models: A Comprehensive Survey
template.tex,"This is in contrast to previous studies on automatic literature summarization~\citep{Tang2023}, which examined scientific abstracts.",Tang2023,2310.06260,An experiment on an automated literature survey of data-driven speech enhancement methods
