sentence_id,status,skip_reason,topic,hypothesis_a,source_a,hypothesis_b,source_b,reject_reason
s0116,skipped,not_genuine_contrast: co-cited together as parallel examples of studies on production-level LMs,,,,,,skipped_by_annotator
s0117,skipped,not_genuine_contrast: duplicate of s0116's citation context; co-cited together as parallel examples of studies on production-level LMs,,,,,,skipped_by_annotator
s0122,skipped,"not_genuine_contrast: Zaki2024-mt (MaScQA) and Auer2023-wq (SciQA) are benchmark datasets used to test Zhang2024-ks's model's generalization, not independent works making contradicting claims",,,,,,skipped_by_annotator
s0124,skipped,not_genuine_contrast: the two works address different chemistry sub-tasks (reaction atom-mapping vs H-NMR peak assignment) rather than opposing claims about the same question,,,,,,skipped_by_annotator
s0136,skipped,"not_genuine_contrast: enumeration of training datasets for different task categories, not contrasted works",,,,,,skipped_by_annotator
s0140,skipped,not_genuine_contrast: co-cited together supporting the same claim about coordinated review-bombing behavior,,,,,,skipped_by_annotator
s0142,skipped,"not_genuine_contrast: the two studies examine complementary aspects of LLM/human preference alignment (whose opinions LLMs reflect vs how much disagreement is captured), not opposing claims",,,,,,skipped_by_annotator
s0143,skipped,"not_genuine_contrast: same underlying citations/claim as s0142; complementary investigations, not opposing claims",,,,,,skipped_by_annotator
s0146,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0152,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0153,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0155,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0161,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0162,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0163,skipped,insufficient_context,,,,,,skipped_by_annotator
s0164,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0165,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0168,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0170,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0179,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0180,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0182,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0183,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0184,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0193,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0197,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0198,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0200,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0201,skipped,insufficient_context,,,,,,skipped_by_annotator
s0203,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0205,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0211,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0214,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0215,skipped,insufficient_context,,,,,,skipped_by_annotator
s0216,skipped,insufficient_context,,,,,,skipped_by_annotator
s0217,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0220,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0221,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0222,skipped,same_finding_different_wording,,,,,,skipped_by_annotator
s0226,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0232,skipped,same_finding_different_wording,,,,,,skipped_by_annotator
s0235,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0236,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0245,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0248,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0249,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0252,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0253,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0255,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0256,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0261,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0264,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0265,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0266,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0269,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0273,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0274,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0275,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0277,skipped,same_finding_different_wording,,,,,,skipped_by_annotator
s0283,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0288,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0296,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0315,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
,,,LLM-driven chemical reaction optimization strategies,Large language models are most effective for optimizing chemical reactions when used as an in-context-learning surrogate model embedded within a Bayesian Optimization algorithm that guides the search over reaction/catalyst conditions.,Ramos2023-cs,"Large language models can instead autonomously conduct chemical research by framing reaction-condition selection as a strategic game aimed directly at maximizing reaction yield, rather than serving as a surrogate model inside a separate optimization algorithm.",Boiko2023-ot,exact_duplicate_within_round11
,,,mechanistic view of transformer feed-forward layers,"Transformer feed-forward layers function as key-value memories at the level of individual neurons: each neuron/key correlates with a textual pattern in the training data, and each value induces a distribution over the output vocabulary.",geva-etal-2021-transformer,"Based on causal tracing analysis of GPT-2, transformer MLP layers are better characterized as a single linear associative memory rather than a collection of per-neuron key-value pairs.",NEURIPS2022_6f1d43d5,exact_duplicate_within_round11
