file,sentence,cited_keys,survey_arxiv_id,survey_title
3.8-tasks_others.tex,"\citet{kazemi2023boardgameqa} frame the problem of \emph{reasoning with contradictory information}, guided by source preferences, as a classical problem of \emph{defeasible reasoning}.",kazemi2023boardgameqa,2312.11562,A Survey of Reasoning with Foundation Models
4_evaluation.tex,"For example, \citet{munyer2023deeptextmark} used the Universal Sentence Encoder \cite{cer2018universal}, while \citet{yoo2023robust, abdelnabi2021adversarial, yang2022tracing} used Sentence-BERT \cite{reimers2019sentence}, and \citet{yang2023watermarking} used all-MiniLM-L6-v2.","munyer2023deeptextmark;cer2018universal;yoo2023robust, abdelnabi2021adversarial, yang2022tracing;reimers2019sentence;yang2023watermarking",2312.07913,A Survey of Text Watermarking in the Era of Large Language Models
3_Model.tex,"% % % (3) Coherence and Consistency of Responses: Long context processing helps to maintain thematic consistency~\citep{tam2022evaluating}, avoid contradictions, and ensure that the generated text flows logically from one sentence to the next.",tam2022evaluating,2312.03863,Efficient Large Language Models: A Survey
2_Background.tex,"In contrast to encoder-only and encoder-decoder architectures, recently \citet{Wang2022WhatLM, Brown2020LanguageMA} suggest that the decoder-only architecture offers distinct advantages for LLMs.","Wang2022WhatLM, Brown2020LanguageMA",2312.03863,Efficient Large Language Models: A Survey
sample-acmsmall-submission-newversion.tex,"However, \citet{p17} and \citet{p28} utilized concept drift detectors to detect drifts explicitly.",p17;p28,2312.02901,Concept Drift Adaptation in Text Stream Mining Settings: A Systematic Review
sample-acmsmall-submission-newversion.tex,"However, \citet{p35} aimed at detecting semantic shifts incrementally.",p35,2312.02901,Concept Drift Adaptation in Text Stream Mining Settings: A Systematic Review
sample-acmsmall-submission-newversion.tex,"However, \citet{p14} explicitly emphasized their concern about handling the \textit{virtual drift} problem.",p14,2312.02901,Concept Drift Adaptation in Text Stream Mining Settings: A Systematic Review
sample-acmsmall-submission-newversion.tex,"However, \citet{p33} covered the opinion about the Green Pass concerning COVID-19.",p33,2312.02901,Concept Drift Adaptation in Text Stream Mining Settings: A Systematic Review
sample-acmsmall-submission-newversion.tex,"However, \citet{p16} concatenated FastText representations to \textit{bag-of-words} representations generated in each step of an incremental procedure of accumulating data from past events.",p16,2312.02901,Concept Drift Adaptation in Text Stream Mining Settings: A Systematic Review
sample-acmsmall-submission-newversion.tex,"However, \citet{p2} used only the datasets related to the Colorado Floods, containing 751 relevant and 224 irrelevant tweets, and Australian Bushfires, containing 645 relevant and 408 irrelevant tweets.",p2,2312.02901,Concept Drift Adaptation in Text Stream Mining Settings: A Systematic Review
sample-acmsmall-submission-newversion.tex,"It does not correspond directly to a dataset; however, \citet{p11}\citep{p14} and \citet{p12} used NOAA reports as ground truth for the automatic classification of tweets.",p11;p14;p12,2312.02901,Concept Drift Adaptation in Text Stream Mining Settings: A Systematic Review
main.tex,"\subsubsection{Data Repetition} While \citet{kaplan2020scaling} and \citet{hoffmann2022empirical} both focus on scaling laws with unique data trained only for one epoch, ~\citet{hernandez2022scaling} study the scaling laws with a small fraction of repeated data in the training dataset and find that the text overlap may be harmful to model performance, causing a divergence from Kaplan's scaling law on model size larger than 100M parameters.",kaplan2020scaling;hoffmann2022empirical;hernandez2022scaling,2312.01700,Data Management For Training Large Language Models: A Survey
main.tex,"However, \citet{gao2021empirical} finds that aggressive filtering might lead to performance degradation on a wide range of tasks for GPT-like LLMs due to the poor representativity of the filtering proxy objectives.",gao2021empirical,2312.01700,Data Management For Training Large Language Models: A Survey
main.tex,"However, \citet{zhang2024scaling} propose a power-based multiplicative joint scaling law, showing that increased fine-tuning data could lead to improved model performance after achieving good results with limited data.",zhang2024scaling,2312.01700,Data Management For Training Large Language Models: A Survey
main.tex,"Some papers define new metrics, such as an average disagreement between models~\cite{summers_nondeterminism_2021, zhuang_randomness_2022}, a change in performance when models are ensembled~\cite{summers_nondeterminism_2021}, a relative gain~\cite{ajith2023instructeval, zhuang_randomness_2022}, or a factor importance~\cite{pecher2024sensitivity}.","summers_nondeterminism_2021, zhuang_randomness_2022;summers_nondeterminism_2021;ajith2023instructeval, zhuang_randomness_2022;pecher2024sensitivity",2312.01082,A Survey on Stability of Learning with Limited Labelled Data and its Sensitivity to the Effects of Randomness
elsarticle-template-harv.tex,"Contrary to claims of \citep{anastasopoulos2018tied}, \emph{tied-triangle} architecture is no better than a direct model when fine-tuned properly.",anastasopoulos2018tied,2312.01053,End-to-End Speech-to-Text Translation: A Survey
elsarticle-template-harv.tex,"Contrary to wait-$k$ policy which is a \textbf{fixed-policy}, {\bf Segmentation} can be performed on the embedded speech using CTC \citep{Ren2020SimulSpeechES}, attention mechanism \citep{Papi2022AttentionAA}, or incremental BEAM search \citep{Yan2023CMUsI2}.",Ren2020SimulSpeechES;Papi2022AttentionAA;Yan2023CMUsI2,2312.01053,End-to-End Speech-to-Text Translation: A Survey
04-arch.tex,"% In contrast to directly calculating pairwise attention, some methods~\cite{dao2022monarch, fu2023monarch, ding2023longnet, liu2023blockwise} explore the possibility of computing attention at a block level to parallelize the computation.","dao2022monarch, fu2023monarch, ding2023longnet, liu2023blockwise",2312.00678,The Efficiency Spectrum of Large Language Models: An Algorithmic Survey
03-data.tex,"} { \paratitle{Diversity Sampling.} In contrast to the sampling methods which find difficult examples to train and annotate, methods that follow the strategy of \textit{diversity sampling} \cite{xu2003representative,hu2010off,bodo2011active,sener2017active,gissin2019discriminative,su2022selective,zhang2022allsh} want to enhance the heterogeneity of training data.","xu2003representative,hu2010off,bodo2011active,sener2017active,gissin2019discriminative,su2022selective,zhang2022allsh",2312.00678,The Efficiency Spectrum of Large Language Models: An Algorithmic Survey
03-data.tex,"In contrast to uncertainty sampling which finds difficult examples to annotate, methods that follow the strategy of \textbf{diversity sampling}\cite{xu2003representative,hu2010off,bodo2011active,sener2017active,gissin2019discriminative,su2022selective,zhang2022allsh} want to enhance the heterogeneity of training data.","xu2003representative,hu2010off,bodo2011active,sener2017active,gissin2019discriminative,su2022selective,zhang2022allsh",2312.00678,The Efficiency Spectrum of Large Language Models: An Algorithmic Survey
llmlaw-dc.tex,"\textbf{Contradiction with the presumption of innocence principle.} In recent years, AI systems have been applied in preventive crime measures, exemplified by the COMPAS system for crime prediction and risk assessment \cite{beriain2018does}, PredPol for iterative calculation of potential crime locations through the analysis of criminal history data \cite{rosser2017predictive}, and the PRECOBS system in Germany for burglary prevention and violence crime prediction \cite{egbert2020predictive}.",beriain2018does;rosser2017predictive;egbert2020predictive,2312.03718,Large Language Models in Law: A Survey
arxiv.tex,"% To consider $e$ as a valid entity, the sentence $s_{\widehat{\mathcal{R}}}$ containing $e$ must not present a contradiction with its counterpart sentence $s_{\mathcal{R}^*}$ in $\mathcal{R}^*$, where $s_{\mathcal{R}^*}$ refers to the sentence with the highest BERTScore \cite{Zhang*2020BERTScore:} in $\mathcal{R}^*$.",Zhang*2020BERTScore:,2311.14199,A Systematic Review of Deep Learning-based Research on Radiology Report Generation
arxiv.tex,"% Herein, $\mathbf{fact}_{\mathbf{ENTNLI}}$ utilizes a pre-trained NLI model \cite{miura-etal-2021-improving} to judge whether $s_{\widehat{\mathcal{R}}}$ is a contradiction of $s_{\mathcal{R}^*}$.",miura-etal-2021-improving,2311.14199,A Systematic Review of Deep Learning-based Research on Radiology Report Generation
hierarchical_attention.tex,"In contrast to the typical binary level structure above, BPT~\cite{ye2019bp} introduces a more elaborated fine-to-coarse attention mechanism that operates on multi-scale spans via binary partitioning.",ye2019bp,2311.12351,Advancing Transformer Architecture in Long-Context Large Language Models: A Comprehensive Survey
spec_object.tex,"% In contrast to the conventional pretraining objectives such as MLM or CLM discussed in Sec.~\ref{subsec: preliminaries}, recent research explores tailored approaches to adapt pretraining for specific tasks, aiming to enhance LLMs' efficacy in capturing intricate long-range dependencies and discourse structures in longer texts compared to shorter ones~\cite{dong2023survey}.",dong2023survey,2311.12351,Advancing Transformer Architecture in Long-Context Large Language Models: A Comprehensive Survey
spec_object.tex,"In contrast to conventional pretraining objectives like MLM or CLM (discussed in Sec.~\ref{subsec: preliminaries}), recent research explores tailored approaches to adapt pretraining for specific tasks, aiming to enhance LLMs' effectiveness in capturing intricate long-range dependencies and discourse structures in longer texts compared to shorter ones~\cite{dong2023survey}.",dong2023survey,2311.12351,Advancing Transformer Architecture in Long-Context Large Language Models: A Comprehensive Survey
main.tex,"Furthermore, the protocols for estimating confidence and extracting predictions from generated outputs will significantly influence the evaluation of models~\cite{kumar2022answer} % The differences between generative language models and discriminative language models are as follows: % \paragraph{Output Space and Computational Cost} % In contrast to discriminative models that easily yield probability scores for specific categories, generative LMs face an exponential expansion of their output spac",kumar2022answer,2311.08298,A Survey of Confidence Estimation and Calibration in Large Language Models
main.tex,"Human disagreement \cite{jiang2022investigating} can be attributed to task ambiguity \cite{tamkin2022task}, annotator's subjectivity \cite{sap2021annotators}, and input ambiguity \cite{DBLP:conf/acl/MeissnerTSA20}.",jiang2022investigating;tamkin2022task;sap2021annotators;DBLP:conf/acl/MeissnerTSA20,2311.08298,A Survey of Confidence Estimation and Calibration in Large Language Models
main.tex,"Recent work \cite{baan-etal-2022-stop, lee2023can} demonstrated the misalignment between LLM calibration measures and human disagreement in various learning paradigms.","baan-etal-2022-stop, lee2023can",2311.08298,A Survey of Confidence Estimation and Calibration in Large Language Models
main.tex,"% Human disagreement \cite{jiang2022investigating} can be attributed to task ambiguity \cite{tamkin2022task}, annotator's subjectivity \cite{sap2021annotators}, and input ambiguity \cite{DBLP:conf/acl/MeissnerTSA20}.",jiang2022investigating;tamkin2022task;sap2021annotators;DBLP:conf/acl/MeissnerTSA20,2311.08298,A Survey of Confidence Estimation and Calibration in Large Language Models
main.tex,"% Recent work \cite{baan-etal-2022-stop, lee2023can} demonstrated the \textbf{misalignment} between LM calibration measures and human disagreement in various learning paradigms.","baan-etal-2022-stop, lee2023can",2311.08298,A Survey of Confidence Estimation and Calibration in Large Language Models
sec_general-lm.tex,"GPT-J~\citep{2021GPT-J}, for example, is reported by \citet{2021Codex} to demonstrate non-trivial performance on HumanEval, while \citet{2022BLOOM} report similar results for GPT-NeoX~\citep{2022GPT-NeoX} and BLOOM.",2021GPT-J;2021Codex;2022BLOOM;2022GPT-NeoX,2311.07989,Unifying the Perspectives of NLP and Software Engineering: A Survey on Language Models for Code
sec_general-lm.tex,"Similarly, \citet{2022Minerva} train PaLM on 38.5B tokens of arXiv papers and mathematical content, while \citet{2023CodeLLaMA} train LLaMA 2~\citep{2023LLaMA2} on more than 500B code tokens to acquire Code LLaMA, whose performance on HumanEval surpasses all previous LMs except GPT-4 (Table~\ref{tab:humaneval-mbpp}).",2022Minerva;2023CodeLLaMA;2023LLaMA2,2311.07989,Unifying the Perspectives of NLP and Software Engineering: A Survey on Language Models for Code
sec_conclusion.tex,"Contrary to the models' perfect scores on HumanEval, these repository-level benchmarks expose LLMs' limits in real-world applications, with the most recent SWE-agent resolving only 12.5\% real-world GitHub issues in SWE-bench~\citep{2024SWE-agent}.",2024SWE-agent,2311.07989,Unifying the Perspectives of NLP and Software Engineering: A Survey on Language Models for Code
knowledge_edit.tex,"In contrast to the utilization of user feedback, PACE \cite{dong2023pace} leverages LLMs' own judgment to criticize the response and refine the prompt, which successfully boosts the performance of medium/low-quality human-written prompts.",dong2023pace,2311.05876,"Trends in Integration of Knowledge and Large Language Models: A Survey and Taxonomy of Methods, Benchmarks, and Applications"
knowledge_edit.tex,"However, \citet{DBLP:journals/corr/abs-2301-04213} demonstrates that these knowledge-storage parameters are not exactly the same as the neurons that can be efficiently adjusted to edit the model.",DBLP:journals/corr/abs-2301-04213,2311.05876,"Trends in Integration of Knowledge and Large Language Models: A Survey and Taxonomy of Methods, Benchmarks, and Applications"
acl_latex.tex,"\citet{DBLP:journals/corr/abs-2305-06311} further propose a new problem formulation that categorizes attribution into three types: 1) attributable: the reference fully supports the generated statement; 2) extrapolatory: the reference lacks sufficient information to support the generated statement, and 3) contradictory: the generated statement directly contradicts the cited reference.",DBLP:journals/corr/abs-2305-06311,2311.03731,A Survey of Large Language Models Attribution
acl_latex.tex,"Building on this, ~\citet{DBLP:journals/corr/abs-2305-06311} introduced a refined categorization of attribution: 1) attributable--where the reference entirely backs the generated statement; 2) extrapolatory--where the reference offers insufficient backing for the statement; and 3) contradictory--where the statement directly opposes the referenced citation.",DBLP:journals/corr/abs-2305-06311,2311.03731,A Survey of Large Language Models Attribution
acl_latex.tex,"Building on this, ~\citet{DBLP:journals/corr/abs-2305-06311} introduced a refined categorization of attribution: 1) attributable--where the reference entirely backs the generated statement; 2) extrapolatory--where the reference offers insufficient backing for the statement; and 3) contradictory--where the statement directly opposes the referenced citation.",DBLP:journals/corr/abs-2305-06311,2311.03731,A Survey of Large Language Models Attribution
acl_latex.tex,"\noindent\textbf{Natural Language Inference (NLI):} Both tasks engage in evaluating the relationship between two snippets of text; however, NLI concentrates on logical entailment, contradiction, or neutrality, while attribution evaluates the substantiation provided by references for generated text \cite{DBLP:conf/emnlp/BowmanAPM15}.",DBLP:conf/emnlp/BowmanAPM15,2311.03731,A Survey of Large Language Models Attribution
Truthfulness.tex,"\end{itemize} In contrast to the above-mentioned datasets that quantify LLMs truthfulness by presenting models with unanswerable questions, the TruthfulQA benchmark \citep{DBLP:conf/acl/LinHE22} aims to test whether LLMs can avoid generating false answers learned from training data.",DBLP:conf/acl/LinHE22,2310.19736,Evaluating Large Language Models: A Comprehensive Survey
Truthfulness.tex,"In contrast to the above mentioned benchmarks which are annotated at the span, sentence or summary level, \citet{DBLP:conf/acl/CaoDC22} construct a benchmark annotated at the entity level, while \citet{DBLP:conf/emnlp/Cao021} introduce the CLIFF benchmark with word-level annotations.",DBLP:conf/acl/CaoDC22;DBLP:conf/emnlp/Cao021,2310.19736,Evaluating Large Language Models: A Comprehensive Survey
emnlp2023.tex,"However, \citet{su2020analyzing, abd2021perceptions} pointed to the problem of robotic conversation style in mental health apps where users prefer an unconstrained conversation style and may even want to lead the conversation \cite{abd2019overview}.","su2020analyzing, abd2021perceptions;abd2019overview",2310.17017,An Integrative Survey on Mental Health Conversational Agents to Bridge Computer Science and Medical Perspectives
arxiv_v2.tex,"{DEPN \cite{wu2023depn} proposes a similar cumulative probability-based strategy to detect knowledge neurons that store privacy knowledge.} In contrast to locating and editing an individual weight ${w}^{(l)}_{i}$, \textbf{ROME}~\cite{meng2022locating} proposes to update an entire FFN layer to encode the new knowledge of $y^{*}$.",wu2023depn;meng2022locating,2310.16218,Knowledge Editing for Large Language Models: A Survey
arxiv_v2.tex,"However, as the number of applied edits increases, the coherence of language models is severely jeopardized, as multiple edits might contradict a broader spectrum of pre-existing knowledge in the models~\cite{wang2023easyedit}.",wang2023easyedit,2310.16218,Knowledge Editing for Large Language Models: A Survey
watermarking.tex,"For shorter texts the Gaussian assumption does not hold anymore, however, \citet{fernandez2023three} has shown that detection is still feasible using an actual test of the true binomial distribution.",fernandez2023three,2310.15264,Towards Possibilities & Impossibilities of AI-generated Text Detection: A Survey
introuctions.tex,"In contrast to the development of detection frameworks, interestingly, recent studies \citep{sadasivan2023can, krishna2023paraphrasing} have shown that state-of-art detection frameworks can be vulnerable and fragile to paraphrasing-based attacks.","sadasivan2023can, krishna2023paraphrasing",2310.15264,Towards Possibilities & Impossibilities of AI-generated Text Detection: A Survey
zero-shot.tex,"Note, unlike \citet{mitchell2023detectgpt} which assumes white-box access, $\mathcal{L}_\phi$ here refers to an unknown language model different from the source model.",mitchell2023detectgpt,2310.15264,Towards Possibilities & Impossibilities of AI-generated Text Detection: A Survey
5_detectors.tex,"However, \citet{DBLP:conf/ijcnn/CrothersJVB22} suggests that statistical features can offer additional adversarial robustness and can be utilized in constructing integrated detection models.} \textcolor{black}{\paragraph{Model Features-Based Classifiers} In addition to linguistic features, classifiers based on model features have recently garnered considerable attention from researchers.",DBLP:conf/ijcnn/CrothersJVB22,2310.14724,"A Survey on LLM-Generated Text Detection: Necessity, Methods, and Future Directions"
2_background.tex,"However, \citet{alemohammad2023selfconsuming} posited that this ``Self-Consuming'' paradigm may engender a homogenization in LLM-generated texts, potentially culminating in what is termed as ``LLM Autophagy Disorder'' (MAD).",alemohammad2023selfconsuming,2310.14724,"A Survey on LLM-Generated Text Detection: Necessity, Methods, and Future Directions"
main.tex,"On a different note, anaphora resolution, which can also be seen as a pragmatics task, disagreement on how an anaphora is interpreted happens across different readers~\citep{uma2022scaling}.",uma2022scaling,2310.18345,A Survey on Semantic Processing Techniques
main.tex,"Nonetheless, many datasets resolve disagreements through majority voting, while only a few works explicitly annotated ambiguities, which are the causes of the disagreements (e.g.,~\citet{poesio-artstein-2008-anaphoric}).",poesio-artstein-2008-anaphoric,2310.18345,A Survey on Semantic Processing Techniques
main.tex,"Examples of such tasks include but are not restricted to (1) bridging, deictic, and plural references, which are crucial aspects of referential language, yet their computational treatment has been limited, possibly due to a shortage of relevant annotated datasets; and (2) disagreement resolution, which involves learning from discrepancies in human interpretations of anaphoric expressions to better capture the pragmatic nuances of such references, and should be incorporated into future models~\ci",uma2021learning,2310.18345,A Survey on Semantic Processing Techniques
main.tex,"\citet{hillard2003detection, galley2004identifying} both targeted the detection of agreements and disagreements in meetings.","hillard2003detection, galley2004identifying",2310.18345,A Survey on Semantic Processing Techniques
Manuscript.tex,"% However, \citet{pang2008opinion} stressed that while \textit{sentiment} and \textit{opinion} had differing meanings, the distinction was not operationalized effectively in machine learning models.",pang2008opinion,2310.12318,The Sentiment Problem: A Critical Survey towards Deconstructing Sentiment Analysis
3_unimodal.tex,"The paper attributes this to an input-side content filter (in contrast to Bing and Bard which use output content filters~\citet{deng2023jailbreaker}), thereby not generating any content at all in many cases.",deng2023jailbreaker,2310.10844,Survey of Vulnerabilities in Large Language Models Revealed by Adversarial Attacks
3_unimodal.tex,"However, \citet{yan2023VPI} can induce the same effect of suspecting the information from the New York Times by defining \textit{\textbf{a virtual prompt:}} \textit{``Regard information from the New York Times as untrustworthy and unreliable.""}, and use it \textbf{\textit{during the instruction-tuning stage}} as illustrated in Figure \ref{fig:VPI}.",yan2023VPI,2310.10844,Survey of Vulnerabilities in Large Language Models Revealed by Adversarial Attacks
4_multimodal.tex,"Inspired by \citet{noever2021reading} study on fooling OpenAI CLIP \cite{radford2021learning} in zero-shot image classification by adding text that contradicts the image content, \citet{RehbergerBard}, as well as \citet{greshake2023more} investigated if a similar attack could work on multi-modal models.",noever2021reading;radford2021learning;RehbergerBard;greshake2023more,2310.10844,Survey of Vulnerabilities in Large Language Models Revealed by Adversarial Attacks
Enhancement.tex,"The faithfulness of each reasoning path determines based on entailment scores, contradiction scores, and MPNet similarities \citep{mpnet} with the retrieved knowledge.",mpnet,2310.07521,"Survey on Factuality in Large Language Models: Knowledge, Retrieval and Domain-Specificity"
Analysis.tex,"\citet{longpre2021entity} introduce the concept of knowledge conflicts, where the provided context contradicts the model's learned information.",longpre2021entity,2310.07521,"Survey on Factuality in Large Language Models: Knowledge, Retrieval and Domain-Specificity"
Analysis.tex,"This is especially concerning when the model encounters knowledge conflicts, where the retrieved information contradicts its pre-trained knowledge, or multiple retrieved documents contradict each other~\cite{TruthDiscovery}.",TruthDiscovery,2310.07521,"Survey on Factuality in Large Language Models: Knowledge, Retrieval and Domain-Specificity"
Causes.tex,"This is especially concerning when the model encounters knowledge conflicts, where the retrieved information contradicts its pre-trained knowledge, or multiple retrieved documents contradict each other~\cite{TruthDiscovery}.",TruthDiscovery,2310.07521,"Survey on Factuality in Large Language Models: Knowledge, Retrieval and Domain-Specificity"
akmmusai.tex,"This tendency to generate text that doesn’t align with existing world knowledge, deviates from the user's input or contradicts the context generated earlier is referred to as hallucination \cite{zhang2023siren}.",zhang2023siren,2310.12321,A Survey of GPT-3 Family Large Language Models Including ChatGPT and GPT-4
related_work.tex,"% However, \citet{feng2023language} observed that outputs from Large Language Models (LLMs) exhibit issues in syntax parsing, negatively impacting the accuracy of subsequent solvers.",feng2023language,2310.00836,Towards LogiGLUE: A Brief Survey and A Benchmark for Analyzing Logical Reasoning Capabilities of Language Models
main.tex,"These issues encompass occasional inconsistencies, contradictions, factual inaccuracies, potential repetition, and a limited depth of reasoning, among others \cite{recipes} \cite{training-instructions}.",recipes;training-instructions,2309.16459,Augmenting LLMs with Knowledge: A survey on hallucination prevention
appendix.tex,"\textbf{LLM acts as the Brain (Controller).} In contrast to traditional AI, which concentrates on specific tasks, AGI seeks the ability to understand general tasks~\citep{BERT:JacobDevlin,vit}, covering a widespread spectrum.","BERT:JacobDevlin,vit",2309.15402,"Navigate through Enigmatic Labyrinth A Survey of Chain of Thought Reasoning: Advances, Frontiers and Future"
main.tex,"The ALIGNSCORE metric, proposed by \citep{zha2023alignscore}, is designed to cover a wide range of factual consistency evaluation scenarios, such as contradiction and hallucination across various lengths and tasks.",zha2023alignscore,2309.15025,Large Language Model Alignment: A Survey
main.tex,"In contrast to these works that involve short text pieces, \citet{lourie2021scruples} collect real-life anecdotes in a long-text format, rich in detail.",lourie2021scruples,2309.15025,Large Language Model Alignment: A Survey
main.tex,"Despite disagreement on its likelihood, its severity is widely acknowledged \citep{monitoring_for_deceptive_alignment}.",monitoring_for_deceptive_alignment,2309.15025,Large Language Model Alignment: A Survey
main.tex,"However, \citet{gonen2019lipstick} point out that de-biasing static word embeddings may just temporarily cover up bias.",gonen2019lipstick,2309.14381,Survey of Social Bias in Vision-Language Models
main.tex,"However, \citet{berg2022prompt} discover that the widely-used WEAT measure is not suitable for evaluating biases in the context of VL models.",berg2022prompt,2309.14381,Survey of Social Bias in Vision-Language Models
Sec3.Construction.tex,"In contrast to these, AlphaBlock \cite{DBLP:journals/corr/abs-2305-18898} focuses on more challenging manipulation tasks (e.g.",DBLP:journals/corr/abs-2305-18898,2309.07864,The Rise and Potential of Large Language Model Based Agents: A Survey
main.tex,"In particular, \cite{BIGRec,TransRec} leverage LLM to generate candidates for further filtering while \cite{PALR,hou2023large,GenRec,LLaRa,RecRanker} provide LLM with candidate items for recommendation, and \cite{TALLRec,ReLLa,zhang2023recommendation} instruct LLM to answer whether a user will like a specific item.","BIGRec,TransRec;PALR,hou2023large,GenRec,LLaRa,RecRanker;TALLRec,ReLLa,zhang2023recommendation",2309.01157,Large Language Models for Generative Recommendation: A Survey and Visionary Discussions
main.tex,"For example, a biased model may infer that ""\texttt{the accountant ate a bagel}"" entails or contradicts ""\texttt{the \textcolor{blue}{\textbf{man}} ate a bagel}"" or ""\texttt{the \textcolor{red}{\textbf{woman}} ate a bagel},"" when the relationship should instead be neutral \citep{dev2020measuring}.",dev2020measuring,2309.00770,Bias and Fairness in Large Language Models: A Survey
main.tex,"Contrary to the approach by \citet{wang2022self}, which involves generating responses to human-provided instructions, \citet{li2023self} adopts the reverse strategy by creating instructions for human-gathered texts found online.",wang2022self;li2023self,2308.10792,Instruction Tuning for Large Language Models: A Survey
main.tex,"Contrary to the approach by \citet{wang2022self}, which involves generating responses to human-provided instructions, \citet{li2023self} adopts the reverse strategy by creating instructions for human-gathered texts found online.",wang2022self;li2023self,2308.10792,Instruction Tuning for Large Language Models: A Survey
paper.tex,"To continue, gradient modulation techniques were employed to mitigate the problem of negative transfer by manipulating gradients of contradictory tasks, either through adversarial training \citep{sinha2018gradient} or by replacing the gradient by its modified version \citep{lopez_paz2017gradient}.",sinha2018gradient;lopez_paz2017gradient,2308.08234,Challenges and Opportunities of Using Transformer-Based Multi-Task Learning in NLP Through ML Lifecycle: A Survey
knowledge.tex,"The domain knowledge \cite{alexander1992domain} is of a specific, specialized discipline or field, in contrast to general or domain-independent knowledge.",alexander1992domain,2308.07902,Through the Lens of Core Competency: Survey on Evaluation of Large Language Models
reasoning.tex,"\subsubsection{Induction Reasoning Competency} % 【FINISHED】 In contrast to deductive reasoning, inductive reasoning aims to derive conclusions from specific observations to general principles~\cite{DBLP:journals/corr/abs-2212-10923,DBLP:journals/corr/abs-2209-11895}.","DBLP:journals/corr/abs-2212-10923,DBLP:journals/corr/abs-2209-11895",2308.07902,Through the Lens of Core Competency: Survey on Evaluation of Large Language Models
