file,sentence,cited_keys,survey_arxiv_id,survey_title,sentence_id,drop_reason
sn-article-david.tex,"\citet{wang2025generating}'s DOME, Dynamic hierarchical Outlining with Memory-Enhancement, combines a dynamic hierarchical outline with a temporal knowledge graph memory module: the outline supports macro-level plot planning for long-form story generation, while the temporal knowledge graph stores and retrieves generated content to reduce contextual contradictions, incorporating Campbell-inspired staged progression into the rough-outline generation process.",wang2025generating,2602.15851,Narrative Theory-Driven LLM Methods for Automatic Story Generation and Understanding: A Survey,s0041,single_cite_key
sn-article-david.tex,"When tested as TTCW evaluators, however, \citet{chakrabarty2024art} find that none of the LLMs they test positively correlate with expert human assessments on creativity dimensions (what are creativity dimensions and what are not creativity dimensions?) [can we find other positive examples to show that llms are reliable?].",chakrabarty2024art,2602.15851,Narrative Theory-Driven LLM Methods for Automatic Story Generation and Understanding: A Survey,s0042,single_cite_key
5_data_discovery.tex,"Similarly, EAGLE~\cite{EAGLE} employs task-specific prompts to selectively label critical or uncertain samples (identified via prediction disagreement), combining zero-shot \llm annotation with active learning to enhance generalization in low-data settings.",EAGLE,2601.17058,Can LLMs Clean Up Your Mess? A Survey of Application-Ready Data Preparation with LLMs,s0045,single_cite_key
5_data_discovery.tex,"For example, EAGLE~\cite{EAGLE} combines zero-shot \llm annotation with conventional ML training by selecting samples based on prediction disagreement between a base model and its fine-tuned variant, and labeling them via task-specific prompts.",EAGLE,2601.17058,Can LLMs Clean Up Your Mess? A Survey of Application-Ready Data Preparation with LLMs,s0046,single_cite_key
Sec3-1_Memory_Format.tex,"In contrast to reconstruction, other work caches a compact subset of hidden-state vectors or memory tokens across segments, thereby extending the effective context length beyond a fixed window while reducing memory and computation costs \citep{dai2019transformer}.",dai2019transformer,2602.06052,A Survey of Agent Memory in the Second Half: Towards Self-Evolving and Long-Horizon Agents,s0048,single_cite_key
Sec3-2_Cognitive_System.tex,"In contrast to memory systems that encode stable knowledge, sensory memory functions as a transient interface between perception and cognition, operating over very short timescales and across multiple sensory modalities~\citep{atkinson1968human}.",atkinson1968human,2602.06052,A Survey of Agent Memory in the Second Half: Towards Self-Evolving and Long-Horizon Agents,s0049,single_cite_key
main.tex,"However, \citet{lireasoning} indicates that RL often increases hallucinations, even with prior SFT.",lireasoning,2601.19928,"Towards a Mechanistic Understanding of Large Reasoning Models: A Survey of Training, Inference, and Failures",s0051,single_cite_key
main.tex,"Concurrently, models exhibit \emph{implicit post-hoc rationalization}, producing logically contradictory responses with coherent but unfaithful justifications \citep{cot_in_the_wild_not_faithful}.",cot_in_the_wild_not_faithful,2601.19928,"Towards a Mechanistic Understanding of Large Reasoning Models: A Survey of Training, Inference, and Failures",s0054,single_cite_key
long_version_unintended_behaviors.tex,"However, \citep{lireasoning} indicates that reasoning-focused RL fine-tuning often increases the prevalence of hallucinations, even when SFT is included.",lireasoning,2601.19928,"Towards a Mechanistic Understanding of Large Reasoning Models: A Survey of Training, Inference, and Failures",s0055,single_cite_key
long_version_unintended_behaviors.tex,"For example, \citet{are_reasoning_models-zijun} identifies a phenomenon called \textit{Think-Answer Mismatch}, where the model's final answer contradicts its preceding CoT.",are_reasoning_models-zijun,2601.19928,"Towards a Mechanistic Understanding of Large Reasoning Models: A Survey of Training, Inference, and Failures",s0056,single_cite_key
long_version_unintended_behaviors.tex,"% \textcolor{blue}{[3]}: \citet{cot_in_the_wild_not_faithful} studies another specific form of unfaithfulness, called \textit{``Implicit Post-Hoc Rationalization''} where models, due to their own implicit biases, generate logically contradictory ``Yes'' or ``No'' answers to opposite questions.",cot_in_the_wild_not_faithful,2601.19928,"Towards a Mechanistic Understanding of Large Reasoning Models: A Survey of Training, Inference, and Failures",s0057,single_cite_key
long_version_unintended_behaviors.tex,"% \textcolor{blue}{[5]}: Additionally, \citet{wang2025thinking} shows that reasoning models can be induced to perform strategic deception---engaging in goal-driven, intentional misleading where the reasoning process contradicts outputs.",wang2025thinking,2601.19928,"Towards a Mechanistic Understanding of Large Reasoning Models: A Survey of Training, Inference, and Failures",s0058,single_cite_key
inference-stage.tex,"However, \citet{wu2025lessunderstandingchainofthoughtlength} challenge this assumption by demonstrating an inverted U-shaped relationship between reasoning length and accuracy.",wu2025lessunderstandingchainofthoughtlength,2601.02907,Beyond the Black Box: A Survey on the Theory and Mechanism of Large Language Models,s0061,single_cite_key
model-preparation-stage.tex,"\citet{sanford2023representational} introduce the “sparse averaging” task and show that Transformers achieve only $O(\log T)$ communication complexity, in contrast to the polynomial requirements of RNNs and feed-forward networks.",sanford2023representational,2601.02907,Beyond the Black Box: A Survey on the Theory and Mechanism of Large Language Models,s0062,single_cite_key
03-component.tex,"For example, Mem0~\cite{chhikara2025mem0} implements an explicit \texttt{DELETE} command to remove outdated or contradictory facts.",chhikara2025mem0,2512.02038,Deep Research: A Systematic Survey,s0064,single_cite_key
03-component.tex,"For example, MEOW~\cite{gu2024meow} facilitates efficient forgetting by fine-tuning an LLM on generated contradictory facts, effectively overwriting undesirable memories stored in its weights.",gu2024meow,2512.02038,Deep Research: A Systematic Survey,s0065,single_cite_key
Evaluation_Metrics.tex,"In survey-style creativity tasks, even expert judges may disagree significantly \citep{ismayilzada2025creativityaiprogresseschallenges}.",ismayilzada2025creativityaiprogresseschallenges,2511.07448,Large Language Models for Scientific Idea Generation: A Creativity-Centered Survey,s0066,single_cite_key
Inference_Time.tex,\textit{CriticAL} \citep{li2024critical} further enhances this by applying statistical reasoning—such as hypothesis testing—to identify contradictions and weaknesses.,li2024critical,2511.07448,Large Language Models for Scientific Idea Generation: A Creativity-Centered Survey,s0067,single_cite_key
5_challenges.tex,"%\subsubsection{Effective Evaluation} %\label{sec:dis_eval} %However, \citet{chen2025soft} demonstrate that widely used tools like soft token attacks can force the model to generate any target strings, raising doubts about their reliability as auditors.",chen2025soft,2510.25117,A Survey on Unlearning in Large Language Models,s0069,single_cite_key
5_challenges.tex,"%However, \citet{Liu2024Large} challenge the use of MIAs for assessing LLM unlearning, since effective MIAs require training many shadow models, which is not only infeasible due to the inaccessibility of complete training data, but also computationally intractable given the costs of fine-tuning numerous LLMs.",Liu2024Large,2510.25117,A Survey on Unlearning in Large Language Models,s0070,single_cite_key
s4-llm4tag.tex,"In contrast to approaches that jointly optimize structure and text, GRAD \cite{mavromatis2023train} employs a shared language model for bidirectional optimization.",mavromatis2023train,2510.21131,Large Language Models Meet Text-Attributed Graphs: A Survey of Integration Frameworks and Applications,s0071,single_cite_key
main.tex,"However, this autonomy itself contains a profound contradiction, forming a prisoner's dilemma: on one hand, we desire to allow agents to explore in open environments to achieve unexpected breakthroughs (cooperative rewards) \cite{niu2025flowmodularizedagenticworkflow}; on the other hand, we fear total loss of control, concerned that they may evolve harmful or incomprehensible behaviors (the risk of betrayal).",niu2025flowmodularizedagenticworkflow,2510.17491,"Empowering Real-World: A Survey on the Technology, Practice, and Evaluation of LLM-driven Industry Agents",s0073,single_cite_key
sample-acmsmall.tex,"NLI specifically involves determining whether a given statement (hypothesis) logically follows from another statement (premise), categorized as entailment, contradiction, or neutral~\cite{abriefsurvery}.",abriefsurvery,2510.17892,Advances in Pre-trained Language Models for Domain-Specific Text Classification: A Systematic Review,s0074,single_cite_key
app.tex,"Building on this inductive foundation, \citet{DBLP:journals/corr/abs-2509-17393} propose a transductive framework: at test time, they actively select test inputs, have the LLM predict their outputs, and eliminate candidate programs that disagree — this refines the inductive hypothesis space using feedback.",DBLP:journals/corr/abs-2509-17393,2510.10182,A Survey of Inductive Reasoning for Large Language Models,s0076,single_cite_key
application.tex,"\citet{meng2025uncoveringvulnerabilitiesllmassistedcyber} study failures in assisted threat intelligence workflows and find contradictions, scope drift and generalization gaps, then suggest structured prompting and verification fixes.",meng2025uncoveringvulnerabilitiesllmassistedcyber,2510.06445,"A Survey on Agentic Security: Applications, Threats and Defenses",s0083,single_cite_key
application.tex,Other failure modes include contradictions in CTI pipelines and hallucinated findings in auditing agents such as RepoAudit \citep{guo2025repoaudit}.,guo2025repoaudit,2510.06445,"A Survey on Agentic Security: Applications, Threats and Defenses",s0085,single_cite_key
cross-cutting.tex,"However, \citet{fu2024impromptertrickingllmagents} show that superior instruction adherence paradoxically increases susceptibility to indirect prompt injections and multi-step data exfiltration, with approximately 35 papers evaluating GPT in isolation.",fu2024impromptertrickingllmagents,2510.06445,"A Survey on Agentic Security: Applications, Threats and Defenses",s0086,single_cite_key
agentic.tex,"Retrieval-based verification such as HalluMeasure~\cite{akbar2024hallumeasure} classifies statements as supported, contradicted, or absent.",akbar2024hallumeasure,2510.04023,"LLM-Based Data Science Agents: A Survey of Capabilities, Challenges, and Future Directions",s0087,single_cite_key
agentic.tex,"Retrieval-based verification, such as HalluMeasure \cite{akbar2024hallumeasure}, classifies statements as supported, contradicted, or absent.",akbar2024hallumeasure,2510.04023,"LLM-Based Data Science Agents: A Survey of Capabilities, Challenges, and Future Directions",s0088,single_cite_key
main.tex,"\item Natural Language Vision Inference \citep{xie2019visual} --- considering a contextual image and 2 captions, the model outputs the relationship between the 2 sentences as either logical entailment, contradiction, or neutrality.",xie2019visual,2509.22123,"Multilingual Vision-Language Models, A Survey",s0089,single_cite_key
sn-article.tex,"In contrast to In-Context Learning (ICL)-based methods, which rely on demonstrations to learn task-specific patterns without exposing the underlying reasoning, CoT prompting encourages models to generate step-by-step rationales in natural language~\cite{wang2022self}.",wang2022self,2509.21631,Towards Transparent AI: A Survey on Explainable Language Models,s0090,single_cite_key
sn-article.tex,"In contrast to interpretability approaches such as CoT prompting, which infer reasoning patterns from observable outputs, mechanistic interpretability focuses on uncovering how models internally represent, manipulate, and propagate information during inference~\cite{nanda2023progress}.",nanda2023progress,2509.21631,Towards Transparent AI: A Survey on Explainable Language Models,s0091,single_cite_key
sn-article.tex,"In contrast to their application in encoder-only and decoder-only LMs, these methods for encoder-decoder models consider both the bidirectional contextual representations generated by the encoder and the auto-regressive decoding process in the decoder~\cite{raffel2020exploring}.",raffel2020exploring,2509.21631,Towards Transparent AI: A Survey on Explainable Language Models,s0092,single_cite_key
challenges.tex,"However, \citet{chen2025enigmata} suggest that multi-stage RL across different tasks has advantages in generalizing to difficult or unseen problems.",chen2025enigmata,2509.08827,A Survey of Reinforcement Learning for Large Reasoning Models,s0098,single_cite_key
truthfulness.tex,"In contrast to hallucination mitigation, HalluMeasure~\cite{akbar2024hallumeasure} focused on fine-grained hallucination measurement, using CoT prompting.",akbar2024hallumeasure,2509.03871,A Comprehensive Survey on Trustworthiness in Reasoning with Large Language Models,s0104,single_cite_key
7_future.tex,"VIRSCI~\cite{su2024many} models team formation explicitly for idea generation, showing that diversified agent roles and controlled disagreement increase novelty without sacrificing feasibility.",su2024many,2508.21148,A Survey of Scientific Large Language Models: From Data Foundations to Agent Frontiers,s0106,single_cite_key
colm2025_conference.tex,"They also mention: ``\emph{In contrast to generic [...] catering to all types of user queries, our safety mitigation is more focused on adversarial, or “harm-inducing” queries [...] likely to produce harmful responses.}'' which sounds similar to the red-teaming efforts of \cite{bai2022training}.",bai2022training,2508.16982,Decoding Alignment: A Critical Survey of LLM Development Initiatives through Value-setting and Data-centric Lens,s0108,single_cite_key
colm2025_conference.tex,"Similarly, \cite{huang2025valueswild} audited real-world human-model interactions (discussions) and found Claude, the examined model, to mainly align with a few key competency- and service-oriented objectives, contrary to humans expressing more diverse values.",huang2025valueswild,2508.16982,Decoding Alignment: A Critical Survey of LLM Development Initiatives through Value-setting and Data-centric Lens,s0109,single_cite_key
08_Appendix.tex,"In contrast to GopherCite’s joint generation of answers and citations, PURR adopts a revision-based perspective: it first generates search queries from an ungrounded given statement to retrieve relevant evidence, which is then used by a small editor model to revise the original statement~\cite{chen2023purrefficientlyeditinglanguage}.",chen2023purrefficientlyeditinglanguage,2508.15396,"Attribution, Citation, and Quotation: A Survey of Evidence-based Text Generation with Large Language Models",s0110,single_cite_key
08_Appendix.tex,"In contrast to previous approaches, MIRAGE derives attribution from model internals by estimating how strongly each retrieved context token contributes to each generated answer token~\cite{qi-etal-2024-model}.",qi-etal-2024-model,2508.15396,"Attribution, Citation, and Quotation: A Survey of Evidence-based Text Generation with Large Language Models",s0111,single_cite_key
08_Appendix.tex,"Building on this, \citet{yue-etal-2023-automatic} proposed \textit{AttrScore}, which extends binary attribution accuracy to a three-way classification, distinguishing whether a generated statement is fully supported, insufficiently supported, or contradicted by a cited reference.",yue-etal-2023-automatic,2508.15396,"Attribution, Citation, and Quotation: A Survey of Evidence-based Text Generation with Large Language Models",s0112,single_cite_key
neurips_2025.tex,"DiaHalu\cite{DiaHalu} targets contextual contradictions in multi-turn dialogues, identifying issues like broken causality or entity inconsistency.",DiaHalu,2508.15361,A Survey on Large Language Model Benchmarks,s0113,single_cite_key
templateArxiv.tex,"The task is labor-intensive and error-prone; reviewer fatigue and cognitive overload are common, and—even with shared protocols—experts often disagree on eligibility at this stage~\cite{gates2019performance}.",gates2019performance,2508.15822,An Auditable Pipeline for Fuzzy Full-Text Screening in Systematic Reviews: Integrating Contrastive Semantic Highlighting and LLM Judgment,s0114,single_cite_key
acl_latex.tex,"Has 1000 idiomatic sentences paired with sentences that entail or contradict the focal sentence & y \\ \hline PETCI & \citet{tang2022petci} & Chinese, English & 4310 Chinese idioms with 29,936 English translations.& y \\ \hline ID10M & \citet{tedeschi-etal-2022-id10m} & multiple & Training data in 10 languages was autogenerated: 10K idioms (types) 262781 sentences (32\% idioms); gold test data: only for English, German, Italian Spanish, 200 sentences each & y \\ \hline IDIOMEM & \citet{haviv-eta",tang2022petci;tedeschi-etal-2022-id10m;haviv-etal-2023-understanding;prochnow-etal-2024-idem;culturellm2024;IdiomKB2024;LiuKotoETAL2024;khoshtab2025comparativestudymultilingualidioms,2508.11828,A Survey of Idiom Datasets for Psycholinguistic and Computational Research,s0115,likely_latex_artifact
neurips_2025.tex,"\textbf{Linear Update Rule.} In contrast to autoregressive Transformers \cite{vaswani2017attention}, which preserve all contextual information explicitly in a key-value (KV) cache, linear RNNs distill higher-level representations into a fixed-size hidden state to enhance generalization.",vaswani2017attention,2508.09834,Speed Always Wins: A Survey on Efficient Architectures for Large Language Models,s0117,single_cite_key
main.tex,"In a complementary direction, SarcasmCue formalizes cue-centric reasoning—contradictions, graphs, bags, and tensors—showing that non-sequential cue aggregation can boost smaller models, whereas stronger models benefit more from structured chains and graphs \cite{yao2407sarcasm}.",yao2407sarcasm,2508.07959,Large Language Models for Subjective Language Understanding: A Survey,s0119,single_cite_key
main.tex,"Extending structured deliberation, ZSMD sets up support-versus-oppose debaters augmented with background knowledge and introduces a referee to resolve disagreements, thereby improving zero-shot performance and capturing nuance \cite{ma2025exploring}.",ma2025exploring,2508.07959,Large Language Models for Subjective Language Understanding: A Survey,s0123,single_cite_key
main.tex,"In contrast to single-agent systems that rely solely on individual reasoning and capabilities, MAS focuses on achieving collective intelligence through structured coordination and collaboration among different agents~\citep{tran2025multi}.",tran2025multi,2508.07407,A Comprehensive Survey of Self-Evolving AI Agents: A New Paradigm Bridging Foundation Models and Lifelong Agentic Systems,s0124,single_cite_key
access.tex,"SearChain externalises the reasoning trajectory as a \emph{Chain-of-Query} tree, allowing the IR engine to verify or veto each hop and permitting back-tracking when evidence contradicts prior steps \cite{RN1638}.",RN1638,2508.06401,"A Systematic Literature Review of Retrieval-Augmented Generation: Techniques, Metrics, and Challenges",s0126,single_cite_key
access.tex,& 1 \\ Multi-Genre Natural Language Inference (MNLI) \cite{RN458} & 433k sentence pairs labeled entailment/contradiction/neutrality.,RN458,2508.06401,"A Systematic Literature Review of Retrieval-Augmented Generation: Techniques, Metrics, and Challenges",s0127,single_cite_key
acl_latex_main_camera_ready.tex,"However, \citet{parker-ruths-2023-hate} have identified a disconnect between computer science research and affected communities when it comes to tackling hate speech and its consequences.",parker-ruths-2023-hate,2508.04638,Can NLP Tackle Hate Speech in the Real World? Stakeholder-Informed Feedback and Survey on Counterspeech,s0128,single_cite_key
acl_latex_main_camera_ready.tex,"\emph{Stakeholders} refer to agents who practice a niche \emph{`stake'} in interests and processes, such as civil or campaigning gains \textit{[\dots] ``individuals, groups or organisations that share common interests and hold interest in the outcomes of certain decisions or objectives [\dots]''} \citep{chidwick2024contradictions}.",chidwick2024contradictions,2508.04638,Can NLP Tackle Hate Speech in the Real World? Stakeholder-Informed Feedback and Survey on Counterspeech,s0129,single_cite_key
main.tex,"In this sense, previous studies have reported mixed findings on this topic, with some research indicating a positive effect ~\citep{singh2023beyond,li2024aide,zhezherau2024hybrid,chen2024diversity}, while others have found no such effect~\citep{guo2023curious,zhao2024understanding,li2024gradual,mecklenburg2024injecting,maheshwari2024efficacy}.","singh2023beyond,li2024aide,zhezherau2024hybrid,chen2024diversity;guo2023curious,zhao2024understanding,li2024gradual,mecklenburg2024injecting,maheshwari2024efficacy",2508.04337,Modelling and Classifying the Components of a Literature Review,s0130,likely_latex_artifact
main.tex,"In this sense, previous studies have reported mixed findings on this topic, with some research indicating a positive effect ~\citep{singh2023beyond,li2024aide,zhezherau2024hybrid,chen2024diversity} ù, while others have found no such effect~\citep{guo2023curious,zhao2024understanding,li2024gradual,mecklenburg2024injecting,maheshwari2024efficacy}.","singh2023beyond,li2024aide,zhezherau2024hybrid,chen2024diversity;guo2023curious,zhao2024understanding,li2024gradual,mecklenburg2024injecting,maheshwari2024efficacy",2508.04337,Modelling and Classifying the Components of a Literature Review,s0131,likely_latex_artifact
main.tex,"In contrast to DSTC's offline evaluation, the Alexa Prize \cite{https://doi.org/10.1609/aimag.v39i3.2810} is a competition in which systems are evaluated through interactions with real users.",https://doi.org/10.1609/aimag.v39i3.2810,2508.02279,Dialogue Systems Engineering: A Survey and Future Directions,s0132,single_cite_key
main.tex,"When this contradiction probability exceeds a pre-defined safety threshold $\tau$, the system generates explicit uncertainty markers (\texttt{<uncertainty>}) and executes a safe deferral protocol to transfer decision-making to human expert clinicians \cite{strong2024humanaicollaborationhealthcareguided}.",strong2024humanaicollaborationhealthcareguided,2508.00669,Medical Reasoning in the Era of LLMs: A Systematic Review of Enhancement Techniques and Applications,s0133,single_cite_key
main.tex,"\paragraph{Clinical Cognitive and Heuristic Biases} Reasoning models can inherit human cognitive heuristics from clinical training text, such as anchoring bias (over-relying on initial symptoms), availability bias (over-diagnosing conditions recently highlighted in training data), and confirmation bias (selecting evidence that fits an initial hypothesis while ignoring contradictory test results) \cite{kim2025llm}.",kim2025llm,2508.00669,Medical Reasoning in the Era of LLMs: A Systematic Review of Enhancement Techniques and Applications,s0135,single_cite_key
6-what.tex,"This is a wide class; we find diversity ascribed to annotations \citep{weerasooriya-etal-2023-disagreement}, annotators \citep{parrish-etal-2024-picture,creanga-dinu-2024-designing}, to the (ensemble of) models trained \citep{greco-etal-2022-small, kobayashi-etal-2022-diverse}, to the types of tasks performed \citep{qiu-etal-2021-different, zhang-etal-2024-fine}, and to the attention vectors in the design of a model \citep{huang-etal-2019-multi, yang-etal-2024-pad}.","weerasooriya-etal-2023-disagreement;parrish-etal-2024-picture,creanga-dinu-2024-designing;greco-etal-2022-small,
kobayashi-etal-2022-diverse;qiu-etal-2021-different, zhang-etal-2024-fine;huang-etal-2019-multi,
yang-etal-2024-pad",2507.20858,"A survey of diversity quantification in natural language processing: The why, what, where and how",s0137,likely_latex_artifact
main.tex,"In contrast to sparse keyword search, dense embeddings enable semantic matching: a query about “financial earnings” can retrieve a chunk about “quarterly revenue” even if exact words differ \citep{Karpukhin2020}.",Karpukhin2020,2507.18910,"A Systematic Review of Key Retrieval-Augmented Generation (RAG) Systems: Progress, Gaps, and Future Directions",s0139,single_cite_key
main.tex,Delays in updates or inconsistencies between the LLM's internal knowledge and newly retrieved data can produce outdated or contradictory answers \citep{Miao2024NephrologyRAG}.,Miao2024NephrologyRAG,2507.18910,"A Systematic Review of Key Retrieval-Augmented Generation (RAG) Systems: Progress, Gaps, and Future Directions",s0140,single_cite_key
main.tex,"This task takes two sentences and attempts to give a label whether the sentences are contradicting, entailing or neutral \cite{Melamud_shivade_2019}.",Melamud_shivade_2019,2507.18451,Generation of Synthetic Clinical Text: A Systematic Review,s0141,single_cite_key
