file,sentence,cited_keys,survey_arxiv_id,survey_title,sentence_id,drop_reason
oracle_access.tex,\emph{Differential testing}~\cite{gulzar2019differential} runs two programs that should agree and treats any disagreement as a possible bug.,gulzar2019differential,2607.05031,LLM-Based Test Oracles: Source-of-Authority Taxonomy -- A Systematic Literature Review,s0015,single_cite_key
parts_11_frontiers.tex,"\citet{kumar2026memarchitect} adds a rule-based layer that governs decay, resolves contradictions among facts, and filters stale ``zombie'' memories before they re-enter retrieval.",kumar2026memarchitect,2606.30306,"Always-OnAgents:A Survey of Persistent Memory, State, and Governance in LLMAgents",s0019,single_cite_key
parts_02_definition.tex,"Scope keeps one user's preference from acting on behalf of another, and it is what a category-bounded memory enforces when an in-car assistant restricts each stored preference to its declared category and prunes redundant or contradictory entries \citep{kirmayr2025carmem}.",kirmayr2025carmem,2606.30306,"Always-OnAgents:A Survey of Persistent Memory, State, and Governance in LLMAgents",s0021,single_cite_key
sec_review.tex,Competitive debate frameworks for software issue resolution organize specialized agents along fault-propagation traces and report that structured disagreement improves localization over independent exploration \citep{li2025swedebate}.,li2025swedebate,2608.05179,Autonomous Research Agents: A Survey of AI Scientists and the Verification Gap,s0022,single_cite_key
sec_benchmarks.tex,"An interview study of authors of LLM-integrated systems finds that disclosure norms are contested and context-dependent, with reviewers applying inconsistent skepticism and authors disagreeing over how much of the prompt, configuration, and model identity must be reported \citep{navarro2026reporting}.",navarro2026reporting,2608.05179,Autonomous Research Agents: A Survey of AI Scientists and the Verification Gap,s0024,single_cite_key
sec_litwriting.tex,"The methodological substrate this draws on, scientific claim verification against a literature base as in SciFact \citep{wadden2020scifact}, is mature, but the agentic systematic-review setting inherits its hardest open problem: a Support, Contradict, or Not-Enough-Information verdict is only as trustworthy as the retrieval and entailment steps behind it.",wadden2020scifact,2608.05179,Autonomous Research Agents: A Survey of AI Scientists and the Verification Gap,s0025,single_cite_key
sec_frontiers.tex,"When a fact changes, a retriever surfaces both the stale and current values with near-identical similarity, and contradiction is not separable from duplication by cosine distance alone \citep{yadav2026temporal}.",yadav2026temporal,2608.05179,Autonomous Research Agents: A Survey of AI Scientists and the Verification Gap,s0027,single_cite_key
sec_frontiers.tex,"The remedy is to make supersession explicit through a bi-temporal ledger that retires contradicted values by a deterministic rule, which collapses the stale-fact-error rate that similarity-only retrieval cannot avoid \citep{yadav2026temporal}.",yadav2026temporal,2608.05179,Autonomous Research Agents: A Survey of AI Scientists and the Verification Gap,s0028,single_cite_key
sn-article.tex,"However, \citet{bib297} injected malicious tool documents into reviewed and approved MCP servers, compelling the agent to select the malicious tool specified by the attacker for a specific task.",bib297,2606.28450,LLM agents security duality: a comprehensive survey of self-security and empowered cybersecurity,s0029,single_cite_key
sn-article.tex,"On the contrary, opposition and disagreement between groups may be amplified in the interaction, leading to intensified opposition between groups and weakening the collaboration ability and operation stability of the system \citep{bib13}.",bib13,2606.28450,LLM agents security duality: a comprehensive survey of self-security and empowered cybersecurity,s0031,single_cite_key
main.tex,"& ReAct, Reflexion, ToolLLM, WebArena, AutoGen, AgentTrace, MCP-SafetyBench~\cite{yao2023react,shinn2023reflexion,qin2024toolllm,zhou2024webarena,wu2023autogen,alsayyad2026agenttrace,zong2025mcpsafetybench} \\ Evidence units & Documents, passages, observations, tool outputs, memory items, claims, policies, final answers & Semantic objects that support, contradict, invalidate, or contextualize agent claims, actions, and outputs.","yao2023react,shinn2023reflexion,qin2024toolllm,zhou2024webarena,wu2023autogen,alsayyad2026agenttrace,zong2025mcpsafetybench",2606.04990,From Agent Traces to Trust: A Survey of Evidence Tracing and Execution Provenance in LLM Agents,s0035,likely_latex_artifact
main.tex,"Even fewer annotate relations such as \textsc{Support}, \textsc{Contradict}, \textsc{Depend-on}, \textsc{Update}, and \textsc{Invalidate}, despite the availability of general provenance concepts in standards such as W3C PROV-DM~\citep{w3c2013provdm}.",w3c2013provdm,2606.04990,From Agent Traces to Trust: A Survey of Evidence Tracing and Execution Provenance in LLM Agents,s0037,single_cite_key
main.tex,"They should capture complete execution records across retrieval, tools, execution boundaries, memory, environment interaction, inter-agent communication, and state changes, and should annotate provenance relations such as support, contradiction, dependency, triggering, update, invalidation, unsafe influence, faulty-agent responsibility, and recovery intervention~\citep{w3c2013provdm,dong2024agentops,alsayyad2026agenttrace,souza2025provagent,deshpande2025trail,cemri2025mast,zhang2025agentracer,ko","w3c2013provdm,dong2024agentops,alsayyad2026agenttrace,souza2025provagent,deshpande2025trail,cemri2025mast,zhang2025agentracer,kong2025aegis,vijayvargiya2026openagentsafety,zong2025mcpsafetybench",2606.04990,From Agent Traces to Trust: A Survey of Evidence Tracing and Execution Provenance in LLM Agents,s0038,likely_latex_artifact
full_lit_review_table.tex,"& Pos-V/E \\ \addlinespace \citealt{bo2025invisible} & Excessive enthusiasm, agreement, and flattery; models avoid contradicting users with incorrect beliefs, reflecting the user's mental model irrespective of correctness.",bo2025invisible,2605.21778,What Counts as AI Sycophancy? A Taxonomy and Expert Survey of a Fragmented Construct,s0040,single_cite_key
full_lit_review_table.tex,& Pos-V/E \\ \addlinespace %--- R --- \citealt{rabby2026moral} & Inclination to align with user's stated/implied opinion even when it contradicts factual or ethical reasoning; moral sycophancy as breakdown of ethical consistency under user influence.,rabby2026moral,2605.21778,What Counts as AI Sycophancy? A Taxonomy and Expert Survey of a Fragmented Construct,s0041,single_cite_key
full_lit_review_table.tex,& Pos-S/E \\ \addlinespace \citealt{rahman2025pendulum} & Excessive tendency to agree with user input at the expense of factual accuracy or in contradiction of visual evidence.,rahman2025pendulum,2605.21778,What Counts as AI Sycophancy? A Taxonomy and Expert Survey of a Fragmented Construct,s0042,single_cite_key
full_lit_review_table.tex,"& Pos-V/E; Pos-S/E; Per-T/E \\ \addlinespace %--- Y --- \citealt{yao2026hearing} & Tendency to overly align with user prompts, assumptions, or preferences even when they contradict objective evidence.",yao2026hearing,2605.21778,What Counts as AI Sycophancy? A Taxonomy and Expert Survey of a Fragmented Construct,s0043,single_cite_key
full_lit_review_table.tex,"& Pos-V/E \\ \addlinespace \citealt{vise2025} & Tendency to align with user statements regardless of correctness; for Video-LLMs, aligning with user input even when it contradicts visual evidence.",vise2025,2605.21778,What Counts as AI Sycophancy? A Taxonomy and Expert Survey of a Fragmented Construct,s0044,single_cite_key
Manuscript.tex,"Meanwhile, some negative links exist in the real world indicating disapproval, disagreement, or distrust \citep{86_SiGAT_2019}.",86_SiGAT_2019,2605.08679,Attention-based graph neural networks: a survey,s0047,single_cite_key
acl_latex.tex,"In contrast to other existing tasks such as PeerQA\cite{baumgartner-etal-2025-peerqa}, where answers may involve author intent, argumentative reasoning, or external domain knowledge beyond the paper, \taskname strictly requires that all answers be directly grounded in the provided content, necessitating structured, multi-stage reading rather than generative reconstruction.",baumgartner-etal-2025-peerqa,2604.22861,IntrAgent: An LLM Agent for Content-Grounded Information Retrieval through Literature Review,s0048,single_cite_key
data.tex,"NOAH~\cite{NOAH} scales this evaluation to over 60,000 samples created from around 9,000 edited videos, testing whether models ignore inserted contradictory clips and instead generate events that align with the surrounding scene or narrative context.",NOAH,2604.12944,Distorted or Fabricated? A Survey on Hallucination in Video LLMs,s0050,single_cite_key
tacl2021.tex,"This additionally enables Step-Length Decoupling, i.e, the number of tokens to be generated (i.e., length) and the number of denoising iterations (i.e., steps) are decoupled, so a longer sequence does not demand additional steps, in contrast to autoregressive models where length and steps are necessarily equal \cite{zhang2025exploring}.",zhang2025exploring,2606.23690,"Beyond the Autoregressive Horizon: A Comprehensive Survey of Diffusion Models, World Modelling, and State Space Models for Code",s0053,single_cite_key
4.2_filter.tex,"SEED-GRPO~\citep{chen2025seedgrposemanticentropyenhanced} uses this entropy to modulate advantage magnitudes: prompts eliciting semantically consistent responses that have low entropy and high confidence undergo standard updates, while those with diverse, contradictory outputs that have high entropy and high uncertainty receive attenuated updates, implementing a dynamic, uncertainty-aware learning rate.",chen2025seedgrposemanticentropyenhanced,2605.02913,"Generate, Filter, Control, Replay: A Comprehensive Survey of Rollout Strategies for LLM Reinforcement Learning",s0054,single_cite_key
MAIN.tex,"\cite{forster2025taxonomy} identify four complementary sources: \textit{data uncertainty}, arising from noise, bias, or incompleteness; \textit{model uncertainty}, linked to assumptions, architecture, or training; \textit{method uncertainty}, reflecting instability or disagreement among explanation techniques; and \textit{human uncertainty}, capturing variability in how individuals interpret and act upon explanations.",forster2025taxonomy,2603.26838,Concerning Uncertainty -- A Systematic Survey of Uncertainty-Aware XAI,s0056,single_cite_key
main.tex,Hallucinations occur when models confidently generate plausible but incorrect information and can be classified as extrinsic – misrecalling facts present in training data – or intrinsic – contradicting or exceeding the input context \cite{hajji2025map}.,hajji2025map,2602.19534,Large Language Model-Assisted UAV Operations and Communications: A Multifaceted Survey and Tutorial,s0059,single_cite_key
2_application.tex,"\textbf{APEX}~\cite{chen2026apex} addresses two fundamental challenges in multi-objective GRPO: \textbf{variance hijacking}, where high-variance rewards (e.g., aesthetics scores) generate disproportionately large advantage signals after group normalization and thus dominate low-variance but equally important objectives such as safety, and \textbf{gradient conflict}, where gradients from different objectives point in contradictory directions and hinder coordinated optimization.",chen2026apex,2603.06623,Advances in GRPO for Generation Models: A Survey,s0060,single_cite_key
2_application.tex,"Addressing text–condition conflicts, \textbf{BideDPO}~\cite{zhou2025bidedpo} proposes \textbf{Bidirectionally Decoupled DPO}, separately modeling text-dominant and condition-dominant preference signals to mitigate failures when textual descriptions contradict reference conditions.",zhou2025bidedpo,2603.06623,Advances in GRPO for Generation Models: A Survey,s0061,single_cite_key
2_application.tex,"Finally, \textbf{ReasonX}~\cite{dirik2025reasonx} applies MLLM perceptual judgment as GRPO rewards to \textbf{intrinsic image decomposition}, achieving a \textbf{9--25\%} reduction in WHDR (Weighted Human Disagreement Rate).",dirik2025reasonx,2603.06623,Advances in GRPO for Generation Models: A Survey,s0062,single_cite_key
Manuscript.tex,The query-by-committee strategy is incorporated as an additional feature within the SVM framework to guide the selection of training data in regions of the feature space where significant disagreements are observed among the committee of models \cite{shoghi2024optimizing}.,shoghi2024optimizing,2602.01215,AI Meets Plasticity: A Comprehensive Survey,s0064,single_cite_key
Manuscript.tex,"For cyclic plasticity, the study in \cite{talebi2026cycle} introduces cycle-domain plasticity models, where SR is used to learn the per-cycle evolution of plastic strain, in contrast to ML-based time-domain methods.",talebi2026cycle,2602.01215,AI Meets Plasticity: A Comprehensive Survey,s0065,single_cite_key
Manuscript.tex,"The unstacked architecture of DeepONet consists of one branch network and one trunk network, in contrast to the stacked architecture of DeepONet which contains $p$ branch networks and one trunk network \cite{lu2021learning}.",lu2021learning,2602.01215,AI Meets Plasticity: A Comprehensive Survey,s0066,single_cite_key
manuscript.tex,"However, the complex interplay between modalities, such as subtle semantic mismatches \cite{shang2025semantic, shou2025cilf, ai2024gcn, shou2024low}, visual entailment contradictions, and temporal or contextual incoherence, presents formidable challenges \cite{wu2023mfir, shou2025contrastive, ai2023two}.","shang2025semantic, shou2025cilf, ai2024gcn, shou2024low;wu2023mfir, shou2025contrastive, ai2023two",2601.15316,The Paradigm Shift: A Comprehensive Survey on Large Vision Language Models for Multimodal Fake News Detection,s0068,likely_latex_artifact
manuscript.tex,Large $D$ signals cross-modal contradiction or missing supporting evidence \cite{xu2022evidence}.,xu2022evidence,2601.15316,The Paradigm Shift: A Comprehensive Survey on Large Vision Language Models for Multimodal Fake News Detection,s0070,single_cite_key
manuscript.tex,"A factorized formulation is as follows: \begin{equation} \begin{aligned} & P_\theta(y,F,D,I \mid x,c,\kappa)\propto \psi_Y(y\mid x,c,\kappa)\psi_F(F\mid x) \\ &\psi_D(D\mid x,c) \psi_I(I\mid x,c,\kappa) \psi_C(y,F,D,I) \end{aligned} \label{eq:factor-graph} \end{equation} where $\psi_C$ enforces structural compatibilities (e.g., severe tampering or strong cross-modal contradictions raise the prior for $y{=}1$, while high $I$ alone is not conclusive) \cite{chen2022cross}.",chen2022cross,2601.15316,The Paradigm Shift: A Comprehensive Survey on Large Vision Language Models for Multimodal Fake News Detection,s0071,single_cite_key
manuscript.tex,"For classification with free-form generation, a rationale-then-verbalizer template that first elicits a short explanation $r$ and then constrains the final answer to $\nu(y)$ often improves calibration and stability \cite{feng2025contradicted}.",feng2025contradicted,2601.15316,The Paradigm Shift: A Comprehensive Survey on Large Vision Language Models for Multimodal Fake News Detection,s0074,single_cite_key
manuscript.tex,Full tuning allows LVLMs to internalize complex cross-modal contradictions and high-level intents but requires significant computational and data resources \cite{chen2022cross}.,chen2022cross,2601.15316,The Paradigm Shift: A Comprehensive Survey on Large Vision Language Models for Multimodal Fake News Detection,s0075,single_cite_key
ArXiv_v2.tex,Confusion matrices are computed from the raw per-article decisions in the SESR-Eval replication package~\cite{Huotala25}.} \label{tab:SESREvalReanalysis} \end{table} Three observations emerge from this large-scale reanalysis: \begin{enumerate} \item \emph{Accuracy misleads at scale.} Accuracy and MCC disagree on the best LLM in 11 of 22 evaluable secondary studies (50\%; two studies with only included papers are excluded because MCC is undefined as explained above).,Huotala25,2511.12635,LLM4SCREENLIT: Recommendations on Assessing the Performance of Large Language Models for Screening Literature in Systematic Reviews,s0076,single_cite_key
background.tex,"Multi-view settings further expose this bottleneck: features aligned per image seldom aggregate into a consistent scene-level representation, leading to contradictions across views\citep{li2025viewspatialbenchevaluatingmultiperspectivespatial}.",li2025viewspatialbenchevaluatingmultiperspectivespatial,2511.15722,"Spatial Reasoning in Multimodal Large Language Models: A Survey of Tasks, Benchmarks and Methods",s0077,single_cite_key
large_language_models_for_coding.tex,"In contrast to unidirectional prediction, denoising objectives have proven highly effective for encoder-decoder architectures through span-level reconstruction tasks \citep{guo2022unixcoder}.",guo2022unixcoder,2510.12399,A Survey of Vibe Coding with Large Language Models,s0080,single_cite_key
sample-manuscript.tex,"To find feasible hypothesis updates, active learning always uses an error disagreement coefficient \cite{dasgupta2011two} to control the hypothesis-pruning.",dasgupta2011two,2510.08962,Analytical Survey of Learning with Low-Resource Data: From Analysis to Investigation,s0082,single_cite_key
bare_jrnl_new_sample4.tex,"Even when feedback is correctly interpreted, the introspection process may still be flawed: agents might wrongly judge their reasoning as consistent despite existing logical contradictions, or mistakenly believe they have considered all relevant factors while overlooking critical variables~\cite{li2024hindsight}.",li2024hindsight,2509.18970,"LLM-based Agents Suffer from Hallucinations: A Survey of Taxonomy, Methods, and Directions",s0086,single_cite_key
bare_jrnl_new_sample4.tex,"This enables them to handle real-world problems and reject outputs that contradict established facts, thereby effectively mitigating the occurrence of agent hallucinations~\cite{richens2025general}.",richens2025general,2509.18970,"LLM-based Agents Suffer from Hallucinations: A Survey of Taxonomy, Methods, and Directions",s0087,single_cite_key
template.tex,"Furthermore, while Zeek is particularly valuable for detecting zero-day attacks due to its anomaly-based approach, its practical adoption is often limited by a smaller default rule set and a less active community for rule generation, in contrast to Snort and Suricata which benefit from extensive rule bases and robust community support \cite{waleed2022open}.",waleed2022open,2509.10858,Large Language Models for Security Operations Centers: A Comprehensive Survey,s0089,single_cite_key
revised_MAIN_elsarticle-num.tex,"In contrast to the other studies, Liang \emph{et al.} proposed a lexical probing method to test the hypothesis that traditional approaches for information retrieval can outperform modern transformer-based solutions in certain cases \cite{hiemstra_using_2021}.",hiemstra_using_2021,2508.04427,Decoding the Multimodal Maze: A Systematic Review on the Adoption of Explainability in Multimodal Attention-based Models,s0091,single_cite_key
agent_operations.tex,\subsubsection{Single-step} % \subsubsection{Introspective} % introspective planning提出LLM很容易产生与常识相悖或者无法执行的plan。因此提出两个技术解决。一是通过RAG召回类似的plan帮助生成合理的下一步的计划，二是采用Conformal Prediction技术，根据token概率生成多个高质量的答案，之后根据human的feedback进一步选择。 Introspective \cite{liang2024introspective} identifies that LLMs often generate plans that are either impractical or contradict common sense.,liang2024introspective,2508.02121,"A Survey on AgentOps: Categorization, Challenges, and Future Directions",s0092,single_cite_key
agent_status.tex,\citet{109} define hallucinations as the generation of unreliable text that contradicts known facts.,109,2508.02121,"A Survey on AgentOps: Categorization, Challenges, and Future Directions",s0093,single_cite_key
reject-overthinking.tex,"In contrast to the above approaches that rely on teacher-generated CoT paths, DRP \citep{jiang2025drp} begins with initial reasoning paths generated by the student model and applies pruning via a teacher model.",jiang2025drp,2508.02120,Don't Overthink It: A Survey of Efficient R1-style Large Reasoning Models,s0095,single_cite_key
main.tex,"Rayyan~\cite{ouzzani2016rayyan}, a dedicated web-based screening tool, was used to manage blinded decisions and track reviewer disagreements systematically.",ouzzani2016rayyan,2508.02096,Evaluating User Experience in Conversational Recommender Systems: A Systematic Review Across Classical and LLM-Powered Approaches,s0096,single_cite_key
main.tex,\item Estimating uncertainty at runtime to flag low-confidence or conflicting findings \cite{liu2024uncertainty}.,liu2024uncertainty,2508.05660,Open-Source Agentic Hybrid RAG Framework for Scientific Literature Review,s0097,single_cite_key
SLR.tex,"Contrary to manually labeling VFCs, relying solely on VFCs often results in noisy labels due to the simplifying assumption that all pre-commit code is vulnerable and all post-commit code is secure~\cite{croft2023data}.",croft2023data,2507.22659,A Systematic Literature Review on Detecting Software Vulnerabilities with Large Language Models,s0098,single_cite_key
what_to_evolve.tex,"Mem0\citep{chhikara2025mem0} introduces a two-phase pipeline where the agent first extracts salient facts from recent dialogue and then decides how to update the long-term memory: the agent can ADD new facts, MERGE/UPDATE redundant ones, or DELETE contradictions.",chhikara2025mem0,2507.21046,"A Survey of Self-Evolving Agents: What, When, How, and Where to Evolve on the Path to Artificial Super Intelligence",s0099,single_cite_key
main.tex,"In contrast, hypergame theory advances the game-theoretic paradigm by explicitly modelling subjective representations of the strategic scenario -- so-called \textit{perceptual games} -- in which agents may disagree about the components of the game: the participating players, the available actions, or the payoff structure~\citep{Bennett1977}.",Bennett1977,2507.19593,A Survey on Hypergame Theory: Modelling Misaligned Perceptions and Nested Beliefs for Multi-Agent Systems,s0100,single_cite_key
Explainable_Artificial_Intelligence_in_Biomedical_Image_Analysis.tex,"However, \cite{vanderVelden2022} organizes XAI methods by anatomical location, lacking a thorough methodological review and modality-specific interpretability requirement analysis.",vanderVelden2022,2507.07148,Explainable Artificial Intelligence in Biomedical Image Analysis: A Comprehensive Survey,s0102,single_cite_key
RQ2.tex,"However, \cite{PS23} reports no statistically significant differences in task completion time or correctness when introducing a PyCharm plugin designed to reduce reliance on Stack Overflow, suggesting that benefits vary across tools or tasks.",PS23,2507.03156,The Impact of LLM-Assistants on Software Developer Productivity: A Systematic Review and Mapping Study,s0104,single_cite_key
RQ2.tex,"Studies report mixed results when handling complex requirements, with LLM-assistants showing limitations in design recommendations and oversimplification of solutions \cite{PS61}.",PS61,2507.03156,The Impact of LLM-Assistants on Software Developer Productivity: A Systematic Review and Mapping Study,s0105,single_cite_key
draft.tex,"Contrary to \citet{xu2025chainofdraft}'s approach, the authors do not instruct the LLM to constrain its response length.",xu2025chainofdraft,2507.02076,Reasoning on a Budget: A Survey of Adaptive and Controllable Test-Time Compute in LLMs,s0109,single_cite_key
draft.tex,"Unlike \citet{ma2025cotvalvelengthcompressible}'s compression, TokenSkip generates compressed responses that are difficult to comprehend.",ma2025cotvalvelengthcompressible,2507.02076,Reasoning on a Budget: A Survey of Adaptive and Controllable Test-Time Compute in LLMs,s0110,single_cite_key
draft.tex,"However, \citet{xu2025softcotsoftchain} show that this method suffers from catastrophic forgetting and requires full model finetuning.",xu2025softcotsoftchain,2507.02076,Reasoning on a Budget: A Survey of Adaptive and Controllable Test-Time Compute in LLMs,s0111,single_cite_key
draft.tex,"However, \citet{wang2025self-estimating} note that sampling multiple reasoning paths in their entirety is computationally wasteful and propose a method to focus on promising CoTs.",wang2025self-estimating,2507.02076,Reasoning on a Budget: A Survey of Adaptive and Controllable Test-Time Compute in LLMs,s0112,single_cite_key
main.tex,"\item \textbf{Long-horizon behavioral inconsistency}—outdated or mismatched memories contradict current task goals, especially when reflective planning or replay-based reasoning mechanisms treat memory as factual grounding~\cite{Hatalis2024Memory}.",Hatalis2024Memory,2506.23844,A Survey on Autonomy-Induced Security Risks in Large Model-Based Agents,s0113,single_cite_key
6_Time_Series_Fusion.tex,"In contrast to the decoder in DETR3D~\cite{detr3d} which relies on sparse object queries, BEVFormer incorporates an additional encoder based on dense BEV queries to generate dense BEV features, facilitating semantic segmentation tasks.",detr3d,2506.19769,"A Survey of Multi-sensor Fusion Perception for Embodied AI: Background, Methods, Challenges and Prospects",s0114,single_cite_key
template.tex,"In contrast to standard 3D morphable face models, IMavatar\cite{zheng2022imavatarimplicit} is a method for learning implicit head avatars from monocular films that improve geometry and expression space by learning an implicit head representation.",zheng2022imavatarimplicit,2507.02900,"Advancing Talking Head Generation: A Comprehensive Survey of Multi-Modal Methodologies, Datasets, Evaluation Metrics, and Loss Functions",s0115,single_cite_key
main.tex,"\path{Gemini/Deep Research} \cite{deep_research_now_available_gemini} includes explicit uncertainty modeling and conflicting evidence presentation, enhancing transparency when definitive conclusions cannot be reached.",deep_research_now_available_gemini,2506.12594,"A Comprehensive Survey of Deep Research: Systems, Methodologies, and Applications",s0116,single_cite_key
main.tex,"Open implementations like \path{HKUDS/Auto-Deep-Research} \cite{hkuds2024} employ simpler but useful contradiction identification approaches, flagging potential inconsistencies for user review.",hkuds2024,2506.12594,"A Comprehensive Survey of Deep Research: Systems, Methodologies, and Applications",s0117,single_cite_key
main.tex,"Mengaldo~\cite{mengaldo2025explainblackboxsake} argues that transparent explanation is not merely a feature but a fundamental requirement for scientific applications, emphasizing that black-box approaches fundamentally contradict scientific methodology's requirement for transparent reasoning and reproducible results.",mengaldo2025explainblackboxsake,2506.12594,"A Comprehensive Survey of Deep Research: Systems, Methodologies, and Applications",s0118,single_cite_key
main.tex,"\path{Perplexity/Deep Research} \cite{perplexity2025} provides explicit conflict identification and resolution guidance, identifying methodological differences, contextual factors, and potential reconciliation approaches when faced with contradictory evidence.",perplexity2025,2506.12594,"A Comprehensive Survey of Deep Research: Systems, Methodologies, and Applications",s0119,single_cite_key
main.tex,More sophisticated implementations like \path{Camel-AI/OWL} \cite{camel2025} incorporate structured evidence models that represent both supporting and contradicting information within unified frameworks.,camel2025,2506.12594,"A Comprehensive Survey of Deep Research: Systems, Methodologies, and Applications",s0120,single_cite_key
06_Discussion_Challenges_FutureDirections.tex,"Furthermore, there is a lack of benchmarks specifically for generalist models in contrast to task-specific ones \citep{queiroz2025fair}.",queiroz2025fair,2506.10825,Generalist Models in Medical Image Segmentation: A Survey and Performance Comparison with Task-Specific Approaches,s0121,single_cite_key
03_TechnicalBackground.tex,"In contrast to knowledge distillation where the teacher model is known a priori, in DINO the teacher is built from past iterations of the student model \citep{dino_cvf}.",dino_cvf,2506.10825,Generalist Models in Medical Image Segmentation: A Survey and Performance Comparison with Task-Specific Approaches,s0122,single_cite_key
03_TechnicalBackground.tex,"In contrast to TransUNet, which processed only the low-resolution feature maps from the last stage, CoTr allowed the transformer to \textbf{fuse globally} the multi-scale feature maps from the CNN encoder and kept abundant high-resolution information for segmentation \citep{10.1007/978-3-030-87199-4_16}.",10.1007/978-3-030-87199-4_16,2506.10825,Generalist Models in Medical Image Segmentation: A Survey and Performance Comparison with Task-Specific Approaches,s0123,single_cite_key
main.tex,"In contrast to the broader perspective offered by another recent survey~\cite{li2023multimodal}, which comprehensively explores the taxonomy and evolution of multimodal foundation models, encompassing Unified Vision Models, Large Language Models, and their applications in multimodal agents, our survey maintains a narrower focus.",li2023multimodal,2506.09954,Vision Generalist Model: A Survey,s0124,single_cite_key
paper.tex,"They noted that ""more than half of the examined strategies do not exhibit significant advantages over the [random] baseline."" \cite{bahriMarginAllYou2022} recommended strongly the max-margin-based uncertainty-sampling \gls{AL} strategy, contrary to findings from other papers.",bahriMarginAllYou2022,2506.03817,Survey of Active Learning Hyperparameters: Insights from a Large-Scale Experimental Grid,s0127,single_cite_key
main.tex,"Unlike \cite{blaauwbroek2024learning} which focuses on the development of formal theorem proving, this paper approaches from two unique perspectives: formal verification and mathematical problems, to deeply explore the application and value of autoformalization in LLMs, providing new ideas and methods for improving the performance of LLMs.",blaauwbroek2024learning,2505.23486,Autoformalization in the Era of Large Language Models: A Survey,s0129,single_cite_key
sample-sigconf.tex,"\citet{Liang2023EncouragingDT} examine different levels of disagreement by manipulating meta prompts ranging from ""must agree"" to ""must disagree with each other on every point."" They find optimal performance emerges at moderately high but not absolute disagreement.",Liang2023EncouragingDT,2506.00066,Literature Review Of Multi-Agent Debate For Problem-Solving,s0130,single_cite_key
