sentence_id,status,skip_reason,topic,hypothesis_a,source_a,hypothesis_b,source_b
s0633,skipped,"not_genuine_contrast: Bau et al. 2018 (GAN Dissection), Koh et al. 2020 (Concept Bottleneck Models), Abid et al. 2022 (Conceptual Counterfactual Explanations), and Meng et al. 2022 (Locating and Editing Factual Associations in GPT) are cited together as a joint list of methods that all enable concept-based debugging/intervention in neural networks, not as opposing works.",,,,,
s0634,skipped,"not_genuine_contrast: Schwalbe 2022's survey (vision-focused concept-embedding analysis) and Sajjad et al. 2022's survey (NLP-focused neuron-level analysis) are described identically in the sentence as each being narrow, single-domain surveys 'limited in scope, failing to analyze the two areas together.' They share the same characterization relative to the present survey rather than disagreeing with each other.",,,,,
s0635,skipped,"not_genuine_contrast: Reformer (Kitaev et al. 2019), ELECTRA (Clark et al. 2019), and LayoutLM (Xu et al. 2020) are cited jointly as three components combined together into a single successful model — they are used cooperatively, not presented as opposing approaches.",,,,,
s0639,skipped,"not_genuine_contrast: OpenAI's AI Text Classifier and Tian's GPTZero are cited jointly as two detectors that 'still work' via cross-domain transfer when the source model is unknown — the sentence makes one shared claim about both tools, not a disagreement between them.",,,,,
s0642,skipped,"not_genuine_contrast: Finn et al. 2017 (MAML) and Vanschoren 2018 (meta-learning survey) are cited jointly as examples of meta-learning-based approaches used to impose more flexible editing constraints, not as opposing works.",,,,,
s0646,skipped,"not_genuine_contrast: Luo 2005 and Kübler & Zhekova 2011 are cited jointly because they make the SAME argument (that the MUC coreference metric prefers singletons) — the sentence states they 'argued' this together. This is agreement between the two works, not a disagreement.",,,,,
s0647,skipped,"not_genuine_contrast: Sukthanker et al. (anaphora/coreference resolution review) and Aralikatte et al. 2021 (ellipsis resolution as question answering) are cited as two different example downstream applications (entity extraction vs. ellipsis recovery) that both illustrate the same claim — that linking noun phrases helps higher-level reasoning. They are parallel supporting examples, not two sides of a disagreement.",,,,,
s0648,skipped,"not_genuine_contrast: Paivio 1965 and Löhr 2022 are cited jointly to support one linked claim about abstractness being related to imagery and non-perceptibility. They are complementary supporting citations, not opposing claims.",,,,,
s0651,skipped,"not_genuine_contrast: Austin 1975 (speech acts) and Lakoff & Johnson 1980 (conceptual metaphors) are cited as two different pragmatic frameworks that can each help explain subjectivity — parallel examples of the same broader claim about pragmatics, not a disagreement between the two works.",,,,,
s0658,skipped,"not_genuine_contrast: Zeng 2023 (a Chinese multitask understanding benchmark), Liu et al. 2023 (M3KE), and Li et al. 2023 (CMMLU) are cited jointly as evidence supporting one claim — that SFT'd or larger-parameter LLMs show limited or declining gains on these benchmarks. They are joint supporting evidence, not works taking opposite positions.",,,,,
s0660,skipped,"not_genuine_contrast: Razeghi et al. 2022 and Kandpal et al. 2023 are cited jointly because both 'identified a positive correlation between ICL performance and term frequency' — the sentence explicitly states they found the same thing, i.e. they agree, not disagree.",,,,,
s0665,skipped,"not_genuine_contrast: Ke, Liu, Ma, Xu & Shu 2021 ('Achieving forgetting prevention and knowledge transfer') and Ke, Xu & Liu 2021 ('Adapting BERT for continual learning') share the same first author (Ke et al.) and are complementary papers building the same adapter-based continual learning approach with a knowledge-sharing module — not opposing works.",,,,,
s0666,skipped,"not_genuine_contrast: Ott et al. 2023 (ThoughtSource), Singhal et al. 2023 (medical QA with LLMs), and Wei et al. 2022 (chain-of-thought prompting) are cited jointly as supporting evidence for one claim — that LLMs show enhanced logical reasoning capability. They agree with each other; there is no two-sided dispute.",,,,,
s0674,skipped,"not_genuine_contrast: In this LaTeX-commented (Chinese-language) passage, Yuan et al. (Osprey), Li et al. (OtterHD), Dong et al. (InternLM-XComposer2-4KHD), and Chen et al. (InternVL1.5) are all listed jointly as models that use higher-resolution images to improve capability — a joint list of similar approaches, not opposing works.",,,,,
s0675,skipped,"not_genuine_contrast: This is a fully LaTeX-commented (%-prefixed) Chinese/English draft passage describing Li et al.'s CancerGPT as using data from Zagidullin et al.'s DrugComb database — a tool-uses-resource relationship, not a disagreement between the two works.",,,,,
s0681,skipped,"not_genuine_contrast: Dai et al. 2022 and Sun et al. 2023 are cited jointly because 'some argue' the same thing — that object hallucination is caused by image-text misalignment. The sentence groups them as sharing one position, not as disagreeing with each other.",,,,,
s0683,skipped,"not_genuine_contrast: Reference ""17"" (Chen & Qian, retrieve-and-edit domain adaptation for ABSA) and reference ""6"" (Fei et al., robustness of ABSA) are cited jointly as supporting evidence for the claim that dataset-reliant solutions and skewed domain distribution hinder ABSA generalizability — joint supporting citations, not opposing claims.",,,,,
s0684,skipped,"not_genuine_contrast: Vaswani et al. 2017 ('Attention Is All You Need') and Liu et al. 2020 (ABSA deep-learning survey) are cited jointly to support one claim about sequential models' parallelization difficulty and vanishing/exploding gradients. They are joint supporting citations, not two works disagreeing.",,,,,
s0685,skipped,"not_genuine_contrast: Kim et al. 2018 (BDD-X) and Malla et al. 2023 (DRAMA) are simply named as two datasets that 'were independently created' — a factual, non-contested statement about dataset provenance, not a disagreement between the two works' findings or methods.",,,,,
s0686,skipped,"likely_latex_artifact: This entire sentence is LaTeX-commented out (prefixed with %) and, after stripping markup, states only that Radford et al. 2018 (GPT), Brown et al. 2020 (GPT-3), and Radford et al. 2019 (GPT-2) all use a decoder-only causal-LM architecture — the three works describe the same consistent GPT model family lineage, not a disagreement, and the passage was never part of the rendered survey text.",,,,,
s0688,skipped,"not_genuine_contrast: Zhao et al. 2023 (GIMLET) and Qin et al. 2023 (disentangled representation learning for text-attributed graphs) are cited jointly to illustrate the same challenge — vanishing gradients when inserting a GNN module into LLMs for joint training. They are joint supporting citations, not opposing works.",,,,,
s0689,skipped,"not_genuine_contrast: Kusa et al. 2023 (VoMBaT) and O'Mara-Eves et al. 2015 (systematic review of text mining for study identification) are cited jointly as sources that use confusion-matrix-based Precision/Recall evaluation for the screening-as-classification framing — joint supporting citations, not a disagreement.",,,,,
s0690,skipped,"not_genuine_contrast: Google Vertex AI, Amazon SageMaker, and Azure AI are cited jointly as three commercial examples of GPU-providing deployments that all share the same billing characteristic (continuous billing through the infrastructure lifecycle) — a joint list of analogous products, not a disagreement.",,,,,
s0691,skipped,"not_genuine_contrast: Hamilton et al. 2017 (GraphSAGE), Hou et al. 2022 (GraphMAE), Wang et al. 2017 (MGAE), Park et al. 2019 (symmetric graph autoencoder), Wang et al. 2021 (self-supervised link prediction), and Hou et al. 2023 (GraphMAE2) are cited jointly as six example instances of the same category — predictive/reconstruction-based self-supervised graph models — not as opposing works.",,,,,
s0692,skipped,"not_genuine_contrast: Niepert et al. 2016 (learning CNNs for graphs, an early GCN-style method) and Hamilton et al. 2017 (GraphSAGE) are cited jointly as two examples of 'deep GNNs' that keep input node features constant while optimizing deep model parameters — a joint list of methods in the same category, not two works taking opposite positions.",,,,,
