file,sentence,cited_keys,survey_arxiv_id,survey_title,sentence_id,drop_reason
full_paper_TPAMI_20210617.tex,"Chung \etal ~\cite{chung2020featuremaplevel}, on the other hand, propose to impose no transformation to both student and teacher, but rather add a discriminator to distinguish the feature map distributions of different networks (teacher or student).",chung2020featuremaplevel,2004.05937,Knowledge Distillation and Student-Teacher Learning for Visual Intelligence: A Review and New Outlooks,s0054,single_cite_key
full_paper_TPAMI_20210617.tex,"Based on the definition of layer group \cite{zagoruyko2016wide}, in which a group of layers have same spatial size, AT \cite{zagoruyko2016paying}, FSP \cite{yim2017gift}, Jacobian \cite{srinivas2018knowledge}, MEAL \cite{shen2019meal}, KSANC \cite{changyong2019knowledge}, Gao \etal~\cite{gao2020residual} and Kulkarni \etal~\cite{kulkarni2019stagewise} define the distillation position at the end of each layer group, in contrast to FT \cite{kim2018paraphrasing} and NST \cite{huang2017like} where t",zagoruyko2016wide;zagoruyko2016paying;yim2017gift;srinivas2018knowledge;shen2019meal;changyong2019knowledge;gao2020residual;kulkarni2019stagewise;kim2018paraphrasing;huang2017like,2004.05937,Knowledge Distillation and Student-Teacher Learning for Visual Intelligence: A Review and New Outlooks,s0055,likely_latex_artifact
full_paper_TPAMI_20210617.tex,"In contrast to making the `positive' and `negative' (augmented) examples, BYOL \cite{grill2020bootstrap} directly bootstraps the representations with two neural networks, referred to as online and target networks, that interact and learn from each other.",grill2020bootstrap,2004.05937,Knowledge Distillation and Student-Teacher Learning for Visual Intelligence: A Review and New Outlooks,s0059,single_cite_key
models_compositional.tex,"On the other hand, it allows to use ``deep supervision'', \ie optimizing an objective that depends on the outputs of internal modules (\eg which supporting facts an attention mechanism should focus on \cite{weston2014}).",weston2014,1607.05910,Visual Question Answering: A Survey of Methods and Datasets,s0062,single_cite_key
main.tex,"However, \cite{OFA} was still computational resource-intensive, as the whole process took 1,200 GPU hours with V100 GPUs.",OFA,1908.00709,AutoML: A Survey of the State-of-the-Art,s0064,single_cite_key
2_Body.tex,"Conversely, deep neural networks seem to generalize better on different tasks \citep{lipton2016modeling}.",lipton2016modeling,2011.07876,A Survey on the Explainability of Supervised Machine Learning,s0065,single_cite_key
2_Body.tex,"In contrast to all the previously mentioned decompositional \ac{rf} methods, this method can only be used for classification tasks but not for regression tasks \citep{mashayekhi2017rule}.",mashayekhi2017rule,2011.07876,A Survey on the Explainability of Supervised Machine Learning,s0066,single_cite_key
2_Body.tex,"However, \citet{jain2019attention} believe that attention based models do not provide meaningful explanations for model prediction.",jain2019attention,2011.07876,A Survey on the Explainability of Supervised Machine Learning,s0067,single_cite_key
1_Introduction.tex,"Incompleteness, on the other hand, means that there is something about the problem that cannot be sufficiently encoded into the model (\citet{doshi2017towards}).",doshi2017towards,2011.07876,A Survey on the Explainability of Supervised Machine Learning,s0068,single_cite_key
survey.tex,"In contrast to VM-level adaptation to specific edge servers\cite{matsubara2019distilled}, the authors propose application-level adaptation for generic servers.",matsubara2019distilled,2303.16129,Unleashing the Power of Edge-Cloud Generative AI in Mobile Networks: A Survey of AIGC Services,s0071,single_cite_key
arxiv.tex,"Different from \cite{pang2020ranking} that addresses an unsupervised setting, a weakly-supervised setting is assumed in \cite{pang2019ranking,sultani2018ranking}.","pang2020ranking;pang2019ranking,sultani2018ranking",2007.02500,Deep Learning for Anomaly Detection: A Review,s0072,all_keys_unresolved
arxiv.tex,"Therefore, it would be interesting to explore how deep anomaly detection could be utilized to enhance this challenging reinforcement learning problem; conversely, there can be opportunities to leverage curiosity learning techniques for anomaly detection, such as the method in \cite{wang2020distance}.",wang2020distance,2007.02500,Deep Learning for Anomaly Detection: A Review,s0073,single_cite_key
Luxburg07_tutorial.tex,"Unfortunately, explaining more details about those results goes beyond the scope of this tutorial, so we refer the interested reader to \citeA{LuxBelBou_annofstats}.\\ In contrast to the clear convergence statements for normalized spectral clustering, the situation for unnormalized spectral clustering is much more unpleasant.",LuxBelBou_annofstats,0711.0189,A Tutorial on Spectral Clustering,s0074,single_cite_key
background.tex,"In contrast to spiking computing, another subarea of brain-inspired computing is called neural networks, which is the focus of this article.\footnote{Note: Recent work using TrueNorth in a stylized fashion allows it to be used to compute reduced precision neural networks~\cite{esser2016convolutional}.",esser2016convolutional,1703.09039,Efficient Processing of Deep Neural Networks: A Tutorial and Survey,s0075,single_cite_key
main_TMECH.tex,"Logical reasoning \cite{jin2024reasoning}, on the other hand, involves instructions that may contain logical relationships requiring inference to discern human intent and subsequently grasp the target.",jin2024reasoning,2407.06886,Aligning Cyber Space with Physical World: A Comprehensive Survey on Embodied AI,s0077,single_cite_key
applications.tex,"In contrast to work that predicts source code, \citet{movshovitz2013natural} create a recommender system to assist comment completion given a source code snippet, using a topic-like graphical model to model context information.",movshovitz2013natural,1709.06182,A Survey of Machine Learning for Big Code and Naturalness,s0079,single_cite_key
applications.tex,"\citet{allamanis2014learning,allamanis2015suggesting,allamanis2016convolutional,bavishi2017context2name} exploit the statistical similarities of code's surface structure to learn and suggest variable, method, and class naming conventions, while \citet{allamanis2014mining} and \citet{allamanis2016mining} mine conventional syntactic and semantic patterns of code constructs that they call \emph{idioms}.","allamanis2014learning,allamanis2015suggesting,allamanis2016convolutional,bavishi2017context2name;allamanis2014mining;allamanis2016mining",1709.06182,A Survey of Machine Learning for Big Code and Naturalness,s0080,all_keys_unresolved
probmodels.tex,"In contrast to text, code tends to be more verbose \citep{hindle2012naturalness} and much information is lost within the $n-1$ tokens of the context.",hindle2012naturalness,1709.06182,A Survey of Machine Learning for Big Code and Naturalness,s0081,single_cite_key
probmodels.tex,"In contrast to their wide application in NLP, probabilistic context free grammars (PCFG) have been found to be unsuitable as language models of code \citep{maddison2014structured,raychev2016learning}.","maddison2014structured,raychev2016learning",1709.06182,A Survey of Machine Learning for Big Code and Naturalness,s0082,all_keys_unresolved
mtl_survey.tex,"On the other hand, \cite{liang_2018} introduces several variations of a multi-task neural architecture search algorithm that uses evolutionary strategies to learn neural network modules which can be reordered differently for various tasks.",liang_2018,2009.09796,Multi-Task Learning with Deep Neural Networks: A Survey,s0083,single_cite_key
mtl_survey.tex,"On the other hand, the Distral framework for multi-task reinforcement learning \cite{teh_2017} provides a setting which accomplishes exactly this symmetric information flow between student and teacher.",teh_2017,2009.09796,Multi-Task Learning with Deep Neural Networks: A Survey,s0084,single_cite_key
mtl_survey.tex,"\item \textbf{Stanford Natural Language Inference} \cite{bowman_2015} contains 570,000 sentence pairs, where each pair contains a label describing their relationship as either neutral, entailment, or contradiction.",bowman_2015,2009.09796,Multi-Task Learning with Deep Neural Networks: A Survey,s0085,single_cite_key
main.tex,"% end-to-end In contrast to feature engineering, \emph{end-to-end} deep learning aims to incorporate the feature learning process while fine-tuning the discriminative classifier~\citep{nweke2018deep}.",nweke2018deep,1809.04356,Deep learning for time series classification: a review,s0086,single_cite_key
main.tex,"On the other hand, DNNs offer this type of scalability evidenced by its revolution in the field of computer vision when applied to images, which are thousand times larger than time series data~\citep{russakovsky2015imagenet}.",russakovsky2015imagenet,1809.04356,Deep learning for time series classification: a review,s0087,single_cite_key
main.tex,RDGCN \cite{DBLP:conf/ijcai/WuLF0Y019} leverages a dual relation graph to solve contradictory representations in triangular entity graph structures.,DBLP:conf/ijcai/WuLF0Y019,2302.05019,A Comprehensive Survey on Automatic Knowledge Graph Construction,s0088,single_cite_key
autonomous_survey.tex,"On the other hand, extremely cautious ADSs are also making a negative impression \cite{donfro2018}.",donfro2018,1906.05113,A Survey of Autonomous Driving: Common Practices and Emerging Technologies,s0092,single_cite_key
autonomous_survey.tex,"On the other hand, in information-centric networking, vehicles stream query messages to an area instead of a direct address and they accept corresponding responses from any sender \cite{lee2016internet}.",lee2016internet,1906.05113,A Survey of Autonomous Driving: Common Practices and Emerging Technologies,s0093,single_cite_key
autonomous_survey.tex,"Another aspect is the sensor size: smaller sensors are preferred on the vehicle because of limited space and aerodynamic restraints and lidars are generally larger than radars.%; different from \cite{ilas2013electronic} we consider additional sensor types, size and cost information.",ilas2013electronic,1906.05113,A Survey of Autonomous Driving: Common Practices and Emerging Technologies,s0094,single_cite_key
Arxiv_RL_Health.tex,"For instance, in treatment of cancers \cite{zhao2009reinforcement}, the reward function was usually decomposed into several independent or contradictory components based on some prior domain knowledge, each of which was mapped into some integer numbers, e.g., -60 as a high penalty for patient death and +15 as a bonus for a cured patient.",zhao2009reinforcement,1908.08796,Reinforcement Learning in Healthcare: A Survey,s0095,single_cite_key
sec_repres.tex,"In contrast to DICA which deals with the marginal distribution, \citet{li2018domain} learned a feature representation which has domain-invariant class conditional distribution.",li2018domain,2103.03097,Generalizing to Unseen Domains: A Survey on Domain Generalization,s0100,single_cite_key
sec_research_area.tex,"On the other hand, decentralized training is another possible solution~\cite{kaissis2020secure}.",kaissis2020secure,2103.03097,Generalizing to Unseen Domains: A Survey on Domain Generalization,s0101,single_cite_key
main.tex,"\item In contrast to open set, partial domain adaptation refers to the situation where the target label set is a subset of the source label set \cite{cao2018partial}, \cite{zhang2018importance}.",cao2018partial;zhang2018importance,2010.03978,A Brief Review of Domain Adaptation,s0105,all_keys_unresolved
main.tex,"Deep domain adaptation approaches \cite{long2015learning}, \cite{glorot2011domain}, \cite{ganin2015unsupervised}, \cite{ajakan2014domain}, on the other hand, utilize neural networks.",long2015learning;glorot2011domain;ganin2015unsupervised;ajakan2014domain,2010.03978,A Brief Review of Domain Adaptation,s0106,all_keys_unresolved
nlp.tex,"On the other hand, the work \citep{iyyer2018adversarial} manages to fool the text classifier by paraphrasing the structure of sentences.",iyyer2018adversarial,1909.08072,"Adversarial Attacks and Defenses in Images, Graphs and Text: A Review",s0107,single_cite_key
main.tex,"In Brakerski's new scale invariant FHE scheme~\cite{brakerski2012fully}, contrary to the existing FHE schemes, the noise grows linearly with the evaluation of homomorphic operations instead of exponentially and the scheme is based on the hardness of \textit{GapSVP problem}~\cite{peikert2015decade}.",brakerski2012fully;peikert2015decade,1704.03578,A Survey on Homomorphic Encryption Schemes: Theory and Implementation,s0108,all_keys_unresolved
main.tex,"Moreover, unlike \cite{naehrig2011can}, in \cite{bos2013improved} the underlying scheme was implemented in C programming language to avoid the unwelcome overhead due to the computer algebra system.",naehrig2011can;bos2013improved,1704.03578,A Survey on Homomorphic Encryption Schemes: Theory and Implementation,s0109,all_keys_unresolved
main.tex,"\subsubsection{\revision{ ""Real world"" complex FHE implementations}} In contrast to above schemes, which are either proof of concept or small-depth implementations, the authors in \cite{gentry2012homomorphic} implemented FHE for the first time to evaluate \revision{the} circuit complex enough for a real life application.",gentry2012homomorphic,1704.03578,A Survey on Homomorphic Encryption Schemes: Theory and Implementation,s0110,single_cite_key
survey_edit_fnt.tex,"In contrast to these optimization-based approaches, \citet{kalweit2017uncertainty} derive the ratio between real and planned data from the variance of the estimated Q-function.",kalweit2017uncertainty,2006.16712,Model-based Reinforcement Learning: A Survey,s0111,single_cite_key
main.tex,"Conversely, the concept of homogenization, stemming from algorithms, suggests that deep learning enables advancements in model architectures to permeate throughout the entire community\cite{bommasani2021opportunities}.",bommasani2021opportunities,2307.00855,Review of Large Vision Models and Visual Prompt Engineering,s0116,single_cite_key
adaij16_arXiv.tex,"%\paragraph{Nonparametric multi-task \textsc{birl}} In contrast to parametric clustering, \textsc{dpm}-\textsc{birl} is a clustering method that learns multiple reward specifications from unlabeled fixed-length trajectories~\cite{Choi2012}.",Choi2012,1806.06877,"A Survey of Inverse Reinforcement Learning: Challenges, Methods and Progress",s0118,single_cite_key
05_logical_neurons.tex,"Contrary to temporal binding \cite{shastri_1993}, it uses spatial (conjunctive) binding which captures compositionality in the stable state of the neurones and is not sensitive to timing synchronisation or time slot allocation.",shastri_1993,1711.03902,Neural-Symbolic Learning and Reasoning: A Survey and Interpretation,s0120,single_cite_key
ijcv.tex,"On the other hand, \emph{domain adaptation} (DA) \citep{kouw2019review} follows the transductive learning principle to leverage knowledge from a labeled source domain to an unlabeled target domain.",kouw2019review,2303.15361,A Comprehensive Survey on Test-Time Adaptation under Distribution Shifts,s0121,single_cite_key
ijcv.tex,"On the other hand, SDDA \citep{kurmi2021domain} maximizes the log-likelihood of generated data $x_g$ and employs two different domain discriminators, \ie, a data-level GAN discriminator and a feature-level domain discriminator.",kurmi2021domain,2303.15361,A Comprehensive Survey on Test-Time Adaptation under Distribution Shifts,s0122,single_cite_key
ijcv.tex,"Conversely, when the batch size $B$ is equal to 1, TTBA degrades to TTIA \citep{sun2020test}.",sun2020test,2303.15361,A Comprehensive Survey on Test-Time Adaptation under Distribution Shifts,s0125,single_cite_key
ijcv.tex,"\method{Single \vs Multiple} In contrast to vanilla test-time adaptation that utilizes the pre-trained model from one single source domain, some works (\eg, \citep{dinnocente2019learning,pandey2021generalization,wang2021efficient,xiao2022learning,zhao2022test,xiao2023energy,zhang2023domain}) are interested in domain generalization problems where multiple source domains exist.","dinnocente2019learning,pandey2021generalization,wang2021efficient,xiao2022learning,zhao2022test,xiao2023energy,zhang2023domain",2303.15361,A Comprehensive Survey on Test-Time Adaptation under Distribution Shifts,s0127,likely_latex_artifact
ijcv.tex,"On the other hand, DUA \citep{mirza2022norm} adopts a decay strategy for the weighting hyper-parameter $\rho$ and forms a small batch from a single image to stabilize the online adaptation process.",mirza2022norm,2303.15361,A Comprehensive Survey on Test-Time Adaptation under Distribution Shifts,s0128,single_cite_key
ijcv.tex,"In contrast to constraints in the prediction space, FEDTHE+ \citep{jiang2023test} pursues consistency in the feature space.",jiang2023test,2303.15361,A Comprehensive Survey on Test-Time Adaptation under Distribution Shifts,s0130,single_cite_key
main.tex,"On the other hand, in the design of deep neural networks, in addition to the design of the neural architecture that consumes a lot of researchers' energy, another headache is the setting of non-architecture hyperparameters (for example optimizer type, initial learning rate, weight decay, mixup ratio \cite{mixup}, drop out ratio and stochastic depth drop ratio \cite{stochastic}, etc.).",mixup;stochastic,2006.02903,A Comprehensive Survey of Neural Architecture Search: Challenges and Solutions,s0133,all_keys_unresolved
cl_survey_paper.tex,"\paragraph{\bf Labels Trick (LB)}~\cite{LB} proposes to consider only the outputs for the classes in the current mini-batch when calculating the cross-entropy loss, in contrast to the common practice of considering outputs for all the classes.",LB,2101.10423,Online Continual Learning in Image Classification: An Empirical Survey,s0135,single_cite_key
9-appendix.tex,"Separately, in designing AI systems, we should recognize the fact of reasonable pluralism, which acknowledges that reasonable people can have genuine disagreements about moral issues due to their different experiences and beliefs \citep{rawls1993political}.",rawls1993political,2306.12001,An Overview of Catastrophic AI Risks,s0136,single_cite_key
generative.tex,"However, \cite{vondrick2016generating} proposed VideoGAN, a generator that uses a two-stream network of 2D and 3D visual features and a discriminator that classifies realistic scenes from synthetically generated scenes and recognizes realistic motion between frames.",vondrick2016generating,2207.00419,Self-Supervised Learning for Videos: A Survey,s0138,single_cite_key
3_aspect.tex,"On the other hand, \cite{qi2013group} alleviates the source dependency problem by revealing the latent group structure among sources, and aggregates the information at the group level.",qi2013group,1505.02463,A Survey on Truth Discovery,s0139,single_cite_key
3_aspect.tex,"On the other hand, GTM \cite{bo_gtm_qdb12} is especially designed for continuous data type.",bo_gtm_qdb12,1505.02463,A Survey on Truth Discovery,s0141,single_cite_key
PrivacyML-Survey-finalFile.tex,"On the other hand, in the collaborative learning model defined in~\cite{Hitaj2017}, each participant uses its device to train a local AI model.",Hitaj2017,2011.11819,When Machine Learning Meets Privacy: A Survey and Outlook,s0142,single_cite_key
paper.tex,"On the other hand, in chemoinformatics, we can build molecular graphs by treating the atoms as nodes and the bonds between atoms as edges~\cite{Duvenaud15}.",Duvenaud15,1807.07984,Attention Models in Graphs: A Survey,s0143,single_cite_key
paper.tex,"Attention was used by~\cite{Mnih14} to take glimpses of relevant parts of an input image for image classification; on the other hand,~\cite{Xu15} used attention to focus on important parts of an image for the image captioning task.",Mnih14;Xu15,1807.07984,Attention Models in Graphs: A Survey,s0144,all_keys_unresolved
paper.tex,"On the other hand, methods like \textsc{GAT}~\cite{Veli18} and \textsc{AGNN}~\cite{att-gcn2} extend graph convolutional networks (GCN)~\cite{gcn} by incorporating an explicit attention mechanism.",Veli18;att-gcn2;gcn,1807.07984,Attention Models in Graphs: A Survey,s0145,all_keys_unresolved
paper.tex,"On the other hand,~\cite{graph2seq} propose \textsc{graph2seq} which solves the natural language question answering task.",graph2seq,1807.07984,Attention Models in Graphs: A Survey,s0146,single_cite_key
sec_reenactment_uncut.tex,"***juxtapose right after Monkey-Net \cite{wang2020imaginator} [paper animates face with label as transition, no explicit deep fake application] In contrast to MoCoGAN, the authors of this paper propsoe a conditional GAN which fuses both motion and content, but with transposed 3D convolutions to capture the distinct spatio-temporal relationships.",wang2020imaginator,2004.11138,The Creation and Detection of Deepfakes: A Survey,s0148,single_cite_key
sec_replacement.tex,"\blue{In contrast to \cite{nirkin2019fsgan}, FaceShifter reduces the number of operations by handling the occlusions through a refinement network trained to consider the delta between the original $x_t$ and a reconstructed $\hat{x}_t$.} %: First, the last layer of a face recognition classifier is used to encode the identity of $x_s$.",nirkin2019fsgan,2004.11138,The Creation and Detection of Deepfakes: A Survey,s0151,single_cite_key
sys.tex,"% On the other hand, Activeloop\footnote{\url{http://activeloop.ai}} Deep Lake \cite{hambardzumyan2023} offers tensor operations directly over a tensor warehouse, making it capable of performing vector search inside the warehouse.",hambardzumyan2023,2310.14021,Survey of Vector Database Management Systems,s0158,single_cite_key
