pair_id,label,rationale
r9_010,not_contradiction,"B explicitly subordinates its claim to A's ('less catastrophically than neural MT systems'), so the two are complementary rather than opposed: both agree NMT degrades more than humans do under noisy/jumbled input. No type1-4 conflict exists here."
r9_011,type1_direct_negation,"A holds that a single coarse whole-word 'mixed' label suffices for code-switching detection; B holds that this label should instead be expanded to morpheme-level, intra-word distinctions. These are directly opposed prescriptions for the same annotation task (granularity of code-switch labeling), so type1 rather than type4."
r9_012,not_contradiction,A and B describe two different data-collection paradigms (individual volunteer experimentation vs. community-consensus curation) serving different goals; neither claim negates the other's validity or effectiveness. This is not a contradiction of any type.
r9_013,type4_apparent_contextual,"A reports accuracy/performance gains from EchoPrompt rephrasing across zero-shot/few-shot/CoT settings; B reports a safety cost (increased harmful/biased output) specifically for zero-shot CoT measured on harm/bias benchmarks. These concern different evaluation dimensions (task accuracy vs. safety) that can both hold simultaneously, so type4 rather than type1."
r9_014,type1_direct_negation,"A asserts LLMs cannot self-correct via intrinsic self-reflection alone and require external feedback; B asserts self-estimated confidence can improve intrinsic self-correction, explicitly framed as complicating/negating A's no-intrinsic-correction claim. Same question (is unaided intrinsic self-correction possible) with opposite answers, so type1."
r9_015,not_contradiction,"A and B are compatible factual descriptions of two distinct adapter architectures (Houlsby's two-adapters-per-layer vs. Bapna-Firat's single top adapter); B is presented as a simplification of A's design, not a competing claim about the same architecture. No contradiction of any type."
r9_016,type4_apparent_contextual,"Houlsby and Bapna-Firat are different named adapter architectures whose layer-norm handling differs by design, not a shared claim about how adapters must work; neither statement asserts the other's approach is wrong, so this is a compatible architectural variant (type4), not a type1 negation."
r9_017,type1_direct_negation,"A and B make directly opposing definitional claims about the same concept (misinformation) with no differing dataset or context invoked; B explicitly says the scope should include content ""rather than only outright false content,"" negating A's narrow ""demonstrably false"" criterion, which is type1 rather than type4."
r9_018,type4_apparent_contextual,"A addresses general single-concept conceptual-coverage evaluation while B addresses compositional bias evaluation specifically for Indic languages; the two target different evaluation goals/scopes, so single-concept prompts being adequate for one and insufficient for the other reflects a contextual difference (type4), not a type1 negation of the same claim."
r9_019,type1_direct_negation,"Both target the identical task (note-level transcription from polyphonic music using unlabelled data), and B explicitly states virtual adversarial training should be used ""rather than via self-training pseudo-labeling,"" directly negating A's proposed method for the same problem -- this explicit rejection, not an incidental system-specific design choice, makes it type1 rather than type4."
r9_020,type4_apparent_contextual,"Surface reading suggests direct negation (retriever needed vs. not needed), but A assumes retrieval from an external corpus not present in context, while B's ""implicit RAG"" extracts from content already provided in the given context -- differing input/architecture assumptions make both compatible, so this is type4 rather than type1."
r9_021,type1_direct_negation,"Both hypotheses prescribe how vocabulary projection for LLM ensembling should be done for the same problem, and B explicitly states its indirect relative-representation approach is used ""rather than learning explicit cross-vocabulary projection matrices,"" directly negating A's method -- a genuine methodological negation (type1), not an architecture-driven compatible difference (type4)."
r9_022,not_contradiction,"B is a follow-up validation of A's model, and while it finds challenges in broader application, it concludes the tool can be revalidated as usable -- this refines/extends A's feasibility claim rather than opposing it, so it is not_contradiction rather than type4 or type1."
r9_023,type4_apparent_contextual,"A claims learned gating outperforms explicit language-specific expert selection, but B only claims explicit selection CAN scale MT beyond English-centric pairs without disputing A's superiority claim; the comparisons come from different architectures/experimental setups and are not mutually exclusive, so this is type4 rather than type1."
r9_024,not_contradiction,"Survey-based and literature-review methodologies are two different, non-competing research designs for studying the same topic; neither claim asserts the other's approach is invalid or yields conflicting substantive findings, so this is not_contradiction rather than type4, since there is no real apparent conflict to resolve via context."
r9_025,type3_causal_conflict,"Both hypotheses make a causal claim about the same variables (output format restriction and LLM task performance) but assert opposite directions of effect -- A says restriction reduces performance, B says it does not harm and can improve performance, explicitly disputing A's causal claim as resting on flawed evaluation -- this direction-of-effect dispute is type3, not a generic type1 negation of a non-causal claim."
r9_026,type1_direct_negation,"A explicitly has the system generate executable code, while B explicitly accomplishes the task ""without the system itself generating code,"" a direct negation of the same design point (code generation vs. none) for the same task family (visual reasoning) -- this explicit architectural rejection is type1, not a compatible type4 variation, since the topic itself frames code-generation as the pivotal question both papers answer oppositely."
r9_027,type1_direct_negation,"Both are prescriptive claims about how continual learning ability in LMs should be evaluated, and B explicitly says its knowledge-retention benchmark should be used ""instead"" of A's domain-adaptability paradigm as the primary evaluation approach -- a direct methodological negation (type1), not a contextual difference, since both claim to be the correct primary standard rather than complementary facets tied to different architectures/datasets."
r9_028,type1_direct_negation,"A has the LLM queried live at inference time via an API, while B explicitly argues the LLM is ""better used only during the training stage ... keeping the LLM out of the inference path,"" directly negating A's inference-time deployment choice for the same task (skill extraction) -- a genuine design negation (type1), not an architecture-contingent compatible difference (type4)."
r9_029,type1_direct_negation,"A claims effective instruction-following comes from fine-tuning on a large automatically-constructed dataset, while B explicitly claims strong results come from a small curated set ""rather than large-scale automatically constructed data,"" framing itself as a counter-thesis (""less is more"") to A's scale-based approach -- this direct rejection of the necessity of scale is type1, not a compatible dataset-size variation (type4)."
