file,sentence,cited_keys,survey_arxiv_id,survey_title
005character.tex,"\item \textbf{Demonstrations}, on the other hand, are representative behaviors of the characters, which reflect their linguistic, cognitive and behavioral patterns ~\citep{ li2023chatharuhi,zhou2023characterglm,shao2023character,wang2023rolellm,zhao2023narrativeplay,chen2023large,tu2024charactereval,tang2024enhancing,lu2024large, xu2024mindecho}."," li2023chatharuhi,zhou2023characterglm,shao2023character,wang2023rolellm,zhao2023narrativeplay,chen2023large,tu2024charactereval,tang2024enhancing,lu2024large, xu2024mindecho",2404.18231,From Persona to Personalization: A Survey on Role-Playing Language Agents
005character.tex,"On the other hand, they may be required to refrain from demonstrating knowledge or ability beyond the character's scope (\eg, an LLM could write code even if it is role-playing~\textit{Socrates}, which is unnecessarily expected)~\citep{shao2023character,lu2024large,yu2024neeko}.","shao2023character,lu2024large,yu2024neeko",2404.18231,From Persona to Personalization: A Survey on Role-Playing Language Agents
005character.tex,"On the other hand, evaluator LLMs can be used to classify RPLA responses, and the results are then compared with ground truth labels~\citep{wang2024incharacter}.",wang2024incharacter,2404.18231,From Persona to Personalization: A Survey on Role-Playing Language Agents
007limitations.tex,"\textbf{Explicit bias}, on the other hand, involves conscious beliefs and attitudes that align with the presented context or assigned roles.} LLMs, despite being designed to avoid outputting stereotypes directly due to safety policies such as RLHF~\citep{ouyang2022training}, may still exhibit biases, particularly under RPLA conditions: \begin{inparaenum}[\it 1)] \item \textbf{Reasoning Bias}: This issue is compounded in scenarios where LLMs are assigned specific personas, leading to implicit bia","ouyang2022training;zheng2023helpful,10.1145/3582269.3615599,cheng2023marked,naous2024having",2404.18231,From Persona to Personalization: A Survey on Role-Playing Language Agents
main.tex,"The Something-Something~\cite{goyal2017somethingv2} dataset, on the other hand, possesses both category-level and caption-level labels, rendering it particularly suitable for text-conditional video prediction tasks~\cite{Seer}.",goyal2017somethingv2;Seer,2310.10647,A Survey on Video Diffusion Models
main.tex,"In contrast to VDM~\cite{vdm}, which requires paired \emph{video-text} datasets, Make-A-Video~\cite{singer2022make} introduces a novel paradigm.",vdm;singer2022make,2310.10647,A Survey on Video Diffusion Models
main.tex,"Latent-Shift~\cite{latentshift}, on the other hand, focuses on lightweight temporal modeling.",latentshift,2310.10647,A Survey on Video Diffusion Models
main.tex,"DirecT2V~\cite{DirecT2V} and Free-Bloom~\cite{freebloom}, on the other hand, introduce large language model (LLM)~\cite{llm1, GPT4} to generate frame-to-frame descriptions based on a single abstract user prompt.","DirecT2V;freebloom;llm1, GPT4",2310.10647,A Survey on Video Diffusion Models
main.tex,"\subsubsection{Video Enhancement and Restoration} CaDM~\cite{CaDM} introduces a novel Neural-enhanced Video Streaming paradigm aimed at substantially diminishing streaming delivery bitrates, all the while maintaining a notably heightened restoration capability in contrast to prevailing methodologies.",CaDM,2310.10647,A Survey on Video Diffusion Models
y1-extensions.tex,"On the other hand, the theoretically expected vacuum energy density is tens of orders of magnitude larger than the observed value as has been known even prior to the discovery of the accelerating universe \cite{Weinberg:1988cp,Martin:2012bt}.","Weinberg:1988cp,Martin:2012bt",1810.02499,Dark Energy Survey Year 1 Results: Constraints on Extended Cosmological Models from Galaxy Clustering and Weak Lensing
3_ood.tex,"In contrast to the parametric approach, recent work~\cite{sun2022knn} shows strong promise of non-parametric nearest-neighbor distance for OOD detection.",sun2022knn,2110.11334,Generalized Out-of-Distribution Detection: A Survey
rule_mining.tex,"In contrast to ALEPH, AMIE can handle the open-world assumption of knowledge graphs and has shown to be up to three orders of magnitude faster on large knowledge graphs~\citep{galarraga2015amie}.",galarraga2015amie,1503.00759,A Review of Relational Machine Learning for Knowledge Graphs
furture.tex,"Due to the prevalence of biases in recommender systems and society’s growing focus on fairness, ensuring fairness whilst maintaining comparable performance in GNN-based recommender systems deserves further studying.} \subsection{Explainability} \blue{Explainability is beneficial for recommender systems: on the one hand, explainable recommendations to users allow them to know why the items are recommended and could be persuasive; on the other hand, the practitioners can know why the model works, ",zhang2019deep,2011.02260,Graph Neural Networks in Recommender Systems: A Survey
03c_evaluation.tex,"WikiContradict\cite{hou2024wikicontradict} assesses a particular case where two reliable sources present contradictory information but there is a need for benchmarks that could e.g., determine whether content produced via multi-document summarization gives appropriate weight to different claims based on the level of their support across the documents.",hou2024wikicontradict,2410.08918,Wikimedia data for AI: a review of Wikimedia datasets for NLP tasks and AI-assisted editing
benchmarks.tex,"& WikiContradict~\cite{hou2024wikicontradict} is the closest analog, which evaluates how well models handle the summarization of contradictory information.",hou2024wikicontradict,2410.08918,Wikimedia data for AI: a review of Wikimedia datasets for NLP tasks and AI-assisted editing
sec3_vlm.tex,"On the other hand, approaches like OFA~\cite{zang2022unified} and KOSMOS-1~\cite{huang2023language} directly adopt the encoder-decoder structure without additional model components to pursue unified models.",zang2022unified;huang2023language,2307.12980,A Systematic Survey of Prompt Engineering on Vision-Language Foundation Models
sec7_discuss.tex,"Conversely, soft prompts based on image-text matching models, such as CLIP~\cite{radford2021learning}, have received extensive investigation.",radford2021learning,2307.12980,A Systematic Survey of Prompt Engineering on Vision-Language Foundation Models
main.tex,"The work in \cite{Huang2016} targeted the Residual Network based model with a spatially varying computation time, called stochastic depth, which enabled the seemingly contradictory setup to train short networks and used deep networks at test time.",Huang2016,1710.09282,A Survey of Model Compression and Acceleration for Deep Neural Networks
sec-training.tex,"In contrast to autoencoder enhanced pretraining, Ma et al.~\cite{ma2022pre} further propose to pretrain an encoder-only network with a new contrastive span prediction task, which aims to to fully reduce the bypass effect of the decoder.",ma2022pre,2211.14876,Dense Text Retrieval based on Pretrained Language Models: A Survey
sec-training.tex,"In contrast to autoencoder enhanced pretraining, Ma et al.~\cite{ma2022pre} further propose to pretrain an encoder-only network with a new contrastive span prediction task, which aims to to fully reduce the bypass effect of the decoder.",ma2022pre,2211.14876,Dense Text Retrieval based on Pretrained Language Models: A Survey
bare_jrnl_compsoc.tex,"On the other hand, representation learning obtains data representations that make it easier to extract useful information when building classifiers or other predictors \cite{DBLP:journals/pami/BengioCV13}.",DBLP:journals/pami/BengioCV13,1709.07604,"A Comprehensive Survey of Graph Embedding: Problems, Techniques and Applications"
bare_jrnl_compsoc.tex,"However, \cite{DBLP:conf/nips/HofmannB94} is based on the Euclidean distance and it does not consider the neighbouring nodes when calculating $S_{ij}$.",DBLP:conf/nips/HofmannB94,1709.07604,"A Comprehensive Survey of Graph Embedding: Problems, Techniques and Applications"
bare_jrnl_compsoc.tex,"In contrast to the above sequential processing of first node embedding then node classification, some other work ( \cite{rsslge,DBLP:journals/corr/KipfW16,DBLP:conf/acl/LiZZ16,DBLP:conf/ijcai/TuZLS16,DBLP:journals/corr/MontiBMRSB16}) designs a unified framework to jointly optimize graph embedding and node classification, which learns a classification-specific representation for each node.","rsslge,DBLP:journals/corr/KipfW16,DBLP:conf/acl/LiZZ16,DBLP:conf/ijcai/TuZLS16,DBLP:journals/corr/MontiBMRSB16",1709.07604,"A Comprehensive Survey of Graph Embedding: Problems, Techniques and Applications"
sec2.tex,"On the other hand, tuning the inference data can help obtain the desirable outputs, such as tuning prompts for language models~\cite{liu2023pre}.",liu2023pre,2303.10158,Data-centric Artificial Intelligence: A Survey
vae_tutorial.tex,"%The first is the Generative Adversarial Network~\cite{goodfellow}, which on the one hand can generate surprisingly realistic imagery, but on the other hand has a reputation for being difficult to train.",goodfellow,1606.05908,Tutorial on Variational Autoencoders
introduction.tex,"On the other hand, this integration poses new challenges to existing defense mechanisms and trustworthiness evaluations, necessitating the expansion and upgrade of previous research that focuses solely on the trustworthiness of LLMs or a single agent \cite{zhang2024agent, hua2024trustagent}.","zhang2024agent, hua2024trustagent",2503.09648,A Survey on Trustworthy LLM Agents: Threats and Countermeasures
main.tex,"However \cite{Hoogeboom2019} have provided a more general solution for modelling $d\times d$ convolutions, either by stacking together masked autoregressive convolutions (referred to as Emerging Convolutions) or by exploiting the Fourier domain representation of convolution to efficiently compute inverses and determinants (referred to as Periodic Convolutions).",Hoogeboom2019,1908.09257,Normalizing Flows: An Introduction and Review of Current Methods
main.tex,"However, \cite{Durkan2019Neural}, noted numerical difficulties when the sigmoid saturates for values far from zero.",Durkan2019Neural,1908.09257,Normalizing Flows: An Introduction and Review of Current Methods
main.tex,"On the other hand, world simulation encompasses applications such as society simulations~\cite{parkGenerativeAgentsInteractive2023} and game simulation~\cite{wangAvalonGameThoughts2023}.",parkGenerativeAgentsInteractive2023;wangAvalonGameThoughts2023,2407.19354,The Emerged Security and Privacy of LLM Agent: A Survey with Case Studies
main.tex,"% Contrary to conventional or flat RL, HRL refers to the decomposition of complex agent behavior using temporal abstraction, such as the options framework \cite{barto2003recent}.",barto2003recent,2002.00444,Deep Reinforcement Learning for Autonomous Driving: A Survey
main.tex,"In contrast to RNNs, transformers can model temporal correlations within sequential data by utilising self-attention mechanisms~\cite{vaswani2017attention}.",vaswani2017attention,2308.12792,Sparks of Large Audio Models: A Survey and Outlook
main.tex,"Conversely, the decoder-only LLM approach employs the GPT-2 model~\cite{radford2019language} as the decoder-based LLM.",radford2019language,2308.12792,Sparks of Large Audio Models: A Survey and Outlook
File1.tex,DBAL used batch acquisition to select the top $n$ samples with the highest Bayesian AL by disagreement (BALD)~\cite{houlsby2011bayesian} score.,houlsby2011bayesian,2011.06225,"A Review of Uncertainty Quantification in Deep Learning: Techniques, Applications and Challenges"
File1.tex,DBAL used batch acquisition to select the top $n$ samples with the highest Bayesian AL by disagreement (BALD)~\cite{houlsby2011bayesian} score.,houlsby2011bayesian,2011.06225,"A Review of Uncertainty Quantification in Deep Learning: Techniques, Applications and Challenges"
main.tex,"RET-LLM~\cite{modarressi2023ret}, on the other hand, employs a fuzzy search to retrieve triplet-structured memories, where information is stored as relationships between two entities connected by a predefined relation.",modarressi2023ret,2504.15965,From Human Memory to AI Memory: A Survey on Memory Mechanisms in the Era of LLMs
RQ1.tex,"Alpaca%~\cite{N93}, on the other hand, combines the Self-Instruct~\cite{N95} method with LLaMA to create a dataset for instruction-based fine-tuning.",N93;N95,2311.10372,"A Survey of Large Language Models for Code: Evolution, Benchmarking, and Future Trends"
RQ2.tex,"On the other hand, WizardCoder proposed by Luo et al.~\cite{N97} was compared to GPT-3.5 and GPT-4 on HumanEval (pass@1(\%)) and MBPP.",N97,2311.10372,"A Survey of Large Language Models for Code: Evolution, Benchmarking, and Future Trends"
full_paper_TPAMI_20210617.tex,"On the other hand, Cho \etal ~\cite{cho2019efficacy}, Yang \etal ~\cite{yang2019snapshot} and Liu \etal ~\cite{liu2019knowledge} focus on different perspectives of regularization to avoid under-/over-fitting.",cho2019efficacy;yang2019snapshot;liu2019knowledge,2004.05937,Knowledge Distillation and Student-Teacher Learning for Visual Intelligence: A Review and New Outlooks
full_paper_TPAMI_20210617.tex,"Specifically, \cite{li2017learning} assume that there is a small clean dataset ${D}_c$ and a large noisy dataset ${D}_n$, while \cite{xie2019self} and \cite{xu2019positive} use both labeled and unlabeled data to improve the performance of student.",li2017learning;xie2019self;xu2019positive,2004.05937,Knowledge Distillation and Student-Teacher Learning for Visual Intelligence: A Review and New Outlooks
full_paper_TPAMI_20210617.tex,The method is essentially different from \cite{hinton2015distilling} focusing on inferior model instead of inferior dataset.,hinton2015distilling,2004.05937,Knowledge Distillation and Student-Teacher Learning for Visual Intelligence: A Review and New Outlooks
full_paper_TPAMI_20210617.tex,"On the other hand, \cite{wang2016relational} and RKD \cite{park2019relational} consider another type of strictness, namely the \textit{mutual relation or relation knowledge} of the two examples in the learned representations for both the teacher and the student.",wang2016relational;park2019relational,2004.05937,Knowledge Distillation and Student-Teacher Learning for Visual Intelligence: A Review and New Outlooks
full_paper_TPAMI_20210617.tex,"Conversely, \cite{you2017learning, zhang2018deep, papernot2016semi,sau2016deep, arora2019knowledge,tarvainen2017mean, furlanello2018born, lan2018knowledge, song2018collaborative, radosavovic2018data, tan2019multilingual, Vongkulbhisal_2019_CVPR,wu2019distilled, dvornik2019diversity, yang2019model, park2019feed, lee2019stochasticity, chen2019online, mirzadeh2019improved} propose to add more teachers or other auxiliaries, such as teaching assistant and small students, to improve the robustness of ","you2017learning, zhang2018deep, papernot2016semi,sau2016deep, arora2019knowledge,tarvainen2017mean, furlanello2018born, lan2018knowledge, song2018collaborative, radosavovic2018data, tan2019multilingual, Vongkulbhisal_2019_CVPR,wu2019distilled, dvornik2019diversity, yang2019model, park2019feed, lee2019stochasticity, chen2019online, mirzadeh2019improved",2004.05937,Knowledge Distillation and Student-Teacher Learning for Visual Intelligence: A Review and New Outlooks
full_paper_TPAMI_20210617.tex,"On the other hand, FT \cite{kim2018paraphrasing} proposes to extract good \textit{factors} through which transportable features are made.",kim2018paraphrasing,2004.05937,Knowledge Distillation and Student-Teacher Learning for Visual Intelligence: A Review and New Outlooks
full_paper_TPAMI_20210617.tex,"Conversely, FitNet \cite{romero2014fitnets}, RCO \cite{jin2019knowledge}, Chung \etal ~\cite{chung2020featuremaplevel}, Wang \etal ~\cite{wang2019distilling}, Gao \etal ~\cite{gao2020residual} and Kulkarni \etal ~\cite{kulkarni2019stagewise} do not add additional transformation to the teacher's knowledge; this leads to no information loss from teacher's side.",romero2014fitnets;jin2019knowledge;chung2020featuremaplevel;wang2019distilling;gao2020residual;kulkarni2019stagewise,2004.05937,Knowledge Distillation and Student-Teacher Learning for Visual Intelligence: A Review and New Outlooks
full_paper_TPAMI_20210617.tex,"Chung \etal ~\cite{chung2020featuremaplevel}, on the other hand, propose to impose no transformation to both student and teacher, but rather add a discriminator to distinguish the feature map distributions of different networks (teacher or student).",chung2020featuremaplevel,2004.05937,Knowledge Distillation and Student-Teacher Learning for Visual Intelligence: A Review and New Outlooks
full_paper_TPAMI_20210617.tex,"Based on the definition of layer group \cite{zagoruyko2016wide}, in which a group of layers have same spatial size, AT \cite{zagoruyko2016paying}, FSP \cite{yim2017gift}, Jacobian \cite{srinivas2018knowledge}, MEAL \cite{shen2019meal}, KSANC \cite{changyong2019knowledge}, Gao \etal~\cite{gao2020residual} and Kulkarni \etal~\cite{kulkarni2019stagewise} define the distillation position at the end of each layer group, in contrast to FT \cite{kim2018paraphrasing} and NST \cite{huang2017like} where t",zagoruyko2016wide;zagoruyko2016paying;yim2017gift;srinivas2018knowledge;shen2019meal;changyong2019knowledge;gao2020residual;kulkarni2019stagewise;kim2018paraphrasing;huang2017like,2004.05937,Knowledge Distillation and Student-Teacher Learning for Visual Intelligence: A Review and New Outlooks
full_paper_TPAMI_20210617.tex,"On the other hand, Liu \etal~\cite{liu2019knowledge} and IR~\cite{aguilar2019knowledge} utilize KL-divergence loss to measure feature similarities.",liu2019knowledge;aguilar2019knowledge,2004.05937,Knowledge Distillation and Student-Teacher Learning for Visual Intelligence: A Review and New Outlooks
full_paper_TPAMI_20210617.tex,"In contrast to \cite{lopes2017data, bhardwaj2019dream} requiring sampling the activations generated by real data, Haroush \etal ~\cite{haroush2019knowledge} proposed using metadata (\eg, channel-wise mean and standard deviation) from Batch Normalization (BN) \cite{ioffe2015batch} layer with synthetic samples.","lopes2017data, bhardwaj2019dream;haroush2019knowledge;ioffe2015batch",2004.05937,Knowledge Distillation and Student-Teacher Learning for Visual Intelligence: A Review and New Outlooks
full_paper_TPAMI_20210617.tex,"\noindent\textbf{KD based on TripleGAN (third type)} In contrast to the distillation methods based on conventional GAN and CGAN , Wang \etal ~\cite{wang2018kdgan} proposed a three-player game named KDGAN, consisting of a classifier (tent), a teacher, and a discriminator (similar to the prototype in TripleGAN \cite{li2017learning}), as shown in Fig.~\ref{fig:kd_based_on_GAN}(c).",wang2018kdgan;li2017learning,2004.05937,Knowledge Distillation and Student-Teacher Learning for Visual Intelligence: A Review and New Outlooks
full_paper_TPAMI_20210617.tex,"In contrast to making the `positive' and `negative' (augmented) examples, BYOL \cite{grill2020bootstrap} directly bootstraps the representations with two neural networks, referred to as online and target networks, that interact and learn from each other.",grill2020bootstrap,2004.05937,Knowledge Distillation and Student-Teacher Learning for Visual Intelligence: A Review and New Outlooks
full_paper_TPAMI_20210617.tex,"Moreover, Chen \etal ~\cite{chen2017learning} learned a student detector by distilling knowledge from the intermediate layer, logits, and regressor of the teacher, in contrast to \cite{wang2019distilling}, in which only the intermediate layer of the teacher was utilized based on fine-grained imitation masks to identify informative locations.",chen2017learning;wang2019distilling,2004.05937,Knowledge Distillation and Student-Teacher Learning for Visual Intelligence: A Review and New Outlooks
future.tex,"On the other hand, the semantic parsing approaches focus on a better understanding of the question, using more sophisticated language models and parsers to turn the question into structured queries \cite{dong2016logical,iyyer2014paragraphs,singh2014survey,yih2015graph}.","dong2016logical,iyyer2014paragraphs,singh2014survey,yih2015graph",1607.05910,Visual Question Answering: A Survey of Methods and Datasets
models_compositional.tex,"On the other hand, it allows to use ``deep supervision'', \ie optimizing an objective that depends on the outputs of internal modules (\eg which supporting facts an attention mechanism should focus on \cite{weston2014}).",weston2014,1607.05910,Visual Question Answering: A Survey of Methods and Datasets
main.tex,"This sycophantic behavior is not limited to vague issues such as political positions \cite{perez-etal-2023-discovering}; even when the agent is aware of the incorrectness of an answer, it may still choose an obviously incorrect answer \cite{wei2023simple}, as the model may prioritize user viewpoints over factual accuracy when internal knowledge contradicts user-leaning knowledge \cite{huang2023survey}.",perez-etal-2023-discovering;wei2023simple;huang2023survey,2406.02630,AI Agents Under Threat: A Survey of Key Security Challenges and Future Pathways
main.tex,"However, \cite{OFA} was still computational resource-intensive, as the whole process took 1,200 GPU hours with V100 GPUs.",OFA,1908.00709,AutoML: A Survey of the State-of-the-Art
main.tex,"However, \cite{OFA} was still computational resource-intensive, as the whole process took 1,200 GPU hours with V100 GPUs.",OFA,1908.00709,AutoML: A Survey of the State-of-the-Art
2_Body.tex,"Conversely, deep neural networks seem to generalize better on different tasks \citep{lipton2016modeling}.",lipton2016modeling,2011.07876,A Survey on the Explainability of Supervised Machine Learning
2_Body.tex,"Conversely, deep neural networks seem to generalize better on different tasks \citep{lipton2016modeling}.",lipton2016modeling,2011.07876,A Survey on the Explainability of Supervised Machine Learning
2_Body.tex,"In contrast to all the previously mentioned decompositional \ac{rf} methods, this method can only be used for classification tasks but not for regression tasks \citep{mashayekhi2017rule}.",mashayekhi2017rule,2011.07876,A Survey on the Explainability of Supervised Machine Learning
2_Body.tex,"However, \citet{jain2019attention} believe that attention based models do not provide meaningful explanations for model prediction.",jain2019attention,2011.07876,A Survey on the Explainability of Supervised Machine Learning
1_Introduction.tex,"Incompleteness, on the other hand, means that there is something about the problem that cannot be sufficiently encoded into the model (\citet{doshi2017towards}).",doshi2017towards,2011.07876,A Survey on the Explainability of Supervised Machine Learning
survey.tex,"On the other hand, data and computing power for generative AI training and inference have become more accessible as networks grow increasingly interconnected~\cite{westerlund2019emergence, crothers2022machine, yuan2023computing}.","westerlund2019emergence, crothers2022machine, yuan2023computing",2303.16129,Unleashing the Power of Edge-Cloud Generative AI in Mobile Networks: A Survey of AIGC Services
survey.tex,"% On the other hand, data and computational power for generative AI training and inference become more accessible as the network becomes more interconnected~\cite{westerlund2019emergence, crothers2022machine}.","westerlund2019emergence, crothers2022machine",2303.16129,Unleashing the Power of Edge-Cloud Generative AI in Mobile Networks: A Survey of AIGC Services
survey.tex,"In contrast to VM-level adaptation to specific edge servers\cite{matsubara2019distilled}, the authors propose application-level adaptation for generic servers.",matsubara2019distilled,2303.16129,Unleashing the Power of Edge-Cloud Generative AI in Mobile Networks: A Survey of AIGC Services
arxiv.tex,"Different from \cite{pang2020ranking} that addresses an unsupervised setting, a weakly-supervised setting is assumed in \cite{pang2019ranking,sultani2018ranking}.","pang2020ranking;pang2019ranking,sultani2018ranking",2007.02500,Deep Learning for Anomaly Detection: A Review
arxiv.tex,"Therefore, it would be interesting to explore how deep anomaly detection could be utilized to enhance this challenging reinforcement learning problem; conversely, there can be opportunities to leverage curiosity learning techniques for anomaly detection, such as the method in \cite{wang2020distance}.",wang2020distance,2007.02500,Deep Learning for Anomaly Detection: A Review
Luxburg07_tutorial.tex,"Unfortunately, explaining more details about those results goes beyond the scope of this tutorial, so we refer the interested reader to \citeA{LuxBelBou_annofstats}.\\ In contrast to the clear convergence statements for normalized spectral clustering, the situation for unnormalized spectral clustering is much more unpleasant.",LuxBelBou_annofstats,0711.0189,A Tutorial on Spectral Clustering
background.tex,"In contrast to spiking computing, another subarea of brain-inspired computing is called neural networks, which is the focus of this article.\footnote{Note: Recent work using TrueNorth in a stylized fashion allows it to be used to compute reduced precision neural networks~\cite{esser2016convolutional}.",esser2016convolutional,1703.09039,Efficient Processing of Deep Neural Networks: A Tutorial and Survey
main.tex,"Implicit representation on the other hand treats data as continuous signals, mapping coordinates to data values \cite{Sitzmann2020ImplicitNeuralRepresentationsa, tancik2020fourier}.","Sitzmann2020ImplicitNeuralRepresentationsa, tancik2020fourier",2103.04922,"Deep Generative Modelling: A Comparative Review of VAEs, GANs, Normalizing Flows, Energy-Based and Autoregressive Models"
main_TMECH.tex,"Logical reasoning \cite{jin2024reasoning}, on the other hand, involves instructions that may contain logical relationships requiring inference to discern human intent and subsequently grasp the target.",jin2024reasoning,2407.06886,Aligning Cyber Space with Physical World: A Comprehensive Survey on Embodied AI
manuscript_v2.tex,"On the other hand, performing quantization or using half-precision floating points for neural network weights did not seem to deter the attacks in~\cite{carlini2019secret} and ~\cite{zhu2019dlg}, respectively.",carlini2019secret;zhu2019dlg,2007.07646,A Survey of Privacy Attacks in Machine Learning
applications.tex,"In contrast to work that predicts source code, \citet{movshovitz2013natural} create a recommender system to assist comment completion given a source code snippet, using a topic-like graphical model to model context information.",movshovitz2013natural,1709.06182,A Survey of Machine Learning for Big Code and Naturalness
applications.tex,"\citet{allamanis2014learning,allamanis2015suggesting,allamanis2016convolutional,bavishi2017context2name} exploit the statistical similarities of code's surface structure to learn and suggest variable, method, and class naming conventions, while \citet{allamanis2014mining} and \citet{allamanis2016mining} mine conventional syntactic and semantic patterns of code constructs that they call \emph{idioms}.","allamanis2014learning,allamanis2015suggesting,allamanis2016convolutional,bavishi2017context2name;allamanis2014mining;allamanis2016mining",1709.06182,A Survey of Machine Learning for Big Code and Naturalness
probmodels.tex,"In contrast to text, code tends to be more verbose \citep{hindle2012naturalness} and much information is lost within the $n-1$ tokens of the context.",hindle2012naturalness,1709.06182,A Survey of Machine Learning for Big Code and Naturalness
probmodels.tex,"In contrast to their wide application in NLP, probabilistic context free grammars (PCFG) have been found to be unsuitable as language models of code \citep{maddison2014structured,raychev2016learning}.","maddison2014structured,raychev2016learning",1709.06182,A Survey of Machine Learning for Big Code and Naturalness
mtl_survey.tex,"On the other hand, \cite{liang_2018} introduces several variations of a multi-task neural architecture search algorithm that uses evolutionary strategies to learn neural network modules which can be reordered differently for various tasks.",liang_2018,2009.09796,Multi-Task Learning with Deep Neural Networks: A Survey
mtl_survey.tex,"On the other hand, the Distral framework for multi-task reinforcement learning \cite{teh_2017} provides a setting which accomplishes exactly this symmetric information flow between student and teacher.",teh_2017,2009.09796,Multi-Task Learning with Deep Neural Networks: A Survey
mtl_survey.tex,"\item \textbf{Stanford Natural Language Inference} \cite{bowman_2015} contains 570,000 sentence pairs, where each pair contains a label describing their relationship as either neutral, entailment, or contradiction.",bowman_2015,2009.09796,Multi-Task Learning with Deep Neural Networks: A Survey
main.tex,"% end-to-end In contrast to feature engineering, \emph{end-to-end} deep learning aims to incorporate the feature learning process while fine-tuning the discriminative classifier~\citep{nweke2018deep}.",nweke2018deep,1809.04356,Deep learning for time series classification: a review
main.tex,"On the other hand, DNNs offer this type of scalability evidenced by its revolution in the field of computer vision when applied to images, which are thousand times larger than time series data~\citep{russakovsky2015imagenet}.",russakovsky2015imagenet,1809.04356,Deep learning for time series classification: a review
main.tex,RDGCN \cite{DBLP:conf/ijcai/WuLF0Y019} leverages a dual relation graph to solve contradictory representations in triangular entity graph structures.,DBLP:conf/ijcai/WuLF0Y019,2302.05019,A Comprehensive Survey on Automatic Knowledge Graph Construction
