arxiv_id,title,published
2311.10777,"A Systematic Review of Aspect-based Sentiment Analysis: Domains, Methods, and Trends",2023-11-16
2311.09367,A Survey on Online User Aggression: Content Detection and Behavioral Analysis on Social Media,2023-11-15
2311.09212,"Controllable Text Summarization: Unraveling Challenges, Approaches, and Prospects -- A Survey",2023-11-15
2311.09008,"End-to-end Task-oriented Dialogue: A Survey of Tasks, Methods, and Future Directions",2023-11-15
2311.08298,A Survey of Confidence Estimation and Calibration in Large Language Models,2023-11-14
2311.07989,Unifying the Perspectives of NLP and Software Engineering: A Survey on Language Models for Code,2023-11-14
2311.06329,A Survey of AI Text-to-Image and AI Text-to-Video Generators,2023-11-10
2311.07594,How to Bridge the Gap between Modalities: Survey on Multimodal Large Language Model,2023-11-10
2311.05876,"Trends in Integration of Knowledge and Large Language Models: A Survey and Taxonomy of Methods, Benchmarks, and Applications",2023-11-10
2311.05112,"A Survey of Large Language Models in Medicine: Progress, Application, and Challenge",2023-11-09
2311.03731,A Survey of Large Language Models Attribution,2023-11-07
2311.02341,Enhancing English Writing Proficiency in China's Polytechnic Students An In-Depth Literature Review on the Application of the Input Hypothesis,2023-11-04
2311.00208,What Formal Languages Can Transformers Express? A Survey,2023-11-01
2310.19736,Evaluating Large Language Models: A Comprehensive Survey,2023-10-30
2310.19055,A Few-Shot Learning Focused Survey on Recent Named Entity Recognition and Relation Classification Methods,2023-10-29
2310.17894,Natural Language Interfaces for Tabular Data Querying and Visualization: A Survey,2023-10-27
2310.17526,Can large language models replace humans in the systematic review process? Evaluating GPT-4's efficacy in screening and extracting data from peer-reviewed and grey literature in multiple languages,2023-10-26
2310.17017,An Integrative Survey on Mental Health Conversational Agents to Bridge Computer Science and Medical Perspectives,2023-10-25
2310.16570,Give Me the Facts! A Survey on Factual Knowledge Probing in Pre-trained Language Models,2023-10-25
2310.16218,Knowledge Editing for Large Language Models: A Survey,2023-10-24
2310.15654,A Survey on Detection of LLMs-Generated Content,2023-10-24
2310.15264,Towards Possibilities & Impossibilities of AI-generated Text Detection: A Survey,2023-10-23
2310.14724,"A Survey on LLM-Generated Text Detection: Necessity, Methods, and Future Directions",2023-10-23
2310.18345,A Survey on Semantic Processing Techniques,2023-10-22
2310.12318,The Sentiment Problem: A Critical Survey towards Deconstructing Sentiment Analysis,2023-10-18
2310.11884,From Neural Activations to Concepts: A Survey on Explaining Concepts in Neural Networks,2023-10-18
2310.10844,Survey of Vulnerabilities in Large Language Models Revealed by Adversarial Attacks,2023-10-16
2310.09411,Surveying the Landscape of Text Summarization with Deep Learning: A Comprehensive Review,2023-10-13
2310.07521,"Survey on Factuality in Large Language Models: Knowledge, Retrieval and Domain-Specificity",2023-10-11
2310.05694,"A Survey of Large Language Models for Healthcare: from Data, Technology, and Applications to Accountability and Ethics",2023-10-09
2310.04959,Towards Better Chain-of-Thought Prompting Strategies: A Survey,2023-10-08
2310.04480,Auto-survey Challenge,2023-10-06
2310.12321,A Survey of GPT-3 Family Large Language Models Including ChatGPT and GPT-4,2023-10-04
2310.02235,Automatic Quality Assessment of Wikipedia Articles -- A Systematic Literature Review,2023-10-03
2310.00836,Towards LogiGLUE: A Brief Survey and A Benchmark for Analyzing Logical Reasoning Capabilities of Language Models,2023-10-02
2309.17447,A Large Language Model Approach to Educational Survey Feedback Analysis,2023-09-29
2309.16459,Augmenting LLMs with Knowledge: A survey on hallucination prevention,2023-09-28
2309.16396,A Comprehensive Survey of Document-level Relation Extraction (2016-2023),2023-09-28
2311.10723,Large Language Models in Finance: A Survey,2023-09-28
2310.01424,Identifying and Mitigating Privacy Risks Stemming from Language Models: A Survey,2023-09-27
2309.15402,"Navigate through Enigmatic Labyrinth A Survey of Chain of Thought Reasoning: Advances, Frontiers and Future",2023-09-27
2309.15025,Large Language Model Alignment: A Survey,2023-09-26
2309.14381,Survey of Social Bias in Vision-Language Models,2023-09-24
2309.15857,A Survey on Image-text Multimodal Models,2023-09-23
2309.14365,An In-depth Survey of Large Language Model-based Artificial Intelligence Agents,2023-09-23
2309.13249,A Survey of Document-Level Information Extraction,2023-09-23
2309.13205,A Practical Survey on Zero-shot Prompt Design for In-context Learning,2023-09-22
2309.09727,When Large Language Models Meet Citation: A Survey,2023-09-18
2309.07864,The Rise and Potential of Large Language Model Based Agents: A Survey,2023-09-14
2309.07689,Detecting ChatGPT: A Survey of the State of Detecting ChatGPT-Generated Text,2023-09-14
2309.01684,CRUISE-Screening: Living Literature Reviews Toolbox,2023-09-04
2309.01157,Large Language Models for Generative Recommendation: A Survey and Visionary Discussions,2023-09-03
2309.01029,Explainability for Large Language Models: A Survey,2023-09-02
2309.00770,Bias and Fairness in Large Language Models: A Survey,2023-09-02
2308.14149,"Examining User-Friendly and Open-Sourced Large GPT Models: A Survey on Language, Multimodal, and Scientific GPT Models",2023-08-27
2308.12488,GPTEval: A Survey on Assessments of ChatGPT and GPT-4,2023-08-24
2308.12014,From Instructions to Intrinsic Human Values -- A Survey of Alignment Goals for Big Models,2023-08-23
2308.11432,A Survey on Large Language Model based Autonomous Agents,2023-08-22
2308.10792,Instruction Tuning for Large Language Models: A Survey,2023-08-21
2308.10562,Seeing the Intangible: Survey of Image Classification into High-Level and Abstract Categories,2023-08-21
2308.10149,A Survey on Fairness in Large Language Models,2023-08-20
2308.09892,Utilizing Semantic Textual Similarity for Clinical Survey Data Feature Selection,2023-08-19
2308.09341,Document Automation Architectures: Updated Survey in Light of Large Language Models,2023-08-18
2308.08234,Challenges and Opportunities of Using Transformer-Based Multi-Task Learning in NLP Through ML Lifecycle: A Survey,2023-08-16
2308.07902,Through the Lens of Core Competency: Survey on Evaluation of Large Language Models,2023-08-15
2308.07633,A Survey on Model Compression for Large Language Models,2023-08-15
2308.07107,Large Language Models for Information Retrieval: A Survey,2023-08-14
2308.06610,Bio-SIEVE: Exploring Instruction Tuning Large Language Models for Systematic Review Automation,2023-08-12
2308.06095,Neural Conversation Models and How to Rein Them in: A Survey of Failures and Fixes,2023-08-11
2308.03188,Automatically Correcting Large Language Models: Surveying the landscape of diverse self-correction strategies,2023-08-06
2308.02199,A Survey of Spanish Clinical Language Models,2023-08-04
2307.16680,On the Trustworthiness Landscape of State-of-the-art Generative Models: A Survey and Outlook,2023-07-31
2307.16265,Recent Advances in Hierarchical Multi-label Text Classification: A Survey,2023-07-30
2307.15341,Teach Me How to Improve My Argumentation Skills: A Survey on Feedback in Argumentation,2023-07-28
2307.12966,Aligning Large Language Models with Human: A Survey,2023-07-24
2307.12639,Fake News Detection Through Graph-based Neural Networks: A Survey,2023-07-24
2307.09021,Towards a Neural Era in Dialogue Management for Collaboration: A Literature Survey,2023-07-18
2307.10246,Deep Neural Networks and Brain Alignment: Brain Encoding and Decoding (Survey),2023-07-17
2307.07982,A Survey of Techniques for Optimizing Transformer Inference,2023-07-16
2307.06464,Assessing the Ability of ChatGPT to Screen Articles for Systematic Reviews,2023-07-12
2307.04251,ChatGPT in the Age of Generative AI and Large Language Models: A Concise Survey,2023-07-09
2307.03254,Vision Language Transformers: A Survey,2023-07-06
2307.03109,A Survey on Evaluation of Large Language Models,2023-07-06
2307.10188,Several categories of Large Language Models (LLMs): A Short Survey,2023-07-05
2306.15261,A Survey on Out-of-Distribution Evaluation of Neural NLP Models,2023-06-27
2306.13549,A Survey on Multimodal Large Language Models,2023-06-23
2306.12834,Natural Language Processing in Electronic Health Records in Relation to Healthcare Decision-making: A Systematic Review,2023-06-22
2306.09737,Using Natural Language Processing and Networks to Automate Structured Literature Reviews: An Application to Farmers Climate Change Adaptation,2023-06-16
2306.09079,Web of Things and Trends in Agriculture: A Systematic Literature Review,2023-06-15
2306.14905,PRISMA-DFLLM: An Extension of PRISMA for Systematic Literature Reviews using Domain-specific Finetuned Large Language Models,2023-06-15
2306.07198,A Survey of Vision-Language Pre-training from the Lens of Multimodal Machine Translation,2023-06-12
2306.07303,A Comprehensive Survey on Applications of Transformers for Deep Learning Tasks,2023-06-11
2306.05126,Mapping Brains with Language Models: A Survey,2023-06-08
2306.03608,A Survey of Quantum-Cognitively Inspired Sentiment Analysis Models,2023-06-06
2306.03189,Easy-to-Read in Germany: A Survey on its Current State and Available Resources,2023-06-05
2306.02051,A Comprehensive Survey on Relation Extraction: Recent Advances and New Frontiers,2023-06-03
2305.19915,Source Code Data Augmentation for Deep Learning: A Survey,2023-05-31
2305.18703,Domain Specialization as the Key to Make Large Language Models Disruptive: A Comprehensive Survey,2023-05-30
2305.16859,Scientific Fact-Checking: A Survey of Resources and Approaches,2023-05-26
2305.16259,Neural Natural Language Processing for Long Texts: A Survey on Classification and Summarization,2023-05-25
2305.16157,Training Data Extraction From Pre-trained Language Models: A Survey,2023-05-25
2305.18339,"A Survey on ChatGPT: AI-Generated Contents, Challenges, and Solutions",2023-05-25
2305.15186,SciReviewGen: A Large-scale Dataset for Automatic Literature Review Generation,2023-05-24
2305.14671,A Survey of Diffusion Models in Natural Language Processing,2023-05-24
2305.12641,A Comprehensive Survey of Sentence Representations: From the BERT Epoch to the ChatGPT Era and Beyond,2023-05-22
2305.12000,Deep Learning Approaches to Lexical Simplification: A Survey,2023-05-19
2305.11828,Appraising the Potential Uses and Harms of LLMs for Medical Systematic Reviews,2023-05-19
2305.10196,A Survey on Zero Pronoun Translation,2023-05-17
2305.08271,$SmartProbe$: A Virtual Moderator for Market Research Surveys,2023-05-14
2305.07611,Multimodal Sentiment Analysis: A Survey,2023-05-12
2305.06472,ChatGPT-Like Large-Scale Foundation Models for Prognostics and Health Management: A Survey and Roadmaps,2023-05-10
2305.16324,Talking with Machines: A Comprehensive Survey of Emergent Dialogue Systems,2023-05-10
2305.05403,"Completeness, Recall, and Negation in Open-World Knowledge Bases: A Survey",2023-05-09
2305.18086,The impact and applications of ChatGPT: a systematic review of literature reviews,2023-05-08
2305.03236,A Survey on Out-of-Distribution Detection in NLP,2023-05-05
2305.02750,"A Survey on Proactive Dialogue Systems: Problems, Methods, and Prospects",2023-05-04
2305.02579,"From Statistical Methods to Deep Learning, Automatic Keyphrase Prediction: A Survey",2023-05-04
2305.00955,Bridging the Gap: A Survey on Integrating (Human) Feedback for Natural Language Generation,2023-05-01
2304.14241,Entity-Level Sentiment Analysis (ELSA): An exploratory task survey,2023-04-27
2304.13712,Harnessing the Power of LLMs in Practice: A Survey on ChatGPT and Beyond,2023-04-26
2304.13191,Towards Explainable and Safe Conversational Agents for Mental Health: A Survey,2023-04-25
2304.11534,Graph Neural Networks for Text Classification: A Survey,2023-04-23
2304.11461,Recurrent Neural Networks and Long Short-Term Memory Networks: Tutorial and Survey,2023-04-22
2304.14415,"Generative AI Perceptions: A Survey to Measure the Perceptions of Faculty, Staff, and Students on Generative AI Tools in Academia",2023-04-21
2304.09805,A Survey of Corpora for Germanic Low-Resource Languages and Dialects,2023-04-19
2304.09493,Emotion fusion for mental illness detection from social media: A survey,2023-04-19
2304.08763,A Survey for Biomedical Text Summarization: From Pre-trained to Large Language Models,2023-04-18
2304.05468,A Survey of Resources and Methods for Natural Language Processing of Serbian Language,2023-04-11
2304.03512,Hierarchical Catalogue Generation for Literature Review: A Benchmark,2023-04-07
2304.02768,Application of Transformers based methods in Electronic Medical Records: A Systematic Literature Review,2023-04-05
2304.01666,A Survey on Contextualised Semantic Shift Detection,2023-04-04
2304.06488,"One Small Step for Generative AI, One Giant Leap for AGI: A Complete Survey on ChatGPT in AIGC Era",2023-04-04
2303.18223,A Survey of Large Language Models,2023-03-31
2304.01008,Self-Supervised Multimodal Learning: A Survey,2023-03-31
2303.14725,"Natural Language Reasoning, A Survey",2023-03-26
2303.14222,Lay Text Summarisation Using Natural Language Processing: A Narrative Literature Review,2023-03-24
2303.12023,Logical Reasoning over Natural Language as Knowledge Representation: A Survey,2023-03-21
2303.11607,Transformers in Speech Processing: A Survey,2023-03-21
2303.11504,Language Model Behavior: A Comprehensive Survey,2023-03-20
2303.10868,Retrieving Multimodal Information for Augmented Generation: A Survey,2023-03-20
2303.10475,Large Language Model Instruction Following: A Survey of Progresses and Challenges,2023-03-18
2303.13365,Requirement Formalisation using Natural Language Processing and Machine Learning: A Systematic Review,2023-03-18
2303.09136,A Short Survey of Viewing Large Language Models in Legal Aspect,2023-03-16
2303.07616,The Life Cycle of Knowledge in Big Language Models: A Survey,2023-03-14
2303.07576,Diffusion Models in NLP: A Survey,2023-03-14
2303.06574,Diffusion Models for Non-autoregressive Text Generation: A Survey,2023-03-12
2303.04226,A Comprehensive Survey of AI-Generated Content (AIGC): A History of Generative AI from GAN to ChatGPT,2023-03-07
2303.02411,The Contribution of Knowledge in Visiolinguistic Learning: A Survey on Tasks and Challenges,2023-03-04
2303.03329,End-to-End Speech Recognition: A Survey,2023-03-03
2302.14502,A Survey on Long Text Modeling with Transformers,2023-02-28
2302.14017,Full Stack Optimization of Transformer Inference: a Survey,2023-02-27
2302.10593,Connecting Humanities and Social Sciences: Applying Language and Speech Technology to Online Panel Surveys,2023-02-21
2302.09419,A Comprehensive Survey on Pretrained Foundation Models: A History from BERT to ChatGPT,2023-02-18
2302.09051,"Complex QA and language models hybrid architectures, Survey",2023-02-17
2302.08351,A Survey on Event-based News Narrative Extraction,2023-02-16
2302.08092,Product Question Answering in E-Commerce: A Survey,2023-02-16
2302.07926,Commonsense Reasoning for Conversational AI: A Survey of the State of the Art,2023-02-15
2302.07842,Augmented Language Models: a Survey,2023-02-15
2302.04359,Sentiment analysis and opinion mining on educational data: A survey,2023-02-08
2302.03512,"A Survey on Arabic Named Entity Recognition: Past, Recent Advances, and Future Trends",2023-02-07
2302.01859,Generalizing to Unseen Elements: A Survey on Knowledge Extrapolation for Knowledge Graphs,2023-02-03
2302.09304,Interpretability in Activation Space Analysis of Transformers: A Focused Survey,2023-01-22
2301.06767,The Recent Advances in Automatic Term Extraction: A survey,2023-01-17
2301.01967,A Survey of Code-switching: Linguistic and Social Perspectives for Language Technologies,2023-01-05
2301.01172,A Survey On Few-shot Knowledge Graph Completion with Structural and Commonsense Knowledge,2023-01-03
2301.00234,A Survey on In-context Learning,2022-12-31
2212.13465,"A Survey on Table-and-Text HybridQA: Concepts, Methods, Challenges and Future Directions",2022-12-27
2212.13428,A Survey on Knowledge-Enhanced Pre-trained Language Models,2022-12-27
2212.10888,"A Survey of Mix-based Data Augmentation: Taxonomy, Methods, Applications, and Explainability",2022-12-21
2212.10535,A Survey of Deep Learning for Mathematical Reasoning,2022-12-20
2212.11119,A survey on text generation using generative adversarial networks,2022-12-20
2212.10403,Towards Reasoning in Large Language Models: A Survey,2022-12-20
2212.10079,A Survey on Pretrained Language Models for Neural Code Intelligence,2022-12-20
2212.09660,The Decades Progress on Code-Switching Research in NLP: A Systematic Survey on Trends and Challenges,2022-12-19
2212.09597,Reasoning with Language Model Prompting: A Survey,2022-12-19
2212.09420,Large Language Models Meet NL2Code: A Survey,2022-12-19
2212.09252,Mind the Knowledge Gap: A Survey of Knowledge-enhanced Dialogue Systems,2022-12-19
2212.09072,Let's Negotiate! A Survey of Negotiation Dialogue Systems,2022-12-18
2212.09523,Natural Language Processing in Customer Service: A Systematic Review,2022-12-16
2212.08206,Meeting Summarization: A Survey of the State of the Art,2022-12-16
2212.05773,A Survey on Natural Language Processing for Programming,2022-12-12
2212.05767,"A Survey of Knowledge Graph Reasoning on Graph Types: Static, Dynamic, and Multimodal",2022-12-12
2212.04634,Open-world Story Generation with Structured Knowledge Enhancement: A Comprehensive Survey,2022-12-09
2212.04072,A Comprehensive Survey on Multi-hop Machine Reading Comprehension Approaches,2022-12-08
2212.04070,A Comprehensive Survey on Multi-hop Machine Reading Comprehension Datasets and Metrics,2022-12-08
2212.01669,A Survey on Medical Document Summarization,2022-12-03
2212.00857,a survey on GPT-3,2022-12-01
2211.15649,Beyond Counting Datasets: A Survey of Multilingual Dataset Construction and Necessary Resources,2022-11-28
2211.15328,A Survey on Conversational Search and Applications in Biomedicine,2022-11-28
2211.14591,A Survey of Text Representation Methods and Their Genealogy,2022-11-26
2211.15351,Testing the effectiveness of saliency-based explainability in NLP using randomized survey-based experiments,2022-11-25
2211.12701,Continual Learning of Natural Language Processing Tasks: A Survey,2022-11-23
2211.11958,A Survey on Backdoor Attack and Defense in Natural Language Processing,2022-11-22
2211.09511,Hey ASR System! Why Aren't You More Inclusive? Automatic Speech Recognition Systems' Bias and Proposed Bias Mitigation Techniques. A Literature Review,2022-11-17
2211.09172,Deep Emotion Recognition in Textual Conversations: A Survey,2022-11-16
2211.07886,A Survey for Efficient Open Domain Question Answering,2022-11-15
2211.05994,A Survey of Knowledge Enhanced Pre-trained Language Models,2022-11-11
2211.05166,Grammatical Error Correction: A Survey of the State of the Art,2022-11-09
2211.03536,Knowledge Graph Embedding: A Survey from the Perspective of Representation Spaces,2022-11-07
2211.03154,On the Domain Adaptation and Generalization of Pretrained Language Models: A Survey,2022-11-06
2210.16960,"Multilingual Multimodality: A Taxonomical Survey of Datasets, Techniques, Challenges and Opportunities",2022-10-30
2210.10109,A Survey of Active Learning for Natural Language Processing,2022-10-18
2210.07700,Language Generation Models Can Cause Harm: So What Can We Do About It? An Actionable Survey,2022-10-14
2210.07321,Machine Generated Text: A Comprehensive Survey of Threat Models and Detection Methods,2022-10-13
2210.05664,Social Influence Dialogue Systems: A Survey of Datasets and Models For Social Influence Tasks,2022-10-11
2210.04675,A Survey of Methods for Addressing Class Imbalance in Deep-Learning Based Natural Language Processing,2022-10-10
2210.03419,Event Extraction: A Survey,2022-10-07
2210.03353,"The Lifecycle of ""Facts"": A Survey of Social Bias in Knowledge Graphs",2022-10-07
2210.06336,Synthetic Text Detection: Systemic Literature Review,2022-10-01
2210.00105,A Decade of Knowledge Graphs in Natural Language Processing: A Survey,2022-09-30
2209.15293,A Survey: Credit Sentiment Score Prediction,2022-09-30
2209.09062,Overview of the SV-Ident 2022 Shared Task on Survey Variable Identification in Social Science Publications,2022-09-19
2211.11548,Survey of Query-based Text Summarization,2022-09-17
2209.06521,Preregistered protocol for: Articulatory changes in speech following treatment for oral or oropharyngeal cancer: a systematic review,2022-09-14
2209.06170,Computational Sarcasm Analysis on Social Media: A Systematic Review,2022-09-13
2209.04712,"A Survey in Automatic Irony Processing: Linguistic, Cognitive, and Multi-X Perspectives",2022-09-10
2209.01824,A Survey on Measuring and Mitigating Reasoning Shortcuts in Machine Reading Comprehension,2022-09-05
2209.01621,Interactive Question Answering Systems: Literature Review,2022-09-04
2209.00099,Efficient Methods for Natural Language Processing: A Survey,2022-08-31
2208.13629,"A Survey on Text-to-SQL Parsing: Concepts, Methods, and Future Directions",2022-08-29
2208.09012,"A Kind Introduction to Lexical and Grammatical Aspect, with a Survey of Computational Approaches",2022-08-18
2208.08690,A Survey on Open Information Extraction from Rule-based Model to Large Language Model,2022-08-18
2208.06532,A Gentle Introduction and Survey on Computing with Words (CWW) Methodologies,2022-08-12
2208.05757,A Comprehensive Survey of Natural Language Generation Advances from the Perspective of Digital Deception,2022-08-11
2208.04415,Deep Learning Driven Natural Languages Text to SQL Query Conversion: A Survey,2022-08-08
2208.04163,Abstractive Meeting Summarization: A Survey,2022-08-08
2208.03197,Low-Resource Dense Retrieval for Open-Domain Question Answering: A Comprehensive Survey,2022-08-05
2208.01712,"No Pattern, No Recognition: a Survey about Reproducibility and Distortion Issues of Text Clustering and Topic Modeling",2022-08-02
2208.00249,Cause-and-Effect Analysis of ADAS: A Comparison Study between Literature Review and Complaint Data,2022-07-30
2207.14627,"""Do you follow me?"": A Survey of Recent Approaches in Dialogue State Tracking",2022-07-29
2207.13211,A Survey of Intent Classification and Slot-Filling Datasets for Task-Oriented Dialog,2022-07-26
2207.12571,Innovations in Neural Data-to-text Generation: A Survey,2022-07-25
2207.07568,Reasoning about Actions over Visual and Linguistic Modalities: A Survey,2022-07-15
2207.10639,Session-based Cyberbullying Detection in Social Media: A Survey,2022-07-14
2207.05270,A Survey on Table Question Answering: Recent Advances,2022-07-12
2207.01683,Location reference recognition from texts: A survey and comparison,2022-07-04
2207.00939,"An Empirical Survey on Long Document Summarization: Datasets, Models and Metrics",2022-07-03
2206.15030,Modern Question Answering Datasets and Benchmarks: A Survey,2022-06-30
2206.07328,A Survey : Neural Networks for AMR-to-Text,2022-06-15
2206.07304,Knowledge Management System with NLP-Assisted Annotations: A Brief Survey and Outlook,2022-06-15
2205.15683,Why are NLP Models Fumbling at Elementary Math? A Survey of Deep Learning based Word Problem Solvers,2022-05-31
2205.15231,A Survey in Mathematical Language Processing,2022-05-30
2205.11725,A Survey on Neural Open Information Extraction: Current Status and Future Directions,2022-05-24
2205.10967,Computational Storytelling and Emotions: A Survey,2022-05-23
2205.10095,How to keep text private? A systematic review of deep learning methods for privacy-preserving natural language processing,2022-05-20
2205.04274,Detecting and Understanding Harmful Memes: A Survey,2022-05-09
2205.04083,Automated Evaluation for Student Argumentative Writing: A Survey,2022-05-09
2205.01500,Meta Learning for Natural Language Processing: A Survey,2022-05-03
2205.00965,State-of-the-art in Open-domain Conversational AI: A Survey,2022-05-02
2204.13516,What do You Mean by Relation Extraction? A Survey on Datasets and Study on Scientific Relation Classification,2022-04-28
2206.02690,A Survey on Sentence Embedding Models Performance for Patent Analysis,2022-04-28
2204.11660,A Survey on Word Meta-Embedding Learning,2022-04-25
2204.11190,"Knowledge-aware Document Summarization: A Survey of Knowledge, Embedding Methods and Architectures",2022-04-24
2204.10365,Towards an Enhanced Understanding of Bias in Pre-trained Neural Language Models: A Survey with Special Emphasis on Affective Bias,2022-04-21
2204.14081,Few-shot learning for medical text: A systematic review,2022-04-21
2204.09519,A Survey on Neural Abstractive Summarization Methods and Factual Consistency of Summarization,2022-04-20
2204.09269,A Survey on Non-Autoregressive Generation for Neural Machine Translation and Beyond,2022-04-20
2204.08892,A survey on improving NLP models with human explanations,2022-04-19
2204.07356,Vision-and-Language Pretrained Models: A Survey,2022-04-15
2204.05232,Survey of Aspect-based Sentiment Analysis Datasets,2022-04-11
2204.05042,Resources for Turkish Natural Language Processing: A critical survey,2022-04-11
2204.04859,"A Survey on Legal Judgment Prediction: Datasets, Metrics, Models and Challenges",2022-04-11
2204.03508,A Survey of Multi-task Learning in Natural Language Processing: Regarding Task Relatedness and Training Methods,2022-04-07
2203.17081,Interpretation of Black Box NLP Models: A Survey,2022-03-31
2203.16891,A survey of neural models for the automatic analysis of conversation: Towards a better integration of the social sciences,2022-03-31
2203.14266,A Survey on Aspect-Based Sentiment Classification,2022-03-27
2203.12515,A Survey on Cross-Lingual Summarization,2022-03-23
2203.12667,"Vision-and-Language Navigation: A Survey of Tasks, Methods, and Future Directions",2022-03-22
2203.06414,A Survey of Adversarial Defences and Robustness in NLP,2022-03-12
2204.03503,Survey on Automated Short Answer Grading with Deep Learning: from Word Embeddings to Transformers,2022-03-11
2203.05227,"Faithfulness in Natural Language Generation: A Systematic Survey of Analysis, Evaluation and Optimization Methods",2022-03-10
2203.03047,Recent Advances in Neural Text Generation: A Task-Agnostic Survey,2022-03-06
2204.09591,A Survey on Bias and Fairness in Natural Language Processing,2022-03-06
2203.02982,A Survey of Implicit Discourse Relation Recognition,2022-03-06
2203.01294,Providing Insights for Open-Response Surveys via End-to-End Context-Aware Clustering,2022-03-02
2203.01054,"A Survey on Aspect-Based Sentiment Analysis: Tasks, Methods, and Challenges",2022-03-02
2202.13675,A Survey on Recent Advances and Challenges in Reinforcement Learning Methods for Task-Oriented Dialogue Policy Learning,2022-02-28
2202.12576,A Survey of Multilingual Models for Automatic Speech Recognition,2022-02-25
2203.03584,Counter Hate Speech in Social Media: A Survey,2022-02-21
2202.10936,A Survey of Vision-Language Pre-Trained Models,2022-02-18
2202.09166,Evaluating the Construct Validity of Text Embeddings with Application to Survey Questions,2022-02-18
2202.09061,VLP: A Survey on Vision-Language Pre-training,2022-02-18
2202.08772,A Survey of Knowledge-Intensive NLP with Pre-Trained Language Models,2022-02-17
2202.08063,Information Extraction in Low-Resource Scenarios: Survey and Perspective,2022-02-16
2202.07105,A Survey on Model Compression and Acceleration for Pretrained Language Models,2022-02-15
2202.07101,A Survey on Dynamic Neural Networks for Natural Language Processing,2022-02-15
2202.06935,Repairing the Cracked Foundation: A Survey of Obstacles in Evaluation Practices for Generated Text,2022-02-14
2202.05786,Multi-Modal Knowledge Graph Construction and Application: A Survey,2022-02-11
