sentence_id,status,skip_reason,topic,hypothesis_a,source_a,hypothesis_b,source_b,reject_reason
s0103,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0105,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0107,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0116,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0120,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0121,skipped,same_finding_different_wording,,,,,,skipped_by_annotator
s0122,skipped,same_finding_different_wording,,,,,,skipped_by_annotator
s0125,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0134,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0136,skipped,insufficient_context,,,,,,skipped_by_annotator
s0138,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0143,skipped,insufficient_context,,,,,,skipped_by_annotator
s0144,skipped,insufficient_context,,,,,,skipped_by_annotator
s0146,skipped,insufficient_context,,,,,,skipped_by_annotator
s0147,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0154,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0155,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0156,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0157,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0159,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0160,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0163,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0164,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0170,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0181,skipped,insufficient_context,,,,,,skipped_by_annotator
s0182,skipped,same_finding_different_wording,,,,,,skipped_by_annotator
s0187,skipped,same_finding_different_wording,,,,,,skipped_by_annotator
s0188,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0189,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0192,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0193,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0194,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0195,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0198,skipped,insufficient_context,,,,,,skipped_by_annotator
s0200,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0201,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0203,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0205,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0210,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0213,skipped,same_finding_different_wording,,,,,,skipped_by_annotator
s0214,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0215,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0219,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0221,skipped,insufficient_context,,,,,,skipped_by_annotator
s0227,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0229,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0232,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0234,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0235,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0236,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0237,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0238,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0240,skipped,insufficient_context,,,,,,skipped_by_annotator
s0242,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0243,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0246,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0249,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0250,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0254,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0255,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0257,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0258,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0259,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0262,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0266,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0268,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0272,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0275,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0277,skipped,insufficient_context,,,,,,skipped_by_annotator
s0278,skipped,insufficient_context,,,,,,skipped_by_annotator
s0280,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0283,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0285,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0287,skipped,insufficient_context,,,,,,skipped_by_annotator
s0288,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0289,skipped,same_finding_different_wording,,,,,,skipped_by_annotator
s0291,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0292,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0297,skipped,same_finding_different_wording,,,,,,skipped_by_annotator
s0298,skipped,same_finding_different_wording,,,,,,skipped_by_annotator
s0299,skipped,insufficient_context,,,,,,skipped_by_annotator
s0300,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0301,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0304,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0305,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0308,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0309,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0310,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0311,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0314,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0315,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0316,skipped,same_finding_different_wording,,,,,,skipped_by_annotator
s0319,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0320,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0321,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0322,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0323,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0324,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0326,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0327,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0328,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0330,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0331,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0335,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0336,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0342,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0344,skipped,insufficient_context,,,,,,skipped_by_annotator
s0345,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0346,skipped,insufficient_context,,,,,,skipped_by_annotator
s0349,skipped,insufficient_context,,,,,,skipped_by_annotator
s0351,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0352,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0353,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0364,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0370,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0383,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0388,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0389,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0396,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0408,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0411,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0414,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0418,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0423,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0424,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0429,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0432,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0433,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0434,skipped,insufficient_context,,,,,,skipped_by_annotator
s0437,skipped,insufficient_context,,,,,,skipped_by_annotator
s0438,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0439,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0441,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0442,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0444,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0445,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0446,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0450,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0451,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0452,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0453,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0455,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0459,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0460,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0464,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0466,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0467,skipped,insufficient_context,,,,,,skipped_by_annotator
s0470,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0474,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0477,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0481,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0484,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0485,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0487,skipped,insufficient_context,,,,,,skipped_by_annotator
s0494,skipped,insufficient_context,,,,,,skipped_by_annotator
s0495,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0496,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0497,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0502,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0511,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0519,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0523,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0524,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0526,skipped,insufficient_context,,,,,,skipped_by_annotator
s0527,skipped,insufficient_context,,,,,,skipped_by_annotator
s0528,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0529,skipped,same_finding_different_wording,,,,,,skipped_by_annotator
s0531,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0532,skipped,insufficient_context,,,,,,skipped_by_annotator
s0533,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0534,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0535,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0537,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0543,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0546,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0548,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0552,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0553,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0561,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0564,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0576,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0577,skipped,insufficient_context,,,,,,skipped_by_annotator
s0578,skipped,insufficient_context,,,,,,skipped_by_annotator
s0579,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0582,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0584,skipped,same_finding_different_wording,,,,,,skipped_by_annotator
s0585,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0586,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0589,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0592,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0593,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0594,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0608,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0615,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0619,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0621,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0623,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0626,skipped,insufficient_context,,,,,,skipped_by_annotator
s0629,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0637,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0638,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0641,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0642,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
s0646,skipped,not_genuine_contrast,,,,,,skipped_by_annotator
