arxiv_id,title,published
2603.13372,The ARC of Progress towards AGI: A Living Survey of Abstraction and Reasoning,2026-03-09
2603.20235,"Writing literature reviews with AI: principles, hurdles and some lessons learned",2026-03-08
2603.13338,OpenExtract: Automated Data Extraction for Systematic Reviews in Health,2026-03-06
2603.06749,Robotic Foundation Models for Industrial Control: A Comprehensive Survey and Readiness Assessment Framework,2026-03-06
2603.03177,Neuro-Symbolic Artificial Intelligence: A Task-Directed Survey in the Black-Box Models Era,2026-03-03
2602.19534,Large Language Model-Assisted UAV Operations and Communications: A Multifaceted Survey and Tutorial,2026-02-23
2603.06623,Advances in GRPO for Generation Models: A Survey,2026-02-21
2602.17397,A High-Level Survey of Optical Remote Sensing,2026-02-19
2602.11583,"The Five Ws of Multi-Agent Communication: Who Talks to Whom, When, What, and Why -- A Survey from MARL to Emergent Language and LLMs",2026-02-12
2602.08019,The Rise of Sparse Mixture-of-Experts: A Survey from Algorithmic Foundations to Decentralized Architectures and Vertical Domain Applications,2026-02-08
2602.13283,Accuracy Standards for AI at Work vs. Personal Life: Evidence from an Online Survey,2026-02-06
2602.01215,AI Meets Plasticity: A Comprehensive Survey,2026-02-01
2602.01019,Inter- and Intra-Subject Variability in EEG: A Systematic Survey,2026-02-01
2601.17717,A Survey on Evaluating Quality and Trustworthiness in LLM-Generated Data,2026-01-25
2601.15353,Reinforcement Learning in the Real World: A Survey of Statistical Challenges and Future Directions,2026-01-21
2601.14311,"Tracing the Data Trail: A Survey of Data Provenance, Transparency and Traceability in LLMs",2026-01-19
2601.15316,The Paradigm Shift: A Comprehensive Survey on Large Vision Language Models for Multimodal Fake News Detection,2026-01-16
2601.11598,Toward Youth-Centered Privacy-by-Design in Smart Devices: A Systematic Review,2026-01-07
2601.03794,An Algorithmic Framework for Systematic Literature Reviews: A Case Study for Financial Narratives,2026-01-07
2601.02045,The New Compiler Stack: A Survey on the Synergy of LLMs and Compilers,2026-01-05
2512.22256,Agentic Software Issue Resolution with Large Language Models: A Survey,2025-12-24
2512.23719,A Survey of AI Methods for Geometry Preparation and Mesh Generation in Engineering Simulation,2025-12-16
2512.13744,"Toward Noise-Aware Audio Deepfake Detection: Survey, SNR-Benchmarks, and Practical Recipes",2025-12-15
2512.11661,From Verification Burden to Trusted Collaboration: Design Goals for LLM-Assisted Literature Reviews,2025-12-12
2512.08057,Large Language Models for Education and Research: An Empirical and User Survey-based Analysis,2025-12-08
2511.23118,Machine learning for violence prediction: a systematic review and critical appraisal,2025-11-28
2511.20730,Data-Driven Methods and AI in Engineering Design: A Systematic Literature Review Focusing on Challenges and Opportunities,2025-11-25
2511.17689,ARISE: Agentic Rubric-Guided Iterative Survey Engine for Automated Scholarly Paper Generation,2025-11-21
2512.00049,Socially aware navigation for mobile robots: a survey on deep reinforcement learning approaches,2025-11-18
2511.12635,LLM4SCREENLIT: Recommendations on Assessing the Performance of Large Language Models for Screening Literature in Systematic Reviews,2025-11-16
2511.15722,"Spatial Reasoning in Multimodal Large Language Models: A Survey of Tasks, Benchmarks and Methods",2025-11-14
2511.09586,Environment Scaling for Interactive Agentic Experience Collection: A Survey,2025-11-12
2512.00027,A Survey on Improving Human Robot Collaboration through Vision-and-Language Navigation,2025-11-06
2511.00105,Artificial Intelligence in Elementary STEM Education: A Systematic Review of Current Applications and Future Challenges,2025-10-30
2510.26392,Multi-Task Learning Based on Support Vector Machines and Twin Support Vector Machines: A Comprehensive Survey,2025-10-30
2510.26307,A Survey of Heterogeneous Graph Neural Networks for Cybersecurity Anomaly Detection,2025-10-30
2510.25386,"Integrating Legal and Logical Specifications in Perception, Prediction, and Planning for Automated Driving: A Survey of Methods",2025-10-29
2512.00020,Large Language Model for Verilog Code Generation: Literature Review and the Road Ahead,2025-10-29
2512.00019,A Comprehensive Survey on Surgical Digital Twin,2025-10-28
2510.23587,A Survey of Data Agents: Emerging Paradigm or Overstated Hype?,2025-10-27
2510.23578,Reduced AI Acceptance After the Generative AI Boom: Evidence From a Two-Wave Survey Study,2025-10-27
2510.20345,LLM-empowered knowledge graph construction: A survey,2025-10-23
2510.17111,Efficient Vision-Language-Action Models for Embodied Manipulation: A Systematic Survey,2025-10-20
2510.16973,Foundation Models in Medical Image Analysis: A Systematic Review and Meta-Analysis,2025-10-19
2510.16720,Beyond Pipelines: A Survey of the Paradigm Shift toward Model-Native Agentic AI,2025-10-19
2510.17867,A Survey of Recursive and Recurrent Neural Networks,2025-10-16
2510.12399,A Survey of Vibe Coding with Large Language Models,2025-10-14
2510.12201,On the Design and Evaluation of Human-centered Explainable AI Systems: A Systematic Review and Taxonomy,2025-10-14
2510.11409,Leveraging LLMs for Semi-Automatic Corpus Filtration in Systematic Literature Reviews,2025-10-13
2510.10671,Image-to-Video Transfer Learning based on Image-Language Foundation Models: A Comprehensive Survey,2025-10-12
2510.08962,Analytical Survey of Learning with Low-Resource Data: From Analysis to Investigation,2025-10-10
2510.07697,Rethinking Reasoning: A Survey on Reasoning-based Backdoors in LLMs,2025-10-09
2510.04999,Bridging Text and Video Generation: A Survey,2025-10-06
2510.05184,Representation Potentials of Foundation Models for Multimodal Alignment: A Survey,2025-10-05
2510.04141,The Artificial Intelligence Cognitive Examination: A Survey on the Evolution of Multimodal Evaluation from Recognition to Reasoning,2025-10-05
2510.03847,"Small Language Models for Agentic Systems: A Survey of Architectures, Capabilities, and Deployment Trade offs",2025-10-04
2509.25373,From Perception to Cognition: A Survey of Vision-Language Interactive Reasoning in Multimodal Large Language Models,2025-09-29
2509.23988,LLM/Agent-as-Data-Analyst: A Survey,2025-09-28
2509.21188,"Adoption, usability and perceived clinical value of a UK AI clinical reference platform (iatroX): a mixed-methods formative evaluation of real-world usage and a 1,223-respondent user survey",2025-09-25
2509.20411,Adversarial Defense in Cybersecurity: A Systematic Review of GANs for Threat Detection and Mitigation,2025-09-24
2509.19012,Pure Vision Language Action (VLA) Models: A Comprehensive Survey,2025-09-23
2509.18970,"LLM-based Agents Suffer from Hallucinations: A Survey of Taxonomy, Methods, and Directions",2025-09-23
2509.16330,Generalizability of Large Language Model-Based Agents: A Comprehensive Survey,2025-09-19
2509.13025,"GView: A Survey of Binary Forensics via Visual, Semantic, and AI-Enhanced Analysis",2025-09-16
2509.11575,A Survey of Reasoning and Agentic Systems in Time Series with Large Language Models,2025-09-15
2509.11289,Energy-Aware 6G Network Design: A Survey,2025-09-14
2509.11080,Membership Inference Attacks on Recommender System: A Survey,2025-09-14
2509.10858,Large Language Models for Security Operations Centers: A Comprehensive Survey,2025-09-13
2509.10570,Large Foundation Models for Trajectory Prediction in Autonomous Driving: A Comprehensive Survey,2025-09-11
2509.08269,A Systematic Survey on Large Language Models for Evolutionary Optimization: From Modeling to Solving,2025-09-10
2509.02411,A Survey: Towards Privacy and Security in Mobile Large Language Models,2025-09-02
2509.00987,Causal MAS: A Survey of Large Language Model Architectures for Discovery and Effect Estimation,2025-08-31
2508.20307,Surveying the Operational Cybersecurity and Supply Chain Threat Landscape when Developing and Deploying AI Systems,2025-08-27
2508.19097,Reasoning LLMs in the Medical Domain: A Literature Survey,2025-08-26
2508.18803,A Survey on Cloud-Edge-Terminal Collaborative Intelligence in AIoT Networks,2025-08-26
2508.17298,Explain Before You Answer: A Survey on Compositional Visual Reasoning,2025-08-24
2508.16527,Towards Open World Detection: A Survey,2025-08-22
2508.15716,Foundation Models for Cross-Domain EEG Analysis Application: A Survey,2025-08-21
2508.14111,From AI for Science to Agentic Science: A Survey on Autonomous Scientific Discovery,2025-08-18
2508.12213,Towards Generalizable Human Activity Recognition: A Survey,2025-08-17
2508.10047,A Survey of Optimization Modeling Meets LLMs: Progress and Future Directions,2025-08-12
2508.08535,LLM-Driven Adaptive 6G-Ready Wireless Body Area Networks: Survey and Framework,2025-08-12
2508.06691,Role of Large Language Models and Retrieval-Augmented Generation for Accelerating Crystalline Material Discovery: A Systematic Review,2025-08-08
2508.05855,Safety of Embodied Navigation: A Survey,2025-08-07
2508.05547,Adapting Vision-Language Models Without Labels: A Comprehensive Survey,2025-08-07
2508.05246,A Study of Gender Classification Techniques Based on Iris Images: A Deep Survey and Analysis,2025-08-07
2508.04427,Decoding the Multimodal Maze: A Systematic Review on the Adoption of Explainability in Multimodal Attention-based Models,2025-08-06
2508.04227,Continual Learning for VLMs: A Survey and Taxonomy Beyond Forgetting,2025-08-06
2508.04035,"A Comparative Survey of PyTorch vs TensorFlow for Deep Learning: Usability, Performance, and Deployment Trade-offs",2025-08-06
2508.03194,"Scaling DRL for Decision Making: A Survey on Data, Network, and Training Budget Strategies",2025-08-05
2508.02312,A Survey on Data Security in Large Language Models,2025-08-04
2508.02121,"A Survey on AgentOps: Categorization, Challenges, and Future Directions",2025-08-04
2508.02120,Don't Overthink It: A Survey of Efficient R1-style Large Reasoning Models,2025-08-04
2508.02096,Evaluating User Experience in Conversational Recommender Systems: A Systematic Review Across Classical and LLM-Powered Approaches,2025-08-04
2508.01845,Beyond Vulnerabilities: A Survey of Adversarial Attacks as Both Threats and Defenses in Computer Vision Systems,2025-08-03
2508.02744,Large Language Model-based Data Science Agent: A Survey,2025-08-02
2508.01186,A Survey on Agent Workflow -- Status and Future,2025-08-02
2507.23694,A survey of multi-agent geosimulation methodologies: from ABM to LLM,2025-07-31
2508.03734,A Survey of Multimodal Ophthalmic Diagnostics: From Task-Specific Approaches to Foundational Models,2025-07-31
2508.05660,Open-Source Agentic Hybrid RAG Framework for Scientific Literature Review,2025-07-30
2507.22659,A Systematic Literature Review on Detecting Software Vulnerabilities with Large Language Models,2025-07-30
2507.22610,Metamorphic Testing of Deep Code Models: A Systematic Literature Review,2025-07-30
2507.21504,Evaluation and Benchmarking of LLM Agents: A Survey,2025-07-29
2507.21046,"A Survey of Self-Evolving Agents: What, When, How, and Where to Evolve on the Path to Artificial Super Intelligence",2025-07-28
2507.19657,"""X of Information'' Continuum: A Survey on AI-Driven Multi-dimensional Metrics for Next-Generation Networked Systems",2025-07-25
2507.19593,A Survey on Hypergame Theory: Modelling Misaligned Perceptions and Nested Beliefs for Multi-Agent Systems,2025-07-25
2507.17787,Hyperbolic Deep Learning for Foundation Models: A Survey,2025-07-23
2507.16586,AI for Better UX in Computer-Aided Engineering: Is Academia Catching Up with Industry Demands? A Multivocal Literature Review,2025-07-22
2507.15025,Survey of GenAI for Automotive Software Development: From Requirements to Executable Code,2025-07-20
2507.14633,Agentic Satellite-Augmented Low-Altitude Economy and Terrestrial Networks: A Survey on Generative Approaches,2025-07-19
2507.12739,Transformer-based Spatial Grounding: A Comprehensive Survey,2025-07-17
2507.11751,Survey of Genetic and Differential Evolutionary Algorithm Approaches to Search Documents Based On Semantic Similarity,2025-07-15
2507.11730,Seeing the Signs: A Survey of Edge-Deployable OCR Models for Billboard Visibility Analysis,2025-07-15
2507.09861,"A Survey on MLLM-based Visually Rich Document Understanding: Methods, Challenges, and Emerging Trends",2025-07-14
2507.07148,Explainable Artificial Intelligence in Biomedical Image Analysis: A Comprehensive Survey,2025-07-09
2507.06275,Advancing Offline Handwritten Text Recognition: A Systematic Review of Data Augmentation and Generation Techniques,2025-07-08
2507.04136,A Technical Survey of Reinforcement Learning Techniques for Large Language Models,2025-07-05
2507.03637,Large Language Models for Combinatorial Optimization: A Systematic Review,2025-07-04
2507.03175,Understanding Knowledge Transferability for Transfer Learning: A Survey,2025-07-03
2507.03156,The Impact of LLM-Assistants on Software Developer Productivity: A Systematic Review and Mapping Study,2025-07-03
2507.02076,Reasoning on a Budget: A Survey of Adaptive and Controllable Test-Time Compute in LLMs,2025-07-02
2507.02074,"Large Language Models for Crash Detection in Video: A Survey of Methods, Datasets, and Challenges",2025-07-02
2506.24044,A Survey on Vision-Language-Action Models for Autonomous Driving,2025-06-30
2506.23844,A Survey on Autonomy-Induced Security Risks in Large Model-Based Agents,2025-06-30
2507.01990,Integrating Large Language Models in Financial Investments and Market Analysis: A Survey,2025-06-29
2506.22521,A Survey on Model Extraction Attacks and Defenses for Large Language Models,2025-06-26
2506.20743,"A Survey of AI for Materials Science: Foundation Models, LLM Agents, Datasets, and Tools",2025-06-25
2506.19769,"A Survey of Multi-sensor Fusion Perception for Embodied AI: Background, Methods, Challenges and Prospects",2025-06-24
2506.18504,Generalizing vision-language models to novel domains: A comprehensive survey,2025-06-23
2507.02900,"Advancing Talking Head Generation: A Comprehensive Survey of Multi-Modal Methodologies, Datasets, Evaluation Metrics, and Loss Functions",2025-06-23
2506.15506,Insights on Adversarial Attacks for Tabular Machine Learning via a Systematic Literature Review,2025-06-18
2506.14096,Image Segmentation with Large Language Models: A Survey with Perspectives for Intelligent Transportation Systems,2025-06-17
2506.13932,Code Reasoning for Software Engineering Tasks: A Survey and A Call to Action,2025-06-16
2506.13759,Discrete Diffusion in Large Language and Multimodal Models: A Survey,2025-06-16
2506.12594,"A Comprehensive Survey of Deep Research: Systems, Methodologies, and Applications",2025-06-14
2506.11687,Differential Privacy in Machine Learning: A Survey from Symbolic AI to LLMs,2025-06-13
2506.11526,Foundation Models in Autonomous Driving: A Survey on Scenario Generation and Scenario Analysis,2025-06-13
2506.11521,Investigating Vulnerabilities and Defenses Against Audio-Visual Attacks: A Comprehensive Survey Emphasizing Multimodal Models,2025-06-13
2506.11512,From Time Series Analysis to Question Answering: A Survey in the LLM Era,2025-06-13
2506.10825,Generalist Models in Medical Image Segmentation: A Survey and Performance Comparison with Task-Specific Approaches,2025-06-12
2506.10408,Reasoning RAG via System 1 or System 2: A Survey on Reasoning Agentic Retrieval-Augmented Generation for Industry Challenges,2025-06-12
2506.09954,Vision Generalist Model: A Survey,2025-06-11
2506.09656,Multi-level Value Alignment in Agentic AI Systems: Survey and Perspectives,2025-06-11
2506.09512,A Survey on the Role of Artificial Intelligence and Machine Learning in 6G-V2X Applications,2025-06-11
2506.09368,Anomaly Detection and Generation with Diffusion Models: A Survey,2025-06-11
2506.06518,A Systematic Review of Poisoning Attacks Against Large Language Models,2025-06-06
2506.05449,AI-powered Contextual 3D Environment Generation: A Systematic Review,2025-06-05
2506.06380,Beyond the Norm: A Survey of Synthetic Data Generation for Rare Events,2025-06-04
2506.03817,Survey of Active Learning Hyperparameters: Insights from a Large-Scale Experimental Grid,2025-06-04
2506.04290,Interpretable LLMs for Credit Risk: A Systematic Review and Taxonomy,2025-06-04
2506.06359,From Transformers to Large Language Models: A systematic review of AI applications in the energy sector towards Agentic Digital Twins,2025-06-03
2506.06353,Large Language Models for EEG: A Comprehensive Survey and Taxonomy,2025-06-02
2505.24767,A survey of using EHR as real-world evidence for discovering and validating new drug indications,2025-05-30
2505.23486,Autoformalization in the Era of Large Language Models: A Survey,2025-05-29
2506.00066,Literature Review Of Multi-Agent Debate For Problem-Solving,2025-05-29
2505.20223,Chain-of-Thought for Autonomous Driving: A Comprehensive Survey and Future Prospects,2025-05-26
2505.19219,Where Paths Collide: A Comprehensive Survey of Classic and Learning-Based Multi-Agent Pathfinding,2025-05-25
2505.18889,Security Concerns for Large Language Models: A Survey,2025-05-24
2505.18475,A Survey of Large Language Models for Data Challenges in Graphs,2025-05-24
2505.17648,Simulating Macroeconomic Expectations in Survey Experiments with LLM-based Economic Agents,2025-05-23
2505.16918,Scalable and Interpretable Contextual Bandits: A Literature Review and Retail Offer Prototype,2025-05-22
2505.17141,Fashion Industry in the Age of Generative Artificial Intelligence and Metaverse: A systematic Review,2025-05-22
2505.15116,Graph Foundation Models: A Comprehensive Survey,2025-05-21
2505.14340,Plane Geometry Problem Solving with Multi-modal Reasoning: A Survey,2025-05-20
2505.18195,Acoustic and Machine Learning Methods for Speech-Based Suicide Risk Assessment: A Systematic Review,2025-05-20
2505.13355,Survey: Multi-Armed Bandits Meet Large Language Models,2025-05-19
2505.12567,A Survey of Attacks on Large Language Models,2025-05-18
2505.10315,Private Transformer Inference in MLaaS: A Survey,2025-05-15
2505.08694,A Survey of Deep Learning for Complex Speech Spectrograms,2025-05-13
2505.09651,Geospatial Representation Learning: A Survey from Deep Learning to The LLM Era,2025-05-13
2505.08202,AI and Generative AI Transforming Disaster Management: A Survey of Damage Assessment and Response Techniques,2025-05-13
2505.06907,A Survey on Foundation Models for Personalized Federated Intelligence,2025-05-11
2505.05283,Software Development Life Cycle Perspective: A Survey of Benchmarks for Code Large Language Models and Agents,2025-05-08
2505.05523,GenAI in Entrepreneurship: a systematic review of generative artificial intelligence in entrepreneurship research: current issues and future directions,2025-05-08
2505.03418,Knowledge Augmented Complex Problem Solving with Large Language Models: A Survey,2025-05-06
2505.03084,Adversarial Attacks in Multimodal Systems: A Practitioner's Survey,2025-05-06
2505.02665,A Survey of Slow Thinking-based Reasoning LLMs using Reinforced Learning and Inference-time Scaling Law,2025-05-05
2505.02583,Towards Cross-Modality Modeling for Time Series Analytics: A Survey in the LLM Era,2025-05-05
2505.02279,"A survey of agent interoperability protocols: Model Context Protocol (MCP), Agent Communication Protocol (ACP), Agent-to-Agent Protocol (A2A), and Agent Network Protocol (ANP)",2025-05-04
2505.03829,VideoLLM Benchmarks and Evaluation: A Survey,2025-05-03
2505.01821,Edge-Cloud Collaborative Computing on Distributed Intelligence and Model Optimization: A Survey,2025-05-03
2505.01642,Identifying Doppelganger Active Galactic Nuclei across redshifts from spectroscopic surveys,2025-05-03
2505.01542,Emotions in the Loop: A Survey of Affective Computing for Emotional Support,2025-05-02
2505.00579,Voice Cloning: Comprehensive Survey,2025-05-01
2504.21706,Vision Transformers in Precision Agriculture: A Comprehensive Survey,2025-04-30
2504.21296,Fairness in Augmented Graph Learning: A Survey,2025-04-30
2504.21277,Reinforced MLLM: A Survey on RL-Based Reasoning in Multimodal Large Language Models,2025-04-30
2504.21099,A Survey on Parameter-Efficient Fine-Tuning for Foundation Models in Federated Learning,2025-04-29
2504.20464,A Survey on GUI Agents with Foundation Models Enhanced by Reinforcement Learning,2025-04-29
2504.20119,Can LLMs Be Trusted for Evaluating RAG Systems? A Survey of Methods and Datasets,2025-04-28
2504.20113,Transforming Evidence Synthesis: A Systematic Review of the Evolution of Automated Meta-Analysis in the Age of AI,2025-04-28
2504.16736,A Survey of AI Agent Protocols,2025-04-23
2504.16506,A Comprehensive Survey of Synthetic Tabular Data Generation,2025-04-23
2504.16449,"From Past to Present: A Survey of Malicious URL Detection Techniques, Datasets and Code Repositories",2025-04-23
2504.16420,"A Survey of Foundation Model-Powered Recommender Systems: From Feature-Based, Generative to Agentic Paradigms",2025-04-23
2504.13751,A Survey for What Developers Require in AI-powered Tools that Aid in Component Selection in CBSD,2025-04-18
