file,sentence,cited_keys,survey_arxiv_id,survey_title,sentence_id,drop_reason
table_dataset.tex,"""HF"" indicates ""HuggingFace"".} \label{tab:dataset01} \end{table*} \begin{table*}[htbp] \centering \scriptsize % \tiny % \begin{tabular}{|p{1.0cm}|p{3cm}|p{2.5cm}|p{1.7cm}|p{4cm}|p{1.2cm}|} % \resizebox{\linewidth}{!}{ \begin{tabular}{|m{1.0cm}|m{2.9cm}|m{2.5cm}|m{1.7cm}|m{4.3cm}|m{0.9cm}|} \hline \textbf{Category} & \textbf{Dataset} & \textbf{Task} & \textbf{Size} & \textbf{Label Type} & \textbf{Links} \\ \hline \multirow{25}{*}{\parbox{1.0cm}{\centering\textbf{Applica-tion}}} & FactScore \citep",min-etal-2023-factscore;dong2023bamboo;wang2023chinesefacteval;cheng2023evaluating;liang2023uhgeval;ji-etal-2024-anah;dale2023halomi;ChineseSimpleQA2025Zheng;CFAITH2025Wan;Bian2025Liang;HalluVerse252025Serpedin;PolyFEVER2025Feng;MASSIVE2024Monti;MultiHal2025Bjerva;KHALU2025Lim;pal-etal-2023-med;pandit2025medhallucomprehensivebenchmarkdetecting;magesh2024hallucination;laban-etal-2023-summedits;DefAn2024Mian;HalluMix2025Neagu;zhang2024toolbehonest;FromGeneraltoSpecific2024Ma;HowtoDetectand2025Yuan;ColluBench2024Zhang;HowLLMsReactto2025Kamnoedboon;dinan2018wizard;gopalakrishnan2023topical;fabbri2021summeval;scialom2021beametrics;qin-etal-2021-dont;laban-etal-2022-summac;dziri2022evaluating;dziri2022faithdial;gao-wan-2022-dialsummeval;honovich-etal-2022-true-evaluating;tang-etal-2023-understanding;zhao2024felm,2404.12041,A Survey of Automatic Hallucination Evaluation on Natural Language Generation,s0026,likely_latex_artifact
future_discuss_conclusion.tex,"However, hallucinations from inconsistencies within long outputs, particularly contradictions between the beginning and the end of a generated text, remain underexplored~\citep{wei2024long}, such as detecting inconsistencies in character behavior within model-generated narratives.",wei2024long,2404.12041,A Survey of Automatic Hallucination Evaluation on Natural Language Generation,s0028,single_cite_key
check.tex,"% In contrast to MCOD and NETS, CPOD~\cite{tran2020real} % uses \emph{Core Points} (CP) to speed up the neighbour search for potential anomaly points.",tran2020real,2405.00704,A Survey on the Real Power of ChatGPT,s0029,single_cite_key
main.tex,"For example, \citep{qin-etal-2023-chatgpt} find that controlling the length of summaries may harm ChatGPT’s summarization ability, which is contrary to contents mentioned earlier in this section, indicating the instability of ChatGPT.",qin-etal-2023-chatgpt,2405.00704,A Survey on the Real Power of ChatGPT,s0030,single_cite_key
socail_agent.tex,"Furthermore, although existing work provides theoretical support for belief revision~\citep{hase2024fundamental}, challenges remain in addressing contradictions between old and new beliefs, handling moral beliefs in ambiguous situations, and revising beliefs across multiple languages and cultures.",hase2024fundamental,2412.03920,A Survey on Large Language Model-Based Social Agents in Game-Theoretic Scenarios,s0035,single_cite_key
bench.tex,The Factual Contradiction Hallucination (FCH) rate used in the DefAn benchmark follows a similar principle \citep{rahman2024defandefinitiveanswerdataset}.,rahman2024defandefinitiveanswerdataset,2505.18658,Robustness in Large Language Models: A Survey of Mitigation Strategies and Evaluation Metrics,s0036,single_cite_key
bench.tex,It calculates a truthfulness score by weighting the agreement between the evaluated response and each reference LLM's response based on the reference LLM's estimated ``expertise'' (disagreement with wrong answers) and ``non-laziness'' (consistency across similar questions) \citep{wei2024measuringreducingllmhallucination}.,wei2024measuringreducingllmhallucination,2505.18658,Robustness in Large Language Models: A Survey of Mitigation Strategies and Evaluation Metrics,s0037,single_cite_key
bench.tex,"Alternatively, {NLI} models can classify the relationship (entailment, contradiction, neutral) between generated statements and source text sentences \citep{chen2024hallucinationdetectionrobustlydiscerning}.",chen2024hallucinationdetectionrobustlydiscerning,2505.18658,Robustness in Large Language Models: A Survey of Mitigation Strategies and Evaluation Metrics,s0038,single_cite_key
bench.tex,"Various metrics can be used to quantify this, such as semantic similarity variance or contradiction detection using NLI models \citep{wei2024measuringreducingllmhallucination}.",wei2024measuringreducingllmhallucination,2505.18658,Robustness in Large Language Models: A Survey of Mitigation Strategies and Evaluation Metrics,s0039,single_cite_key
bench.tex,"It evaluates three aspects: Factual Contradiction Hallucination (FCH rate - \% of responses with incorrect facts), Prompt Misalignment Hallucination (PMH rate - \% of responses deviating from prompt instructions/format), and Response Consistency (RC - consistency of claims across 15 paraphrased prompts) \citep{rahman2024defandefinitiveanswerdataset}.",rahman2024defandefinitiveanswerdataset,2505.18658,Robustness in Large Language Models: A Survey of Mitigation Strategies and Evaluation Metrics,s0040,single_cite_key
robust.tex,"Failures of consistency include producing contradictory answers to paraphrased queries or generating factually incorrect, nonsensical, or hallucinated content \citep{zhou2024trustworthinessretrievalaugmentedgenerationsystems,yang2025enhancingsemanticconsistencylarge}.} % \begin{figure}[ht] % \centering % \includegraphics[width=0.7\linewidth]{media/keydim.pdf} % \caption{Illustration of challenges in achieving comprehensive LLM robustness due to interconnected and potentially conflicting dimensio","zhou2024trustworthinessretrievalaugmentedgenerationsystems,yang2025enhancingsemanticconsistencylarge",2505.18658,Robustness in Large Language Models: A Survey of Mitigation Strategies and Evaluation Metrics,s0042,likely_latex_artifact
main.tex,"However, this label-preserving assumption might not always hold, e.g., \citet{wang2021adversarial} studied several existing text perturbation techniques and found that a significant portion of perturbed examples are \textbf{not} label-preserving (despite their label-preserving assumptions), or the resulting labels have a high disagreement among human raters (i.e., can even fool humans).",wang2021adversarial,2112.08313,Measure and Improve Robustness in NLP Models: A Survey,s0043,single_cite_key
main.tex,"Hallucinations in LLMs are of three main categories \cite{zhang2023siren}:\\ \textbf{1) Input conflict: } in which the generated output contradicts the given prompt;\\ \textbf{2) Context conflict:} in which there are inconsistencies within the generated response; and\\ \textbf{3) Factual conflict:} in which LLM produce incorrect information, despite having access to accurate knowledge.",zhang2023siren,2504.14520,Meta-Thinking in LLMs via Multi-Agent Reinforcement Learning: A Survey,s0044,single_cite_key
main.tex,"For instance, a model can reward itself for detecting and correcting contradictions in its thought process, fostering active error detection, self-diagnosis, and continuous learning.\\ \indent To make these reward systems effective, strict criteria are established to determine and evaluate the correctness, coherence, and novelty of the model’s responses \cite{ma2023eureka}.",ma2023eureka,2504.14520,Meta-Thinking in LLMs via Multi-Agent Reinforcement Learning: A Survey,s0046,single_cite_key
main.tex,"For example, \cite{raj2025improving} introduces a logical consistency metric that analyzes whether a model's chain of thought contains internal contradictions.",raj2025improving,2504.14520,Meta-Thinking in LLMs via Multi-Agent Reinforcement Learning: A Survey,s0047,single_cite_key
main.tex,"The logical consistency metric ensures that the model's intermediate conclusions do not contradict earlier statements, such as in mathematics reasoning tasks \cite{cobbe2021training}.",cobbe2021training,2504.14520,Meta-Thinking in LLMs via Multi-Agent Reinforcement Learning: A Survey,s0048,single_cite_key
main.tex,Self-correction can be measured by injecting small perturbations or contradictions into prompts and observing if the model identifies the discrepancy and corrects itself \cite{wen2024red}.,wen2024red,2504.14520,Meta-Thinking in LLMs via Multi-Agent Reinforcement Learning: A Survey,s0050,single_cite_key
main.tex,"% & \cite{wei2022chain} \\ % \midrule % \multirow{3}{*}{\textbf{Comparative Studies}} % & Hierarchical MARL % & A supervisor–worker agent setup that divides reasoning into sub-tasks, improving coherence and reducing contradictions on StrategyQA.",wei2022chain,2504.14520,Meta-Thinking in LLMs via Multi-Agent Reinforcement Learning: A Survey,s0052,likely_latex_artifact
main.tex,"& \cite{geva2021did} \\ % \hline % \end{tabular} % \caption{Summary of datasets designed to evaluate self-reflection and iterative reasoning in LLMs.} % \label{tab:self_reflection_datasets} % \end{table*} % add \usepackage{booktabs} in your preamble % in your document: \begin{table*}[ht] \centering \caption{Summary of Evaluation Metrics, Comparative Studies, and Datasets for Meta-Reasoning in LLMs} \label{tab:meta_reasoning_summary} \begin{tabularx}{\textwidth}{@{}l l X l@{}} \toprule \textbf{Ca",geva2021did,2504.14520,Meta-Thinking in LLMs via Multi-Agent Reinforcement Learning: A Survey,s0053,likely_latex_artifact
context-memory.tex,"\noindent\textbf{ODQA.} In earlier ODQA literature, \citet{longpre2021entity} explore how QA models act when the provided contextual information contradicts the learned information.",longpre2021entity,2403.08319,Knowledge Conflicts for LLMs: A Survey,s0055,single_cite_key
inter-context.tex,"\citet{zheng2022cdconv} examine the performance of various models including BERT, RoBERTa, and ERNIE in detecting the contradiction within Chinese conversations.",zheng2022cdconv,2403.08319,Knowledge Conflicts for LLMs: A Survey,s0057,single_cite_key
inter-context.tex,"\subsection{Solutions} \label{subsec:ic-mitigation} \noindent\textbf{Eliminating Conflict.} \noindent \emph{Specialized Models.} \citet{hsu2021wikicontradiction} develop a model named Pairwise Contradiction Neural Network (PCNN), leveraging fine-tuned Sentence-BERT embeddings to calculate contradiction probabilities of articles.",hsu2021wikicontradiction,2403.08319,Knowledge Conflicts for LLMs: A Survey,s0059,single_cite_key
inter-context.tex,\citet{pielka2022linguistic} suggest incorporating linguistic knowledge into the learning process based on the discovery that XLM-RoBERTa struggles to effectively grasp the syntactic and semantic features that are vital for accurate contradiction detection.,pielka2022linguistic,2403.08319,Knowledge Conflicts for LLMs: A Survey,s0060,single_cite_key
dataset.tex,\begin{table*}[h] \fontsize{10}{10}\selectfont \centering \setlength{\tabcolsep}{2pt} % \begin{threeparttable} \begin{tabularx}{\textwidth}{>{\centering\arraybackslash}p{3.35cm}>{\centering\arraybackslash}p{1.2cm}>{\centering\arraybackslash}X>{\centering\arraybackslash}p{0.9cm}>{\centering\arraybackslash}p{1.1cm}} \toprule \textbf{Datasets} & \textbf{Approach\tnote{1}} & \textbf{Base\tnote{2}} & \textbf{Size} & \textbf{Conflict}\\ \midrule \citet{xie2023adaptive} & Gen &PopQA~(\citeyear{mallen20,xie2023adaptive;mallen2023not;geva2021did;wang2023resolving;ying2023intuitive;trivedi2022musique;rajpurkar2018know;aggarwal2021explanations;du2022care;xu2023earth;clark2019boolq;kwiatkowski2019natural;lin2022truthfulqa;tan2024blinded;kwiatkowski2019natural;joshi2017triviaqa;hsu2021wikicontradiction;ko2022claimdiff;pan2023attacking;rajpurkar2016squad;li2023contradoc;hermann2015teaching;kovcisky2018narrativeqa;merity2016pointer;wan2024evidence;elazar2021measuring;elsahar2018t,2403.08319,Knowledge Conflicts for LLMs: A Survey,s0062,likely_latex_artifact
quantitative_analysis.tex,"For generation-based counter-memory, all models have more than 80\% probability of choosing context knowledge.\\ \midrule \citet{xu2023earth} & ChatGPT, GPT-4, Llama2, and Vicuna & Farm, BoolQ, TruthfulQA and NQ & In multiple rounds of dialogue, as the number of counter-memory context increases, the cumulative proportion of belief alteration of LLMs spans from 20.7\% to 78.2\%\\ \midrule \multicolumn{4}{c}{\emph{Inter-context conflict}}\\ \midrule \citet{jin2024tug} & ChatGPT, Llama2, Baichuan2,",xu2023earth;jin2024tug;chen2023benchmarking,2403.08319,Knowledge Conflicts for LLMs: A Survey,s0063,likely_latex_artifact
quantitative_analysis.tex,"When the noise rate exceeds 0.8, the performance of all models decreases by more than 20\%.\\ \midrule \citet{li2023contradoc} & GPT-4, ChatGPT, PaLM2, and Llama2 & CONTRADOC & Faced with self-contradictory documents, gpt4 has a more than 70\% probability of determining the occurrence of a contradiction, while other models are less than 50\%.",li2023contradoc,2403.08319,Knowledge Conflicts for LLMs: A Survey,s0064,likely_latex_artifact
quantitative_analysis.tex,"\\ \midrule \multicolumn{4}{c}{\emph{Intra-memory conflict}}\\ \midrule \citet{mundler2023self} & GPT-4, ChatGPT, Llama2, and Vicuna & MainTestSet & LLMs create contradictory content, with a probability of between 15.7\% and 22.9\%.",mundler2023self,2403.08319,Knowledge Conflicts for LLMs: A Survey,s0065,likely_latex_artifact
structure.tex,"\begin{figure*}[t!] \centering \tikzstyle{my-box}=[ rectangle, rounded corners, text opacity=1, minimum height=0.1em, minimum width=0.1em, inner sep=2pt, align=left, fill opacity=.5, ] \tikzstyle{leaf}=[my-box] \resizebox{0.99\textwidth}{!}{ \begin{forest} forked edges, for tree={ grow=east, reversed=true, anchor=base west, parent anchor=east, child anchor=west, base=left, font=\fontsize{6}{6}\selectfont, rectangle, draw=hidden-draw, rounded corners, align=left, minimum width=0.1em, edge+={darkg",lazaridou2021mind;luu2021time;jang2021towards;jang2022temporalwiki;liska2022streamingqa;dhingra2022time;kasai2022realtime;margatina2023dynamic;cheang2023can;du2022synthetic;pan2023attacking;pan2023risk;xu2023earth;weller2022defending;longpre2021entity;chen2022rich;tan2024blinded;xie2023adaptive;wang2023resolving;ying2023intuitive;qian2023merge;xu2023earth;jin2024tug;li2022large;gekhman2023trueteacher;xue2023improving;zhou2023context;shi2023trusting;lee2022plug;shi2023context;zhang2023mitigating;pan2023risk;xu2023earth;weller2022defending;hong2023discern;neeman2022disentqa;wang2023resolving;zhang2023merging;jin2024tug;chen2023combating;vergho2024comparing;chen2023benchmarking;zhang2021situatedqa;kasai2022realtime;chen2022rich;xie2023adaptive;pan2023attacking;zhang2021situatedqa;du2022synthetic;jin2024tug;li2023contradoc;zheng2022cdconv;wan2024evidence;hsu2021wikicontradiction;pielka2022linguistic;wu2022topological;leite2023detecting;cheung2023factllama;chern2023factool;hong2023discern;weller2022defending;wang2023causal;xu2022does;lee2022factuality;huang2023survey;yao2023editing;li2023unveiling;dong2023statistical;zhao2023knowing;manakul2023selfcheckgpt;dhuliawala2023chain;zhang2023sac;mundler2023self;agrawal2023language;hase2023methods;chuang2023dola;li2023inference;wang2023cross;qi2023cross;elazar2021measuring;li2023benchmarking;jang2023improving;mitchell2022enhancing;zhao2023knowing;li2023inference;chuang2023dola,2403.08319,Knowledge Conflicts for LLMs: A Survey,s0066,likely_latex_artifact
main.tex,"There is contradicting evidence, however, of the opposite idea~\citep{additional_160}, so no clear conclusions can be derived from these observations.",additional_160,2504.08001,Linguistic Interpretability of Transformer-based Language Models: a systematic review,s0067,single_cite_key
main.tex,"For the phenomenon of negation, which has been widely reported as not being well represented by PLMs --see~\citet{bertology} for an examination on the topic--, we have found some mixed results.",bertology,2504.08001,Linguistic Interpretability of Transformer-based Language Models: a systematic review,s0068,single_cite_key
Intrinsic_Explanability_Methods.tex,"However, \citet{hou2025kolmogorovarnoldnetworkscriticalassessment} showed that KANs often suffer from significant computational overhead, optimization instability and inferior performance compared to standard MLPs when model size or input dimensionality grows.",hou2025kolmogorovarnoldnetworkscriticalassessment,2604.16042,Towards Intrinsic Interpretability of Large Language Models:A Survey of Design Principles and Architectures,s0070,single_cite_key
Intrinsic_Explanability_Methods.tex,"However, \citet{gao2025weightsparsetransformersinterpretablecircuits} note that enforcing weight sparsity introduces a capability-interpretability trade-off and remains difficult to scale.",gao2025weightsparsetransformersinterpretablecircuits,2604.16042,Towards Intrinsic Interpretability of Large Language Models:A Survey of Design Principles and Architectures,s0071,single_cite_key
main.tex,However \cite{borowski2020exemplary} finds that natural exemplars which strongly-activate individual neurons can be more useful for helping humans predict neural responses to data than synthesized features.,borowski2020exemplary,2207.13243,Toward Transparent AI: A Survey on Interpreting the Inner Structures of Deep Neural Networks,s0073,single_cite_key
main.tex,"However, \cite{olah2020zoom} observed a tendency for monosemantic neurons to become polysemantic over the course of training and hypothesized that it is associated with representing information more efficiently.",olah2020zoom,2207.13243,Toward Transparent AI: A Survey on Interpreting the Inner Structures of Deep Neural Networks,s0074,single_cite_key
main.tex,"However, \cite{mahinpei2021promises} discusses challenges with these models, particularly the problem of ``leakage'' in which undesired information nonetheless makes it through the bottleneck.",mahinpei2021promises,2207.13243,Toward Transparent AI: A Survey on Interpreting the Inner Structures of Deep Neural Networks,s0075,single_cite_key
influential_examples_tracin.tex,"However, \citet{Garima2020} instruct how to adapt this to most learning algorithms (AdaGrad, Adam, Newton, etc).",Garima2020,2108.04840,Post-hoc Interpretability for Neural NLP: A Survey,s0076,single_cite_key
introduction.tex,"In contrast to other surveys and tutorials on interpretability methods \citep{Wallace2020a,Molnar2019,Belinkov2020,Chakraborty2017,Bhatt2020,Sun2021,Danilevsky2020,Belinkov2019,Tjoa2020} which only discusses the most popular approaches (usually 3 among \type{sec:input-features}{input features}, \type{sec:adversarial-examples}{adversarial examples}, \type{sec:influential-examples}{influential examples}, \method{sec:vocabulary:projection}{projection}, and \type{sec:linguistic-information}{linguist","Wallace2020a,Molnar2019,Belinkov2020,Chakraborty2017,Bhatt2020,Sun2021,Danilevsky2020,Belinkov2019,Tjoa2020",2108.04840,Post-hoc Interpretability for Neural NLP: A Survey,s0078,likely_latex_artifact
influential_examples_rps.tex,"However, \citet{Yeh2018} show that the stationary solution can be achieved \intrinsic{post-hoc}, meaning after learning, with minimal impact on the model predictions.",Yeh2018,2108.04840,Post-hoc Interpretability for Neural NLP: A Survey,s0080,single_cite_key
main.tex,"\subsubsection{Preference Tuning} In contrast to instruction tuning, which involves training large language models with instructional prompts and their corresponding completions \citep{DBLP:journals/corr/abs-2308-10792}, preference tuning typically employs preference data.",DBLP:journals/corr/abs-2308-10792,2411.11072,Multilingual Large Language Models: A Systematic Survey,s0081,single_cite_key
main.tex,"It is worth noting, however, that this stands in contrast to the Superficial Alignment Hypothesis \citep{lima}.",lima,2411.11072,Multilingual Large Language Models: A Systematic Survey,s0082,single_cite_key
main.tex,"However, \citet{tuning-9} suggested that increasing the number of languages may further enhance multilingual performance.",tuning-9,2411.11072,Multilingual Large Language Models: A Systematic Survey,s0083,single_cite_key
survey-lfm.tex,"We will regularly update the associated open-source resources, available for access at \url{https://github.com/vr25/hallucination-foundation-model-survey} \end{enumerate} \begin{figure*}[!ht] %\resizebox{\textwidth}{!}{% \begin{center} \begin{forest} for tree={ forked edges, grow'=0, draw, rounded corners, node options={align=center,}, text width=2.7cm, }, [Hallucination in Large Foundation Models, fill=gray!10, parent % [Text, for tree={fill=orange!60, child} [LLMs, fill=orange!45, grandchild[\","li2023helma,mündler2023selfcontradictory,zhang2023mitigating,peng2023check,li2023chain,elaraby2023halo,jha2023dehallucinating,mckenna2023sources,varshney2023stitch,huang2023citation,luo2023zero,gao2023rarr;pfeiffer2023mmt5,cui2023chatlaw;umapathi2023med;cui2023chatlaw;li2023evaluating,gunjal2023detecting,wu2023hallucination;himakunthala2023let,kulal2023putting,li2023videochat,yu2023deficiency,liu2023models;doh2023lp,li2023audio",2309.05922,A Survey of Hallucination in Large Foundation Models,s0085,likely_latex_artifact
survey-lfm.tex,Self-contradictory hallucinations in LLMs are explored in \cite{mündler2023selfcontradictory}.,mündler2023selfcontradictory,2309.05922,A Survey of Hallucination in Large Foundation Models,s0086,single_cite_key
survey-lfm.tex,"However, \cite{zhang2023language} proposed a hypothesis that in certain instances when language models attempt to rationalize previously generated hallucinations, they may produce false statements that they can independently identify as inaccurate.",zhang2023language,2309.05922,A Survey of Hallucination in Large Foundation Models,s0087,single_cite_key
survey-lfm.tex,\begingroup %BIG TABLE \onecolumn \scriptsize \begin{longtable}[!htp]{p{0.2cm}|p{7cm}|p{0.5cm}|p{0.7cm}|p{1.2cm}|p{1cm}|p{1cm}} \toprule \textbf{} & \textbf{Title} & \textbf{Detect} & \textbf{Mitigate} & \textbf{Task(s)} & \textbf{Dataset} & \textbf{Evaluation Metric} \\ \midrule \endfirsthead % \multicolumn{7}{c}% {{\bfseries Table \thetable\ continued from previous page}} \\ \toprule \textbf{} & \textbf{Title} & \textbf{Detect} & \textbf{Mitigate} & \textbf{Task(s)} & \textbf{Dataset} & \textb,manakul2023selfcheckgpt;li2023helma;mündler2023selfcontradictory;chen2023purr;zhang2023mitigating;castaldo2007severe;zhang2023language;peng2023check;cui2023chatlaw;azaria2023internal;li2023chain;elaraby2023halo;varshney2023stitch;jha2023dehallucinating;umapathi2023med;mckenna2023sources;pfeiffer2023mmt5;huang2023citation;luo2023zero;gao2023rarr;castaldo2007severe;li2023evaluating;lin2014microsoft;rohrbach2018object;gunjal2023detecting;dai2022plausible;rohrbach2018object;wu2023hallucination;himakunthala2023let;kulal2023putting;li2023videochat;yu2023deficiency;liu2023models;krishna2017dense;krishna2017dense;doh2023lp;li2023audio,2309.05922,A Survey of Hallucination in Large Foundation Models,s0088,likely_latex_artifact
sn-article.tex,"For example, dialogue models mixed quality conversations trained on tend to yield self contradictory or unsupported statements as is demonstrated by \cite{Shuster2021}.",Shuster2021,2608.26168,"Hallucinations in LLMs: A Lifecycle-Based Survey of Causes, Detection, Mitigation, and Prevention",s0090,single_cite_key
