sentence_id,file,sentence,cited_keys,survey_arxiv_id,survey_title,cited_keys_split,n_cited_keys,n_resolved,resolved_titles,resolved_authors,resolved_years,resolved_abstracts,resolved_context,resolution_source
s0146,encoder-decoder.tex,"\citet{rmcee} and \citet{BiLSTM-CRF} use BiLSTM to extract geometric relationships, while \citet{geometryqa_s2g} embed knowledge graphs into vector space using Graph Convolutional Network (GCN)~\citep{gcn}.",rmcee;BiLSTM-CRF;geometryqa_s2g;gcn,2507.11936,A Survey of Deep Learning for Geometry Problem Solving,rmcee;BiLSTM-CRF;geometryqa_s2g;gcn,4,4,Robot for mathematics college entrance examination;Research on geometry problem text understanding based on bidirectional LSTM-CRF;Sequence to General Tree: Knowledge-Guided Geometry Word Problem Solving;Semi-Supervised Classification with Graph Convolutional Networks,"Fu, Hongguang and Zhang, Jingzhong and Zhong, Xiuqin and Zha, Mingkai and Liu, Li;Zhou, Wei and Xu, Ruixi and Guan, Hao and Zhao, Jietong and Rao, Yongsheng;Tsai, Shih-Hung and Liang, Chao-Chun and Wang, Hsin-Min and Su, Keh-Yih;Kipf, Thomas N and Welling, Max",2019;2022;2021;2017,;;;,"rmcee, title={Robot for mathematics college entrance examination}, author={Fu, Hongguang and Zhang, Jingzhong and Zhong, Xiuqin and Zha, Mingkai and Liu, Li}, booktitle={Electronic Proceedings of the 24th Asian Technology Conference in Mathematics, Mathematics and Technology, LLC}, year={2019};BiLSTM-CRF, title={Research on geometry problem text understanding based on bidirectional LSTM-CRF}, author={Zhou, Wei and Xu, Ruixi and Guan, Hao and Zhao, Jietong and Rao, Yongsheng}, booktitle={2022 9th International Conference on Digital Home (ICDH)}, pages={121--127}, year={2022}, organization={IEEE};geometryqa_s2g, title={Sequence to General Tree: Knowledge-Guided Geometry Word Problem Solving}, author={Tsai, Shih-Hung and Liang, Chao-Chun and Wang, Hsin-Min and Su, Keh-Yih}, booktitle={Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 2: Short Papers)}, pages={964--972}, year={2021};gcn, title={Semi-Supervised Classification with Graph Convolutional Networks}, author={Kipf, Thomas N and Welling, Max}, booktitle={International Conference on Learning Representations}, year={2017}",bib;bib;bib;bib
s0147,rl.tex,"In contrast to the standardized length penalties, \citet{ling2025fasteasydeephard} adopt a powered length penalty (PLP) with RLOO algorithm~\cite{ahmadian2024basicsrevisitingreinforcestyle}, where longer responses are penalized more mildly to allow for necessary reasoning on difficult questions.",ling2025fasteasydeephard;ahmadian2024basicsrevisitingreinforcestyle,2507.09662,Towards Concise and Adaptive Thinking in Large Reasoning Models: A Survey,ling2025fasteasydeephard;ahmadian2024basicsrevisitingreinforcestyle,2,2,"Fast on the easy, deep on the hard: Efficient reasoning via powered length penalty;Back to Basics: Revisiting REINFORCE Style Optimization for Learning from Human Feedback in LLMs",;Arash Ahmadian and Chris Cremer and Matthias Gallé and Marzieh Fadaee and Julia Kreutzer and Olivier Pietquin and Ahmet Üstün and Sara Hooker,;2024,;,"Zehui Ling, Deshu Chen, Hongwei Zhang, Yifeng Jiao, Xin Guo, and Yuan Cheng. 2025. Fast on the easy, deep on the hard: Efficient reasoning via powered length penalty. Preprint, arXiv:2506.10446.;ahmadian2024basicsrevisitingreinforcestyle, title={Back to Basics: Revisiting REINFORCE Style Optimization for Learning from Human Feedback in LLMs}, author={Arash Ahmadian and Chris Cremer and Matthias Gallé and Marzieh Fadaee and Julia Kreutzer and Olivier Pietquin and Ahmet Üstün and Sara Hooker}, year={2024}, eprint={2402.14740}, archivePrefix={arXiv}, primaryClass={cs.LG}, url={https://arxiv.org/abs/2402.14740},",bbl;bib
s0154,4.results_discussion.tex,"This problem is compounded by output non-determinism, where identical prompts can yield inconsistent results, limiting reproducibility and systematic iteration~\cite{tian2025chartgpt, zamfirescu2023herding}.","tian2025chartgpt, zamfirescu2023herding",2507.04469,The role of large language models in UI/UX design: A systematic literature review,tian2025chartgpt;zamfirescu2023herding,2,2,"\bibinfo{title}{Chartgpt: Leveraging llms to generate charts from abstract natural language}.;\bibinfo{title}{Herding ai cats: Lessons from designing a chatbot by prompting gpt-3}, in: \bibinfo{booktitle}{Proceedings of the 2023 ACM Designing Interactive Systems Conference}, \bibinfo{publisher}{ACM}. pp. \bibinfo{pages}{2206--2220}.",;,;,;,"\bibinfo{author}{Tian, Y.}, et al., \bibinfo{year}{2025}. \bibinfo{title}{Chartgpt: Leveraging llms to generate charts from abstract natural language}. \bibinfo{journal}{IEEE Transactions on Visualization and Computer Graphics} \bibinfo{volume}{31}, \bibinfo{pages}{1731--1745}. \DOIprefix\doi{10.1109/TVCG.2024.3368621}. %Type = Inproceedings;\bibinfo{author}{Zamfirescu-Pereira, J.D.}, \bibinfo{author}{Wei, H.}, \bibinfo{author}{Xiao, A.}, \bibinfo{author}{Gu, K.}, \bibinfo{author}{Jung, G.}, \bibinfo{author}{Lee, M.G.}, \bibinfo{author}{Hartmann, B.}, \bibinfo{author}{Yang, Q.}, \bibinfo{year}{2023}. \bibinfo{title}{Herding ai cats: Lessons from designing a chatbot by prompting gpt-3}, in: \bibinfo{booktitle}{Proceedings of the 2023 ACM Designing Interactive Systems Conference}, \bibinfo{publisher}{ACM}. pp. \bibinfo{pages}{2206--2220}. \DOIprefix\doi{10.1145/3563657.3596138}. %Type = Inproceedings",bbl;bbl
s0155,acl_latex.tex,Emerging risks necessitate caution: 1) Logical conflicts amplify contradiction rates to 68\% when editing opposing facts \cite{li2023unveiling}; 2) BadEdit attacks \cite{li2024badedit} exploit editing interfaces to implant 100\% effective backdoors with 15 poisoned samples; 3) Causal tracing misalignment causes 41\% performance drops as optimal edit layers diverge from identified knowledge locations \cite{hase2024does}.,li2023unveiling;li2024badedit;hase2024does,2507.05288,A Survey on Proactive Defense Strategies Against Misinformation in Large Language Models,li2023unveiling;li2024badedit;hase2024does,3,3,Unveiling the pitfalls of knowledge editing for large language models.;Badedit: Backdooring large language models by model editing.;Does localization inform editing? surprising differences in causality-based localization vs. knowledge editing in language models.,;;,;;,;;,"Zhoubo Li, Ningyu Zhang, Yunzhi Yao, Mengru Wang, Xi Chen, and Huajun Chen. 2023{\natexlab{b}}. Unveiling the pitfalls of knowledge editing for large language models. arXiv preprint arXiv:2310.02129.;Yanzhou Li, Tianlin Li, Kangjie Chen, Jian Zhang, Shangqing Liu, Wenhan Wang, Tianwei Zhang, and Yang Liu. 2024{\natexlab{f}}. Badedit: Backdooring large language models by model editing. arXiv preprint arXiv:2403.13355.;Peter Hase, Mohit Bansal, Been Kim, and Asma Ghandeharioun. 2024. Does localization inform editing? surprising differences in causality-based localization vs. knowledge editing in language models. Advances in Neural Information Processing Systems, 36.",bbl;bbl;bbl
s0156,acl_latex.tex,The path forward demands: 1) Dynamic evaluation frameworks like CounterFact+ \cite{hoelscher2023detecting} to quantify KL-divergence impacts; 2) Robustness enhancers such as orthogonal constraints in MALMEN \cite{tan2023massive} containing interference below 5\%; 3) Safety guardrails using knowledge graph validation to reduce contradiction triggers by 75\% \cite{li2023unveiling}.,hoelscher2023detecting;tan2023massive;li2023unveiling,2507.05288,A Survey on Proactive Defense Strategies Against Misinformation in Large Language Models,hoelscher2023detecting;tan2023massive;li2023unveiling,3,3,Detecting edit failures in large language models: An improved specificity benchmark.;Massive editing for large language models via meta learning.;Unveiling the pitfalls of knowledge editing for large language models.,;;,;;,;;,"Jason Hoelscher-Obermaier, Julia Persson, Esben Kran, Ioannis Konstas, and Fazl Barez. 2023. Detecting edit failures in large language models: An improved specificity benchmark. arXiv preprint arXiv:2305.17553.;Chenmien Tan, Ge Zhang, and Jie Fu. 2023. Massive editing for large language models via meta learning. arXiv preprint arXiv:2311.04661.;Zhoubo Li, Ningyu Zhang, Yunzhi Yao, Mengru Wang, Xi Chen, and Huajun Chen. 2023{\natexlab{b}}. Unveiling the pitfalls of knowledge editing for large language models. arXiv preprint arXiv:2310.02129.",bbl;bbl;bbl
s0157,acl_latex.tex,% % 挑战总结 % \subsubsection{Open Challenges and Pathways} % Three frontiers demand urgent attention: (1) \textit{Memory-efficiency}—LongRAG \cite{jiang2024longrag} improves recall but incurs 4.2× memory inflation; (2) \textit{Conflict resolution}—multi-source systems like FLEEK \cite{bayat2023fleek} struggle with 31\% contradictory evidence rates; (3) \textit{Temporal sustainability}—quarterly updates are needed to maintain <15\% accuracy erosion \cite{bajpai2024temporally}.,jiang2024longrag;bayat2023fleek;bajpai2024temporally,2507.05288,A Survey on Proactive Defense Strategies Against Misinformation in Large Language Models,jiang2024longrag;bayat2023fleek;bajpai2024temporally,3,3,Longrag: Enhancing retrieval-augmented generation with long-context llms;Fleek: Factual error detection and correction with evidence retrieved from external knowledge.;Temporally Consistent Factuality Probing for Large Language Models,"Jiang, Ziyan and Ma, Xueguang and Chen, Wenhu;;Bajpai, Ashutosh and Goyal, Aaryan and Anwer, Atif and Chakraborty, Tanmoy",2024;;2024,"In traditional RAG framework, the basic retrieval units are normally short. The common retrievers like DPR normally work with 100-word Wikipedia paragraphs. Such a design forces the retriever to search over a large corpus to find theneedle'unit. In contrast, the readers only need to generate answers from the short retrieved units. The imbalancedheavy'retriever andlight'reader design can lead to sub-optimal performance. The loss of contextual information in the short, chunked units may increase the likelihood of introducing hard;;The prolific use of Large Language Models (LLMs) as an alternate knowledge base requires them to be factually consistent, necessitating both correctness and consistency traits for paraphrased queries. Recently, significant attempts have been made to benchmark datasets and metrics to evaluate LLMs for these traits. However, structural simplicity (subject-relation-object) and contemporary association in their query formulation limit the broader definition of factuality and consistency. In this study, we introduce TeCFaP, a novel Temporally","jiang2024longrag, abstract = {In traditional RAG framework, the basic retrieval units are normally short. The common retrievers like DPR normally work with 100-word Wikipedia paragraphs. Such a design forces the retriever to search over a large corpus to find theneedle'unit. In contrast, the readers only need to generate answers from the short retrieved units. The imbalancedheavy'retriever andlight'reader design can lead to sub-optimal performance. The loss of contextual information in the short, chunked units may increase the likelihood of introducing hard}, author = {Jiang, Ziyan and Ma, Xueguang and Chen, Wenhu}, journal = {arXiv preprint arXiv:2406.15319}, title = {Longrag: Enhancing retrieval-augmented generation with long-context llms}, venue = {arXiv preprint arXiv:2406.15319}, year;Farima Fatahi Bayat, Kun Qian, Benjamin Han, Yisi Sang, Anton Belyi, Samira Khorshidi, Fei Wu, Ihab F Ilyas, and Yunyao Li. 2023. Fleek: Factual error detection and correction with evidence retrieved from external knowledge. arXiv preprint arXiv:2310.17119.;bajpai2024temporally, abstract = {The prolific use of Large Language Models (LLMs) as an alternate knowledge base requires them to be factually consistent, necessitating both correctness and consistency traits for paraphrased queries. Recently, significant attempts have been made to benchmark datasets and metrics to evaluate LLMs for these traits. However, structural simplicity (subject-relation-object) and contemporary association in their query formulation limit the broader definition of factuality and consistency. In this study, we introduce TeCFaP, a novel Temporally}, author = {Bajpai, Ashutosh and Goyal, Aaryan and Anwer, Atif and Chakraborty, Tanmoy}, journal = {arXiv preprint arXiv:2409.14065}, title = {Temporally Consistent Factuality Probing for Large Language Models}, venue = {a",bib;bbl;bib
s0159,related_work.tex,"\citet{li2025review} focus more on the ideation developments for LLM-assisted ideation, while \citet{kulkarni2025scientific} and \citet{ren2025towards} summarize the architectures and benchmarks for LLM-driven discovery methods.",li2025review;kulkarni2025scientific;ren2025towards,2507.01903,AI4Research: A Survey of Artificial Intelligence for Scientific Research,li2025review;kulkarni2025scientific;ren2025towards,3,3,"A review of llm-assisted ideation.;Scientific hypothesis generation and validation: Methods, datasets, and future directions.;Towards scientific intelligence: A survey of llm-based scientific agents.",;;,;;,;;,"Sitong Li, Stefano Padilla, Pierre Le Bras, Junyu Dong, and Mike Chantler. A review of llm-assisted ideation. arXiv preprint arXiv:2503.00946, 2025{\natexlab{4}}.;Adithya Kulkarni, Fatimah Alotaibi, Xinyue Zeng, Longfeng Wu, Tong Zeng, Barry Menglong Yao, Minqian Liu, Shuaicheng Zhang, Lifu Huang, and Dawei Zhou. Scientific hypothesis generation and validation: Methods, datasets, and future directions. arXiv preprint arXiv:2505.04651, 2025.;Shuo Ren, Pu Jian, Zhenjiang Ren, Chunlin Leng, Can Xie, and Jiajun Zhang. Towards scientific intelligence: A survey of llm-based scientific agents. arXiv preprint arXiv:2503.24047, 2025.",bbl;bbl;bbl
s0160,related_work.tex,"In response to the peer-review crisis, \citet{kim2025position} focus more on the bidirectional feedback system with certified reviewers, while \citet{bolanos2024artificial} and \citet{zhuang2025large} review the rise of automated scientific paper reviews, which coexist with human oversight.",kim2025position;bolanos2024artificial;zhuang2025large,2507.01903,AI4Research: A Survey of Artificial Intelligence for Scientific Research,kim2025position;bolanos2024artificial;zhuang2025large,3,3,Position: The ai conference peer review crisis demands author feedback and reviewer rewards.;Artificial intelligence for literature reviews: Opportunities and challenges.;Large language models for automated scholarly paper review: A survey.,;;,;;,;;,"Jaeho Kim, Yunseok Lee, and Seulki Lee. Position: The ai conference peer review crisis demands author feedback and reviewer rewards. arXiv preprint arXiv:2505.04966, 2025.;Francisco Bolanos, Angelo Salatino, Francesco Osborne, and Enrico Motta. Artificial intelligence for literature reviews: Opportunities and challenges. Artificial Intelligence Review, 57\penalty0 (10):\penalty0 259, Aug 2024.;Zhenzhen Zhuang, Jiandong Chen, Hongfeng Xu, Yuwen Jiang, and Jialiang Lin. Large language models for automated scholarly paper review: A survey. arXiv preprint arXiv:2501.10326, 2025.",bbl;bbl;bbl
s0163,3_task.tex,Biomedical applications focus on Twitter-based health claims \cite{DBLP:conf/bionlp/WuhrlK21} and contradictory research detection \cite{DBLP:conf/infrkm/YaziVRTL21}.,DBLP:conf/bionlp/WuhrlK21;DBLP:conf/infrkm/YaziVRTL21,2506.16383,Large Language Models in Argument Mining: A Survey,DBLP:conf/bionlp/WuhrlK21;DBLP:conf/infrkm/YaziVRTL21,2,2,Claim Detection in Biomedical Twitter Posts;Towards Automated Detection of Contradictory Research Claims in Medical Literature Using Deep Learning Approach,"Amelie W{\""{u}}hrl and Roman Klinger;Fatin Syafiqah Yazi and Wan{-}Tze Vong and Valliappan Raman and Patrick Hang Hui Then and Mukulraj J. Lunia",2021;2021,;,"DBLP:conf/bionlp/WuhrlK21, author = {Amelie W{\""{u}}hrl and Roman Klinger}, title = {Claim Detection in Biomedical Twitter Posts}, booktitle = {BioNLP@NAACL-HLT}, pages = {131--142}, publisher = {Association for Computational Linguistics}, year = {2021};DBLP:conf/infrkm/YaziVRTL21, author = {Fatin Syafiqah Yazi and Wan{-}Tze Vong and Valliappan Raman and Patrick Hang Hui Then and Mukulraj J. Lunia}, title = {Towards Automated Detection of Contradictory Research Claims in Medical Literature Using Deep Learning Approach}, booktitle = {{CAMP}}, pages = {116--121}, publisher = {{IEEE}}, year = {2021}",bib;bib
s0164,3_task.tex,"Studies such as \citet{DBLP:conf/bionlp/WuhrlK21} focus on health claims within Twitter discourse, while \citet{DBLP:conf/infrkm/YaziVRTL21} examine contradictory biomedical findings.",DBLP:conf/bionlp/WuhrlK21;DBLP:conf/infrkm/YaziVRTL21,2506.16383,Large Language Models in Argument Mining: A Survey,DBLP:conf/bionlp/WuhrlK21;DBLP:conf/infrkm/YaziVRTL21,2,2,Claim Detection in Biomedical Twitter Posts;Towards Automated Detection of Contradictory Research Claims in Medical Literature Using Deep Learning Approach,"Amelie W{\""{u}}hrl and Roman Klinger;Fatin Syafiqah Yazi and Wan{-}Tze Vong and Valliappan Raman and Patrick Hang Hui Then and Mukulraj J. Lunia",2021;2021,;,"DBLP:conf/bionlp/WuhrlK21, author = {Amelie W{\""{u}}hrl and Roman Klinger}, title = {Claim Detection in Biomedical Twitter Posts}, booktitle = {BioNLP@NAACL-HLT}, pages = {131--142}, publisher = {Association for Computational Linguistics}, year = {2021};DBLP:conf/infrkm/YaziVRTL21, author = {Fatin Syafiqah Yazi and Wan{-}Tze Vong and Valliappan Raman and Patrick Hang Hui Then and Mukulraj J. Lunia}, title = {Towards Automated Detection of Contradictory Research Claims in Medical Literature Using Deep Learning Approach}, booktitle = {{CAMP}}, pages = {116--121}, publisher = {{IEEE}}, year = {2021}",bib;bib
s0170,background.tex,"\section{Background and Preliminaries}\label{sec:back} \subsection{Compound AI Systems} In contrast to single AI models that function as statistical models (e.g., the Transformer~\cite{vaswani2017attention} for next-token prediction), compound AI systems are defined as systems that tackle AI tasks using multiple interacting components~\cite{compound-ai-blog} (see Fig.~\ref{fig:sys_demo}).",vaswani2017attention;compound-ai-blog,2506.08234,"Compound AI Systems Optimization: A Survey of Methods, Challenges, and Future Directions",vaswani2017attention;compound-ai-blog,2,2,Attention is all you need.;The shift from models to compound ai systems.,;,;,;,"Ashish Vaswani, Noam Shazeer, Niki Parmar, Jakob Uszkoreit, Llion Jones, Aidan N Gomez, {\L}ukasz Kaiser, and Illia Polosukhin. 2017. Attention is all you need. Advances in neural information processing systems, 30.;Matei Zaharia, Omar Khattab, Lingjiao Chen, Jared Quincy Davis, Heather Miller, Chris Potts, James Zou, Michael Carbin, Jonathan Frankle, Naveen Rao, and Ali Ghodsi. 2024. The shift from models to compound ai systems. \url{https://bair.berkeley.edu/blog/2024/02/18/compound-ai-systems/}.",bbl;bbl
s0181,4_method.tex,"% In contrast to these earlier methods, TextCover~\citep{keysan2023can} explicitly incorporates pretrained language models, specifically DistilBERT~\citep{sanh2019distilbert}, into a Transformer-based prediction pipeline.",keysan2023can;sanh2019distilbert,2506.03408,Trajectory Prediction Meets Large Language Models: A Survey,keysan2023can;sanh2019distilbert,2,2,"Can you text what is happening? integrating pre-trained language encoders into trajectory prediction models for autonomous driving.;DistilBERT, a distilled version of BERT: smaller, faster, cheaper and lighter",";Sanh, Victor and Debut, Lysandre and Chaumond, Julien and Wolf, Thomas",;2019,;,"Ali Keysan, Andreas Look, Eitan Kosman, Gonca G{\""u}rsun, J{\""o}rg Wagner, Yu Yao, and Barbara Rakitsch. 2023. Can you text what is happening? integrating pre-trained language encoders into trajectory prediction models for autonomous driving. arXiv preprint arXiv:2309.05282.;sanh2019distilbert, title={DistilBERT, a distilled version of BERT: smaller, faster, cheaper and lighter}, author={Sanh, Victor and Debut, Lysandre and Chaumond, Julien and Wolf, Thomas}, journal={arXiv preprint arXiv:1910.01108}, year={2019}",bbl;bib
s0182,sample-acmsmall.tex,"Highlighting areas of disagreement can lead to a focused search for solutions \citep{NEURIPS2022_f978c8f3,DBLP:journals/corr/abs-2306-11932}.","NEURIPS2022_f978c8f3,DBLP:journals/corr/abs-2306-11932",2506.02533,Machine Learning for Enhancing Deliberation in Online Political Discussions and Participatory Processes: A Survey,NEURIPS2022_f978c8f3;DBLP:journals/corr/abs-2306-11932,2,2,Fine-tuning language models to find agreement among humans with diverse preferences;Opportunities and Risks of LLMs for Scalable Deliberation with Polis,"Bakker, Michiel and Chadwick, Martin and Sheahan, Hannah and Tessler, Michael and Campbell-Gillingham, Lucy and Balaguer, Jan and McAleese, Nat and Glaese, Amelia and Aslanides, John and Botvinick, Matt and Summerfield, Christopher;Christopher T. Small and Ivan Vendrov and Esin Durmus and Hadjar Homaei and Elizabeth Barry and Julien Cornebise and Ted Suzman and Deep Ganguli and Colin Megill",2022;2023,;,"NEURIPS2022_f978c8f3, title = {Fine-tuning language models to find agreement among humans with diverse preferences}, author = {Bakker, Michiel and Chadwick, Martin and Sheahan, Hannah and Tessler, Michael and Campbell-Gillingham, Lucy and Balaguer, Jan and McAleese, Nat and Glaese, Amelia and Aslanides, John and Botvinick, Matt and Summerfield, Christopher}, year = 2022, booktitle = {Advances in Neural Information Processing Systems}, publisher = {Curran Associates, Inc.}, volume = 35, pages = {38176--38189}, url = {https://proceedings.neurips.cc/paper_files/paper/2022/file/f978c8f3b5f399cae464e85f72e28503-Paper-Conference.pdf}, editor = {S. Koyejo and S. Mohamed and A. Agarwal and D. Belgrave and K. Cho and A. Oh};DBLP:journals/corr/abs-2306-11932, title = {Opportunities and Risks of LLMs for Scalable Deliberation with Polis}, author = {Christopher T. Small and Ivan Vendrov and Esin Durmus and Hadjar Homaei and Elizabeth Barry and Julien Cornebise and Ted Suzman and Deep Ganguli and Colin Megill}, year = 2023, journal = {CoRR}, volume = {abs/2306.11932}, url = {https://doi.org/10.48550/arXiv.2306.11932}, publtype = {informal}, cdate = 1672531200000",bib;bib
s0187,neurips_2025.tex,"ConflictBank \cite{conflictBank} and KNOT \cite{knot_conflict} assess model performance on specific conflict types—such as temporal inconsistencies, misinformation, and logic-based contradictions—but rely on factoid-style questions sourced from Wikipedia.",conflictBank;knot_conflict,2505.22787,Can Large Language Models Match the Conclusions of Systematic Reviews?,conflictBank;knot_conflict,2,2,"Conflictbank: A benchmark for evaluating the influence of knowledge conflicts in llm, 2024.;Untangle the knot: Interweaving conflicting knowledge and reasoning skills in large language models, 2024.",;,;,;,"Zhaochen Su, Jun Zhang, Xiaoye Qu, Tong Zhu, Yanshu Li, Jiashuo Sun, Juntao Li, Min Zhang, and Yu Cheng. Conflictbank: A benchmark for evaluating the influence of knowledge conflicts in llm, 2024.;Yantao Liu, Zijun Yao, Xin Lv, Yuchen Fan, Shulin Cao, Jifan Yu, Lei Hou, and Juanzi Li. Untangle the knot: Interweaving conflicting knowledge and reasoning skills in large language models, 2024.",bbl;bbl
s0188,peace.tex,"Data is fragmented across low-resource languages and dialects, with annotation hindered by political sensitivity and expert disagreement \cite{Blandfort2019-gang, levy-etal-2022-safetext, Botelle2022-violence, Chew2023-ma}.","Blandfort2019-gang, levy-etal-2022-safetext, Botelle2022-violence, Chew2023-ma",2505.22327,"NLP for Social Good: A Survey and Outlook of Challenges, Opportunities, and Responsible Deployment",Blandfort2019-gang;levy-etal-2022-safetext;Botelle2022-violence;Chew2023-ma,4,4,Multimodal social media analysis for gang violence prevention;{S;Can natural language processing models extract and classify instances of interpersonal violence in mental healthcare electronic records: an applied evaluative study.;Improving text classification with boolean retrieval for rare categories: A case study identifying firearm violence conversations in the crisis text line database.,;;;,;;;,;;;,"Philipp Blandfort, Desmond U. Patton, William R. Frey, Svebor Karaman, Surabhi Bhargava, Fei-Tzin Lee, Siddharth Varia, Chris Kedzie, Michael B. Gaskell, Rossano Schifanella, Kathleen McKeown, and Shih-Fu Chang. 2019. Multimodal social media analysis for gang violence prevention. Proceedings of the International AAAI Conference on Web and Social Media, 13(01):114--124.;Sharon Levy, Emily Allaway, Melanie Subbiah, Lydia Chilton, Desmond Patton, Kathleen McKeown, and William Yang Wang. 2022. {Safe{T}ext: A benchmark for exploring physical safety in language models}. In Proceedings of the 2022 Conference on Empirical Methods in Natural Language Processing, pages 2407--2421, Abu Dhabi, United Arab Emirates. Association for Computational Linguistics.;Riley Botelle, Vishal Bhavsar, Giouliana Kadra-Scalzo, Aurelie Mascio, Marcus V Williams, Angus Roberts, Sumithra Velupillai, and Robert Stewart. 2022. Can natural language processing models extract and classify instances of interpersonal violence in mental healthcare electronic records: an applied evaluative study. BMJ Open, 12(2):e052911.;Robert F Chew, Kirsty J Weitzel, Peter Baumgartner, Caroline W Oppenheimer, Brianna D'Arcangelo, Autumn Barnes, Shirley Liu, Adam Bryant Miller, Ashley Lowe, and Anna C Yaros. 2023. Improving text classification with boolean retrieval for rare categories: A case study identifying firearm violence conversations in the crisis text line database. Technical report, Research Triangle Park (NC).",bbl;bbl;bbl;bbl
s0189,misinformation.tex,"\textit{Multilingual and conflicting evidence} complicates verification~\citep{schlichtkrull-2024-generating, zhang-etal-2024-need}, while \textit{low-visibility claims} targeting marginalized groups often go unchecked~\citep{guo-etal-2022-survey}.","schlichtkrull-2024-generating, zhang-etal-2024-need;guo-etal-2022-survey",2505.22327,"NLP for Social Good: A Survey and Outlook of Challenges, Opportunities, and Responsible Deployment",schlichtkrull-2024-generating;zhang-etal-2024-need;guo-etal-2022-survey,3,3,Generating media background checks for automated source critical reasoning;Do we need language-specific fact-checking models? the case of {C;A survey on automated fact-checking,;;,;;,;;,"Michael Sejr Schlichtkrull. 2024. Generating media background checks for automated source critical reasoning. In Findings of the Association for Computational Linguistics: EMNLP 2024, pages 4927--4947, Miami, Florida, USA. Association for Computational Linguistics.;Caiqi Zhang, Zhijiang Guo, and Andreas Vlachos. 2024. Do we need language-specific fact-checking models? the case of {Chinese}. In Proceedings of the 2024 Conference on Empirical Methods in Natural Language Processing, pages 1899--1914, Miami, Florida, USA. Association for Computational Linguistics.;Zhijiang Guo, Michael Schlichtkrull, and Andreas Vlachos. 2022. A survey on automated fact-checking. Transactions of the Association for Computational Linguistics, 10:178--206.",bbl;bbl;bbl
s0192,main.tex,"\citet{kanhabua2010determining} estimated query time by analyzing timestamps of top-k retrieved documents, while \citet{dakka2008answering} and \citet{jones2007temporal} modeled temporal distributions of relevant documents.",kanhabua2010determining;dakka2008answering;jones2007temporal,2505.20243,It's High Time: A Survey of Temporal Question Answering,kanhabua2010determining;dakka2008answering;jones2007temporal,3,3,Determining time of queries for re-ranking search results;Answering general time sensitive queries;Temporal profiles of queries,"Kanhabua, Nattiya and N\o{}rv\r{a}g, Kjetil;Dakka, Wisam and Gravano, Luis and Ipeirotis, Panagiotis G.;Jones, Rosie and Diaz, Fernando",2010;2008;2007,;;,"kanhabua2010determining, author = {Kanhabua, Nattiya and N\o{}rv\r{a}g, Kjetil}, title = {Determining time of queries for re-ranking search results}, year = {2010}, isbn = {3642154638}, publisher = {Springer-Verlag}, address = {Berlin, Heidelberg}, booktitle = {Proceedings of the 14th European Conference on Research and Advanced Technology for Digital Libraries}, url = {https://doi.org/10.1007/978-3-642-15464-5_27}, doi= {10.1007/978-3-642-15464-5_27}, pages = {261–272}, numpages = {12}, location = {Glasgow, UK}, series = {ECDL'10};dakka2008answering, author = {Dakka, Wisam and Gravano, Luis and Ipeirotis, Panagiotis G.}, title = {Answering general time sensitive queries}, year = {2008}, isbn = {9781595939913}, publisher = {Association for Computing Machinery}, address = {New York, NY, USA}, url = {https://doi.org/10.1145/1458082.1458320}, doi = {10.1145/1458082.1458320}, booktitle = {Proceedings of the 17th ACM Conference on Information and Knowledge Management}, pages = {1437–1438}, numpages = {2}, keywords = {time-sensitive search}, location = {Napa Valley, California, USA}, series = {CIKM '08};jones2007temporal, author = {Jones, Rosie and Diaz, Fernando}, title = {Temporal profiles of queries}, year = {2007}, issue_date = {July 2007}, publisher = {Association for Computing Machinery}, address = {New York, NY, USA}, volume = {25}, number = {3}, issn = {1046-8188}, url = {https://doi.org/10.1145/1247715.1247720}, doi = {10.1145/1247715.1247720}, journal = {ACM Trans. Inf. Syst.}, month = jul, pages = {14–es}, numpages = {31}, keywords = {Time, ambiguity, event detection, language models, precision prediction, query classification, temporal profiles}",bib;bib;bib
