key,year,title,url
zhu-etal-2025-trust,2025,Can We Trust {AI} Doctors? A Survey of Medical Hallucination in Large Language and Large Vision-Language Models,https://aclanthology.org/2025.findings-acl.350/
he-etal-2025-breaking,2025,Breaking the Reasoning Barrier A Survey on {LLM} Complex Reasoning through the Lens of Self-Evolution,https://aclanthology.org/2025.findings-acl.386/
atapattu-etal-2025-exploring,2025,Exploring the Role of Mental Health Conversational Agents in Training Medical Students and Professionals: A Systematic Literature Review,https://aclanthology.org/2025.findings-acl.1069/
cui-etal-2025-heuristic,2025,Heuristic-based Search Algorithm in Automatic Instruction-focused Prompt Optimization: A Survey,https://aclanthology.org/2025.findings-acl.1140/
nguyen-etal-2025-gui,2025,{GUI} Agents: A Survey,https://aclanthology.org/2025.findings-acl.1158/
sen-etal-2025-missing,2025,Missing the Margins: A Systematic Literature Review on the Demographic Representativeness of {LLM}s,https://aclanthology.org/2025.findings-acl.1246/
sim-etal-2025-vlms,2025,Can {VLM}s Actually See and Read? A Survey on Modality Collapse in Vision-Language Models,https://aclanthology.org/2025.findings-acl.1256/
chen-etal-2025-benchmarking-large,2025,Benchmarking Large Language Models Under Data Contamination: A Survey from Static to Dynamic Evaluation,https://aclanthology.org/2025.emnlp-main.511/
wu-etal-2025-incorporating,2025,Incorporating Diverse Perspectives in Cultural Alignment: Survey of Evaluation Benchmarks Through A Three-Dimensional Framework,https://aclanthology.org/2025.emnlp-main.862/
resck-etal-2025-explainability,2025,Explainability and Interpretability of Multilingual Large Language Models: A Survey,https://aclanthology.org/2025.emnlp-main.1033/
feng-etal-2025-multimodal,2025,Multimodal Neural Machine Translation: A Survey of the State of the Art,https://aclanthology.org/2025.emnlp-main.1125/
chen-etal-2025-language,2025,"How do Language Models Reshape Entity Alignment? A Survey of {LM}-Driven {EA} Methods: Advances, Benchmarks, and Future",https://aclanthology.org/2025.emnlp-main.1184/
wei-etal-2025-survey,2025,A Survey of Link Prediction in N-ary Knowledge Graphs,https://aclanthology.org/2025.emnlp-main.1451/
dong-etal-2025-beyond,2025,Beyond A Single {AI} Cluster: A Survey of Decentralized {LLM} Training,https://aclanthology.org/2025.emnlp-main.1486/
schoch-ji-2025-good,2025,"The Good, the Bad, and the Debatable: A Survey on the Impacts of Data for In-Context Learning",https://aclanthology.org/2025.emnlp-main.1514/
zhang-etal-2025-survey,2025,A Survey of Generative Information Extraction,https://aclanthology.org/2025.coling-main.324/
ticona-etal-2025-indigenous,2025,Indigenous Languages Spoken in {A}rgentina: A Survey of {NLP} and Speech Resources,https://aclanthology.org/2025.coling-main.565/
benedetto-etal-2025-survey,2025,A Survey on Automated Distractor Evaluation in Multiple-Choice Tasks,https://aclanthology.org/2025.bea-1.5/
frederick-eneye-etal-2025-advances,2025,Advances in Auto-Grading with Large Language Models: A Cross-Disciplinary Survey,https://aclanthology.org/2025.bea-1.35/
wagner-etal-2025-mitigating,2025,Mitigating Hallucination by Integrating Knowledge Graphs into {LLM} Inference {--} a Systematic Literature Review,https://aclanthology.org/2025.acl-srw.53/
rachmat-etal-2025-qa,2025,{QA} Analysis in Medical and Legal Domains: A Survey of Data Augmentation in Low-Resource Settings,https://aclanthology.org/2025.acl-srw.89/
zhang-etal-2025-survey-foundation,2025,A Survey on Foundation Language Models for Single-cell Biology,https://aclanthology.org/2025.acl-long.26/
lai-etal-2025-survey,2025,A Survey of Post-Training Scaling in Large Language Models,https://aclanthology.org/2025.acl-long.140/
hu-etal-2025-os,2025,"{OS} Agents: A Survey on {MLLM}-based Agents for Computer, Phone and Browser Use",https://aclanthology.org/2025.acl-long.369/
guo-etal-2025-sdbench,2025,{SDB}ench: A Survey-based Domain-specific {LLM} Benchmarking and Optimization Framework,https://aclanthology.org/2025.acl-long.662/
xu-etal-2025-personalized,2025,Personalized Generation In Large Model Era: A Survey,https://aclanthology.org/2025.acl-long.1201/
tjuatja-etal-2024-llms,2024,Do {LLM}s Exhibit Human-like Response Biases? A Case Study in Survey Design,https://aclanthology.org/2024.tacl-1.56/
svoboda-sevcikova-2024-compounds,2024,Compounds in {U}niversal {D}ependencies: A Survey in Five {E}uropean Languages,https://aclanthology.org/2024.sigtyp-1.12/
deleanu-etal-2024-accessible,2024,Accessible Communication: a systematic review and comparative analysis of official {E}nglish Easy-to-Understand ({E}2{U}) language guidelines,https://aclanthology.org/2024.readi-1.7/
skubic-fiser-2024-parliamentary,2024,Parliamentary Discourse Research in Political Science: Literature Review,https://aclanthology.org/2024.parlaclarin-1.1/
roxas-2024-large,2024,Large Language Models and Natural Language Processing On Minority Languages: A Systematic Review,https://aclanthology.org/2024.paclic-1.1/
nakajima-etal-2024-survey,2024,A Survey for {LLM} Tuning Methods:Classifying Approaches Based on Model Internal Accessibility,https://aclanthology.org/2024.paclic-1.52/
li-etal-2024-viewpoints,2024,A Viewpoints Embedded Diff-table System For Cross-sectional Insight Survey In a Research Task,https://aclanthology.org/2024.paclic-1.53/
sadeddine-etal-2024-survey,2024,A Survey of Meaning Representations {--} From Theory to Practical Utility,https://aclanthology.org/2024.naacl-long.159/
goswami-etal-2024-native,2024,Native Language Identification in Texts: A Survey,https://aclanthology.org/2024.naacl-long.173/
mihajlik-etal-2024-spoken,2024,Is Spoken {H}ungarian Low-resource?: A Quantitative Survey of {H}ungarian Speech Data Sets,https://aclanthology.org/2024.lrec-main.820/
forkel-etal-2024-linguistic,2024,Linguistic Survey of {I}ndia and Polyglotta Africana: Two Retrostandardized Digital Editions of Large Historical Collections of Multilingual Wordlists,https://aclanthology.org/2024.lrec-main.925/
chen-etal-2024-retrieval,2024,Retrieval-Augmented Knowledge Integration into Language Models: A Survey,https://aclanthology.org/2024.knowllm-1.5/
krause-vossen-2024-gricean-maxims,2024,The {G}ricean Maxims in {NLP} - A Survey,https://aclanthology.org/2024.inlg-main.39/
dhaini-etal-2024-explainability-meets,2024,Explainability Meets Text Summarization: A Survey,https://aclanthology.org/2024.inlg-main.49/
anuranjana-etal-2024-survey,2024,Survey on Computational Approaches to Implicature,https://aclanthology.org/2024.icon-1.25/
kapil-ekbal-2024-survey,2024,A Survey on Combating Hate Speech through Detection and Prevention in {E}nglish,https://aclanthology.org/2024.icon-1.57/
zheng-etal-2024-comprehensive,2024,A Comprehensive Survey on Document-Level Information Extraction,https://aclanthology.org/2024.futured-1.6/
simon-etal-2024-generative,2024,Generative Approaches to Event Extraction: Survey and Outlook,https://aclanthology.org/2024.futured-1.7/
shi-etal-2024-medical,2024,"Medical Dialogue System: A Survey of Categories, Methods, Evaluation and Challenges",https://aclanthology.org/2024.findings-acl.167/
reinig-etal-2024-survey,2024,A Survey on Modelling Morality for Text Analysis,https://aclanthology.org/2024.findings-acl.245/
liu-etal-2024-sumsurvey,2024,{S}um{S}urvey: An Abstractive Dataset of Scientific Survey Papers for Long Document Summarization,https://aclanthology.org/2024.findings-acl.574/
deng-etal-2024-unveiling,2024,Unveiling the Spectrum of Data Contamination in Language Model: A Survey from Detection to Remediation,https://aclanthology.org/2024.findings-acl.951/
wein-opitz-2024-survey,2024,A Survey of {AMR} Applications,https://aclanthology.org/2024.emnlp-main.390/
mccurdy-etal-2024-toward,2024,Toward Compositional Behavior in Neural Models: A Survey of Current Views,https://aclanthology.org/2024.emnlp-main.524/
nguyen-ng-2024-computational,2024,Computational Meme Understanding: A Survey,https://aclanthology.org/2024.emnlp-main.1184/
di-bonaventura-etal-2024-explanation,2024,Is Explanation All You Need? An Expert Survey on {LLM}-generated Explanations for Abusive Language Detection,https://aclanthology.org/2024.clicit-1.34/
braovic-etal-2024-systematic,2024,A Systematic Review of Computational Approaches to Deciphering {B}ronze {A}ge {A}egean and {C}ypriot Scripts,https://aclanthology.org/2024.cl-2.7/
hanmeng-yue-2024-da,2024,大模型逻辑推理研究综述(Survey on Logical Reasoning of Large Pre-trained Language Models),https://aclanthology.org/2024.ccl-2.3/
changjiang-etal-2024-da,2024,大模型时代的多语言研究综述(A Survey of Multilingual Research in the Large Language Model Era),https://aclanthology.org/2024.ccl-2.4/
xu-2024-ji,2024,基于大语言模型的自主智能体概述(A Survey on Large Language Model based Autonomous Agents Xu {C}hen),https://aclanthology.org/2024.ccl-2.8/
tian-etal-2024-sheng,2024,生成式文本质量的自动评估方法综述(A Survey of Automatic Evaluation on the Quality of Generated Text),https://aclanthology.org/2024.ccl-2.10/
olsen-etal-2024-socio,2024,Socio-political Events of Conflict and Unrest: A Survey of Available Datasets,https://aclanthology.org/2024.case-1.5/
agarwal-anastasopoulos-2024-concise,2024,A Concise Survey of {OCR} for Low-Resource Languages,https://aclanthology.org/2024.americasnlp-1.10/
feng-etal-2024-legal,2024,Legal Case Retrieval: A Survey of the State of the Art,https://aclanthology.org/2024.acl-long.350/
li-etal-2024-fundamental,2024,Fundamental Capabilities of Large Language Models and their Applications in Domain Scenarios: A Survey,https://aclanthology.org/2024.acl-long.599/
otmakhova-etal-2024-media,2024,Media Framing: A typology and Survey of Computational Approaches Across Disciplines,https://aclanthology.org/2024.acl-long.822/
abercrombie-etal-2023-resources,2023,Resources for Automated Identification of Online Gender-Based Violence: A Systematic Review,https://aclanthology.org/2023.woah-1.17/
lorandi-belz-2023-control,2023,How to Control Sentiment in Text Generation: A Survey of the State-of-the-Art in Sentiment-Control Techniques,https://aclanthology.org/2023.wassa-1.30/
ducel-etal-2024-la,2024,La recherche sur les biais dans les mod{\`e}les de langue est biais{\'e}e : {\'e}tat de l{'}art en abyme [Bias Research for Language Models is Biased: a Survey for Deconstructing Bias in Large Language Models],https://aclanthology.org/2023.tal-3.6/
badaro-etal-2023-transformers,2023,Transformers for Tabular Data Representation: A Survey of Models and Applications,https://aclanthology.org/2023.tacl-1.14/
liu-etal-2023-pre,2023,"Pre-train, Prompt, and Recommendation: A Comprehensive Survey of Language Modeling Paradigm Adaptations in Recommender Systems",https://aclanthology.org/2023.tacl-1.88/
orasan-2023-chatgpt,2023,{C}hat{GPT} for translators: a survey,https://aclanthology.org/2023.nlp4tia-1.10/
ganesh-etal-2023-survey,2023,A Survey of Challenges and Methods in the Computational Modeling of Multi-Party Dialog,https://aclanthology.org/2023.nlp4convai-1.12/
ramisch-etal-2023-survey,2023,A Survey of {MWE} Identification Experiments: The Devil is in the Details,https://aclanthology.org/2023.mwe-1.15/
akhtar-etal-2023-multimodal,2023,Multimodal Automated Fact-Checking: A Survey,https://aclanthology.org/2023.findings-emnlp.361/
shen-etal-2023-neural,2023,Neural Ranking with Weak Supervision for Open-Domain Question Answering : A Survey,https://aclanthology.org/2023.findings-eacl.129/
song-etal-2023-survey,2023,A Survey on Recent Advances in Keyphrase Extraction from Pre-trained Language Models,https://aclanthology.org/2023.findings-eacl.161/
hiebl-gromann-2023-quality,2023,Quality in Human and Machine Translation: An Interdisciplinary Survey,https://aclanthology.org/2023.eamt-1.37/
lewis-2023-survey,2023,A Survey of Computational Infrastructure to Help Preserve and Revitalize Bodw{\'e}wadmimwen,https://aclanthology.org/2023.computel-1.7/
zhou-etal-2023-survey,2023,A Survey of Evaluation Methods of Generated Medical Textual Reports,https://aclanthology.org/2023.clinicalnlp-1.48/
sommerschield-etal-2023-machine,2023,Machine Learning for Ancient Languages: A Survey,https://aclanthology.org/2023.cl-3.5/
apidianaki-2023-word,2023,From Word Types to Tokens and Back: A Survey of Approaches to Word Meaning Representation and Interpretation,https://aclanthology.org/2023.cl-2.7/
guerraoui-etal-2023-teach,2023,Teach Me How to Argue: A Survey on {NLP} Feedback Systems in Argumentation,https://aclanthology.org/2023.argmining-1.3/
rahmani-etal-2023-survey,2023,A Survey on Asking Clarification Questions Datasets in Conversational Systems,https://aclanthology.org/2023.acl-long.152/
mosca-etal-2022-explaining,2022,Explaining Neural {NLP} Models for the Joint Analysis of Open-and-Closed-Ended Survey Answers,https://aclanthology.org/2022.trustnlp-1.5/
berhe-etal-2022-survey,2022,Survey on Narrative Structure: from Linguistic Theories to Automatic Extraction Approaches,https://aclanthology.org/2022.tal-1.3/
shinde-etal-2022-extractive,2022,An Extractive-Abstractive Approach for Multi-document Summarization of Scientific Articles for Literature Review,https://aclanthology.org/2022.sdp-1.25/
skubic-fiser-2022-parliamentary,2022,Parliamentary Discourse Research in Sociology: Literature Review,https://aclanthology.org/2022.parlaclarin-1.12/
park-jeoung-2022-raison,2022,Raison d'{\^e}tre of the benchmark dataset: A Survey of Current Practices of Benchmark Dataset Sharing Platforms,https://aclanthology.org/2022.nlppower-1.1/
voigt-etal-2022-survey,2022,The Why and The How: A Survey on Natural Language Interaction in Visualization,https://aclanthology.org/2022.naacl-main.27/
goncalo-oliveira-etal-2022-brief,2022,A Brief Survey of Textual Dialogue Corpora,https://aclanthology.org/2022.lrec-1.135/
vargas-etal-2022-rhetorical,2022,Rhetorical Structure Approach for Online Deception Detection: A Survey,https://aclanthology.org/2022.lrec-1.635/
nwafor-andy-2022-survey,2022,A Survey of Machine Translation Tasks on {N}igerian Languages,https://aclanthology.org/2022.lrec-1.695/
arreerard-etal-2022-survey,2022,Survey on {T}hai {NLP} Language Resources and Tools,https://aclanthology.org/2022.lrec-1.697/
nordhoff-kramer-2022-imtvault,2022,{IMTV}ault: Extracting and Enriching Low-resource Language Interlinear Glossed Text from Grammatical Descriptions and Typological Survey Articles,https://aclanthology.org/2022.ldl-1.3/
khan-etal-2022-survey,2022,"A Survey of Guidelines and Best Practices for the Generation, Interlinking, Publication, and Validation of Linguistic Linked Data",https://aclanthology.org/2022.ldl-1.9/
marini-2022-croatpas,2022,{C}roa{TPAS}: A Survey-based Evaluation,https://aclanthology.org/2022.isa-1.10/
huidrom-belz-2022-survey,2022,A Survey of Recent Error Annotation Schemes for Automatically Generated Text,https://aclanthology.org/2022.gem-1.33/
ali-hassan-2022-survey,2022,A Survey of Computational Framing Analysis Approaches,https://aclanthology.org/2022.emnlp-main.633/
pluymaekers-2022-well,2022,How well do real-time machine translation apps perform in practice? Insights from a literature review,https://aclanthology.org/2022.eamt-1.8/
girletti-2022-working,2022,Working with Pre-translated Texts: Preliminary Findings from a Survey on Post-editing and Revision Practices in {S}wiss Corporate In-house Language Services,https://aclanthology.org/2022.eamt-1.30/
salchner-jatowt-2022-survey,2022,A Survey of Automatic Text Summarization Using Graph Neural Networks,https://aclanthology.org/2022.coling-1.536/
li-etal-2022-ji-qi,2022,机器音译研究综述(Survey on Machine Transliteration),https://aclanthology.org/2022.ccl-1.29/
valizadeh-parde-2022-ai,2022,The {AI} Doctor Is In: A Survey of Task-Oriented Dialogue Systems for Healthcare Applications,https://aclanthology.org/2022.acl-long.458/
vanderlyn-etal-2022-toward,2022,Toward Implicit Reference in Dialog: A Survey of Methods and Data,https://aclanthology.org/2022.aacl-main.45/
bannour-etal-2021-evaluating,2021,Evaluating the carbon footprint of {NLP} methods: a survey and analysis of existing tools,https://aclanthology.org/2021.sustainlp-1.2/
balaraman-etal-2021-recent,2021,Recent Neural Methods on Dialogue State Tracking for Task-Oriented Dialogue Systems: A Survey,https://aclanthology.org/2021.sigdial-1.25/
mahajan-shaikh-2021-need,2021,On the Need for Thoughtful Data Collection for Multi-Party Dialogue: A Survey of Available Corpora and Collection Methods,https://aclanthology.org/2021.sigdial-1.36/
lu-lu-2021-survey,2021,A Survey of Approaches to Automatic Question Generation:from 2019 to Early 2021,https://aclanthology.org/2021.rocling-1.21/
djabri-caro-quintana-2021-introducing-linguistic,2021,"Introducing linguistic transformation to improve translation memory retrieval. Results of a professional translators' survey for {S}panish, {F}rench and {A}rabic",https://aclanthology.org/2021.ranlp-srw.7/
boldsen-wahlberg-2021-survey,2021,Survey and reproduction of computational approaches to dating of historical texts,https://aclanthology.org/2021.nodalida-main.15/
tuggener-etal-2021-summarizing,2021,Are We Summarizing the Right Way? A Survey of Dialogue Summarization Data Sets,https://aclanthology.org/2021.newsum-1.12/
